id,name,host_name,neighbourhood,latitude,longitude,bedrooms,bathrooms,square_feet,property_type,room_type,guests_included,extra_people,minimum_nights,availability_30,availability_90,availability_365,number_of_reviews,review_scores_rating,last_review,reviews_per_month,price,cleaning_fee,security_deposit,monthly_revenue
6214853,.Sunny San Francisco Flat!,Lynn,Hayes Valley,37.77375,-122.42487,1.0,1.0,,Apartment,Entire home/apt,1,0.0,30,12,72,347,11,96.0,2019-07-20,0.21,110.0,100.0,0.0,254.1
6224858,Stylish Family Home near the Presidio,Elisabeth & James,Richmond District,37.785779999999995,-122.46193000000001,3.0,1.5,,House,Entire home/apt,1,0.0,4,0,14,19,25,98.0,2019-07-08,0.48,450.0,150.0,1000.0,2375.9999999999995
6238514,Noe Valley 2 bedroom retreat,Michael,Noe Valley,37.74715,-122.43059,2.0,1.0,,Apartment,Entire home/apt,2,0.0,1,15,41,316,88,100.0,2019-10-12,1.65,350.0,150.0,500.0,6352.499999999999
6245649,Blake & Sara's Ocean Beach Pad,Blake & Sara,Outer Sunset,37.759640000000005,-122.5064,1.0,1.0,,Apartment,Entire home/apt,2,50.0,30,0,0,185,120,98.0,2019-09-03,2.28,98.0,100.0,500.0,2457.8399999999997
6261638,LUXURY home and SUPERHOST - All 5 Stars,Katie,South Beach,37.78699,-122.3913,2.0,2.0,,Apartment,Entire home/apt,4,25.0,30,0,19,202,12,100.0,2019-09-22,0.3,173.0,160.0,5000.0,570.9
6272816,"Sunny, Private Room / Females & Couples Preferred",Praise,Mission District,37.76982,-122.4216,1.0,1.0,,Apartment,Private room,1,20.0,1,4,42,313,169,96.0,2019-10-13,3.19,125.0,125.0,0.0,4386.249999999999
6273036,Cosy Potrero Hill 1 bedroom,Hugo,Potrero Hill,37.75488,-122.40235,1.0,1.0,,House,Entire home/apt,2,50.0,3,18,23,23,60,94.0,2019-05-21,1.14,160.0,71.0,0.0,2006.3999999999999
6301675,Urban Oasis in the Heart of SF,Bill,Nob Hill,37.79018,-122.41169,0.0,1.0,,Apartment,Entire home/apt,1,0.0,30,2,44,319,16,100.0,2019-08-19,0.38,151.0,150.0,0.0,631.18
6316753,Remodeled Room WIFI parking supermarket,Jia,Sunnyside,37.73213,-122.44951999999999,1.0,2.0,,House,Private room,1,15.0,5,15,75,165,47,97.0,2019-10-10,0.88,65.0,30.0,0.0,629.1999999999999
6324586,Lovely Family Friendly Mission Flat,Laura,Mission District,37.750440000000005,-122.4101,2.0,1.5,,Apartment,Entire home/apt,1,0.0,4,0,8,8,8,100.0,2019-06-24,0.15,900.0,115.0,500.0,1485.0
6326133,Spacious Sunny Victorian Suite (BR+LR),Maureen,Pacific Heights,37.78881,-122.44,1.0,1.0,,Condominium,Entire home/apt,2,50.0,4,5,25,74,123,99.0,2019-09-28,2.3,225.0,110.0,250.0,5692.499999999999
6329731,Love San Francisco,Ding,Western Addition/NOPA,37.776920000000004,-122.44613000000001,1.0,1.0,,Condominium,Private room,2,100.0,30,0,22,297,37,97.0,2019-07-30,0.71,180.0,60.0,400.0,1405.8
6331695,Cozy Place in Noe Valley,Danielle,Noe Valley,37.74207,-122.43068999999998,1.0,1.0,,Apartment,Entire home/apt,1,0.0,1,9,49,139,357,95.0,2019-09-29,6.77,196.0,65.0,0.0,14596.119999999999
6335352,Beautiful Victorian Home in Noe Valley,Vladislav,Noe Valley,37.753409999999995,-122.44033,3.0,2.5,,House,Entire home/apt,2,45.0,3,6,37,283,95,97.0,2019-09-25,1.85,500.0,120.0,500.0,10175.0
6336315,Edwardian Condo Centrally Located,Robert,SoMa,37.77062,-122.4214,1.0,1.0,,Condominium,Private room,2,50.0,2,7,29,29,58,99.0,2019-10-12,2.04,240.0,50.0,100.0,5385.6
6344096,"Large room, convenient location /w views, parking",Ambrish,Noe Valley,37.75195,-122.44068,1.0,1.0,,House,Private room,1,30.0,30,0,55,330,8,98.0,2019-09-22,0.15,99.0,70.0,0.0,163.35
6344500,★ Chic Condo in Heart of SF + Roof Deck & Views ★,Gautam,Telegraph Hill,37.799,-122.40668000000001,1.0,1.0,,Condominium,Entire home/apt,2,35.0,2,1,19,29,51,96.0,2019-09-26,2.07,250.0,125.0,500.0,5692.5
6348742,Charming Central Spacious SF Apt,Lloyd,Noe Valley,37.75326,-122.43598,1.0,1.0,,House,Entire home/apt,1,0.0,30,29,89,364,87,98.0,2019-08-31,1.65,125.0,225.0,0.0,2268.75
6360976,Quintessential Russian Hill 2BR Apt,Nikolas,Russian Hill,37.799279999999996,-122.41946999999999,2.0,1.5,,Apartment,Entire home/apt,1,0.0,30,0,8,263,104,93.0,2019-08-24,1.94,200.0,100.0,1000.0,4268.0
6364873,Charming home with beautiful garden & parking,Antoine,Hayes Valley,37.7726,-122.42813999999998,2.0,1.0,,Condominium,Entire home/apt,2,65.0,5,0,0,0,10,100.0,2019-08-07,0.19,342.0,150.0,500.0,714.78
6365190,"Oasis Sunny Vibrant Mission, Mstr",Chan Young,Mission District,37.75654,-122.41928,1.0,1.0,,Apartment,Private room,1,35.0,30,26,86,86,109,96.0,2019-08-03,2.03,89.0,59.0,300.0,1987.37
6365956,Cozy Bedroom+EASY PARKING!!,Yuki,Inner Sunset,37.75748,-122.47222,1.0,1.0,,House,Private room,1,35.0,1,0,0,42,106,99.0,2019-10-13,1.97,129.0,10.0,0.0,2795.43
6373849,"Modern Luxury Junior 1BR, #1",The Twist,Nob Hill,37.79135,-122.40828,1.0,1.0,,Apartment,Entire home/apt,1,0.0,30,0,11,101,5,92.0,2019-05-18,0.09,116.0,120.0,1500.0,114.84
6374167,Private Quiet Room,Joanna,Haight-Ashbury,37.76637,-122.4467,1.0,1.0,,House,Private room,1,0.0,7,5,25,198,62,97.0,2019-09-26,1.3,80.0,0.0,0.0,1144.0
6376338,San Francisco Mid-Century Home beautifully updated,Richard,Inner Sunset,37.75639,-122.45455,4.0,3.0,,House,Entire home/apt,1,0.0,3,1,8,12,7,97.0,2019-07-21,0.48,680.0,110.0,0.0,3590.3999999999996
6402782,2 Bedroom Apt in NOPA with Parking,Julia L.,Western Addition/NOPA,37.777,-122.44131000000002,2.0,1.0,,Condominium,Entire home/apt,2,10.0,4,5,31,31,146,97.0,2019-09-26,2.8,185.0,100.0,500.0,5697.999999999999
6415052,Top-Floor Apartment in Edwardian Home with Deck,Chris,Lower Haight,37.769740000000006,-122.43695,3.0,2.0,,Condominium,Entire home/apt,1,0.0,5,9,32,32,69,99.0,2019-09-30,1.66,370.0,150.0,2000.0,6756.199999999999
6423158,Mediterranean style private studio,Alice,Sunnyside,37.7313,-122.46152,0.0,1.0,,Apartment,Entire home/apt,2,15.0,2,18,69,344,310,99.0,2019-10-10,5.8,139.0,70.0,200.0,8868.199999999999
6430646,"Room in Elegant, Private, Serene House with Beautiful Furnishings",David,Twin Peaks,37.75773,-122.44503,1.0,1.0,,House,Private room,1,0.0,2,1,14,199,238,98.0,2019-10-11,4.45,120.0,40.0,0.0,5874.0
6437010,Room in Mission apartment - Great SF Location!,Joanne,Mission District,37.7657,-122.41668999999999,1.0,1.5,,Apartment,Private room,2,50.0,4,12,49,292,123,88.0,2019-10-01,2.31,91.0,0.0,0.0,2312.31
6453774,SF Hotel Studio: Union Square (1),Jennifer,Union Square,37.78836,-122.40916000000001,0.0,1.0,,Condominium,Entire home/apt,1,0.0,1,23,79,350,46,97.0,2019-08-16,0.87,249.0,79.0,0.0,2382.9300000000003
6464280,"3BR/2BA Mission home - Open, quiet, and modern",Aaron,Mission District,37.7565,-122.40886,3.0,2.0,,Condominium,Entire home/apt,3,120.0,2,0,0,0,9,100.0,2019-09-29,0.92,450.0,150.0,250.0,4554.0
6481492,Sunny Mission 2BR Home w Garden,Sasha,Mission District,37.75528,-122.41048,2.0,1.0,,Condominium,Entire home/apt,1,0.0,4,0,1,105,7,90.0,2019-05-29,0.13,349.0,125.0,0.0,499.07000000000005
6494663,Comfy Suite A/private bath on ground floor+Netflix,Paul,Outer Sunset,37.7495,-122.49163999999999,1.0,1.0,,House,Private room,2,35.0,1,7,49,318,321,97.0,2019-10-01,6.05,84.0,45.0,150.0,5590.2
6505426,Noe/Castro 1BD Hideaway,Jeff,Noe Valley,37.75316,-122.43722,1.0,1.0,,Guest suite,Entire home/apt,2,15.0,2,3,12,254,219,99.0,2019-10-07,4.32,200.0,70.0,500.0,9504.0
6514826,Dolores Park Edwardian charmer,Shelagh,Mission District,37.76283,-122.42546999999999,2.0,1.0,,Condominium,Entire home/apt,3,0.0,3,0,0,74,83,98.0,2019-09-13,1.62,265.0,150.0,500.0,4722.3
6518261,Excelsior Lovely Modern Apartment,Maru&Jerome,Excelsior,37.71906,-122.43261000000001,2.0,1.0,,Apartment,Entire home/apt,4,10.0,5,0,41,64,163,97.0,2019-09-28,3.08,169.0,100.0,300.0,5725.72
6523507,Hand Crafted Cottage,Sebastian,Noe Valley,37.747440000000005,-122.43574,0.0,1.0,,Cottage,Entire home/apt,1,0.0,4,6,40,315,92,100.0,2019-09-29,1.8,265.0,70.0,0.0,5247.0
6529234,SAN FRANCISCO STUDIO,Adrian,Bernal Heights,37.74326,-122.41061,0.0,1.0,,Loft,Entire home/apt,2,0.0,5,7,7,7,105,97.0,2019-09-28,2.52,114.0,80.0,0.0,3160.08
6557736,Comfy Suite B/private bath on ground floor+Netflix,Paul,Outer Sunset,37.74896,-122.4924,1.0,1.0,,House,Private room,2,35.0,1,10,53,328,308,97.0,2019-10-01,5.81,75.0,45.0,150.0,4793.25
6560870,"Private Apartment - 1BR, 1BA, Living Room & Deck",Sage & Babs,Bernal Heights,37.74814,-122.40806,1.0,1.0,,Apartment,Entire home/apt,2,0.0,3,0,13,46,174,100.0,2019-10-07,3.4,135.0,40.0,300.0,5049.0
6587558,Comfy Room Steps from Golden Gate Park,James,Richmond District,37.77751,-122.45683000000001,1.0,1.0,,Apartment,Private room,1,0.0,30,12,72,347,2,100.0,2019-08-16,0.04,60.0,0.0,0.0,26.4
6600081,CLOUD 9: Bright-Modern-Super Clean :),Del,Mission District,37.753,-122.40393999999999,1.0,1.0,,House,Private room,1,35.0,3,8,58,94,247,100.0,2019-10-13,4.68,95.0,30.0,100.0,4890.599999999999
6601749,SF| Cozy private studio. Fully equipped,Iz,Crocker Amazon,37.71174,-122.44561000000002,1.0,1.0,,Apartment,Entire home/apt,2,25.0,30,23,83,358,19,73.0,2019-08-30,0.36,74.0,120.0,200.0,293.04
6604564,2BR/1B Modern Design Flat @ Mission,Daniel,Mission District,37.74818,-122.41883999999999,2.0,1.0,,Townhouse,Entire home/apt,2,35.0,1,15,66,336,29,97.0,2019-09-24,0.56,350.0,80.0,600.0,2156.0
6604799,Private Modern Design Mission Rm #2,Daniel,Mission District,37.74822,-122.41826,1.0,1.0,,Townhouse,Private room,1,30.0,1,22,78,348,119,99.0,2019-10-11,2.25,160.0,55.0,600.0,3960.0
6628985,Classic Studio in Lower Pac Height,Sylvie,Presidio Heights,37.78472,-122.44666000000001,1.0,1.0,,Condominium,Private room,2,40.0,2,4,16,16,208,95.0,2019-10-11,3.99,109.0,45.0,250.0,4784.01
6643496,"Private room, bath & entrance",Don,Twin Peaks,37.74694,-122.44858,1.0,1.0,,House,Private room,1,0.0,5,0,0,0,148,100.0,2019-09-30,2.79,150.0,15.0,0.0,4603.5
6648062,Modern View Home with a Private Deck,Mari,Bernal Heights,37.74135,-122.40938,1.0,1.0,,House,Private room,1,25.0,3,0,21,296,48,94.0,2019-09-15,0.92,110.0,50.0,100.0,1113.2
6649234,SF Hotel Studio: Union Square (5),Jennifer,Downtown,37.788579999999996,-122.40948999999999,0.0,1.0,,Condominium,Entire home/apt,2,10.0,1,30,90,361,10,96.0,2019-09-26,0.19,259.0,69.0,0.0,541.31
6653474,Large Private Studio in heart of Nopa,Ari,Western Addition/NOPA,37.775659999999995,-122.44063,1.0,1.0,,Guest suite,Entire home/apt,2,25.0,2,8,28,28,57,94.0,2019-09-19,1.09,149.0,75.0,250.0,1786.51
6662231,"B2 monthly Financial district,Broadway, Chinatown",Gary,Telegraph Hill,37.798790000000004,-122.40541999999999,1.0,2.0,,Apartment,Private room,2,35.0,30,0,22,297,128,87.0,2019-08-17,2.42,68.0,100.0,300.0,1810.1599999999999
6684182,Fam-friendly Victorian w/ Hot Tub,Shea,Mission District,37.757490000000004,-122.41599,3.0,1.5,,House,Entire home/apt,6,50.0,3,12,39,214,13,100.0,2019-10-08,0.25,295.0,250.0,1000.0,811.25
6688004,"Craftsman home, great neighborhood!",Linda,Bernal Heights,37.74257,-122.41358999999999,1.0,1.0,,House,Private room,1,20.0,3,15,52,116,128,97.0,2019-10-04,2.47,105.0,0.0,0.0,2852.8500000000004
6713990,Comfortable Artistic Condo,Antigone,Mission District,37.76685,-122.42368,1.0,1.0,,Condominium,Entire home/apt,1,0.0,14,0,0,153,10,98.0,2019-09-22,0.19,150.0,50.0,0.0,313.5
6715383,"Sweet Stay 1 bedroom near BART, SFO",Deborah,Ingleside,37.72059,-122.45216,1.0,1.0,,Apartment,Entire home/apt,2,20.0,30,23,83,358,36,97.0,2019-07-27,0.79,105.0,250.0,500.0,912.4500000000002
6727254,Noe Valley Victorian - Eureka!,Valerie,Noe Valley,37.75323,-122.43741000000001,1.0,1.5,,Apartment,Private room,1,0.0,30,13,20,210,31,96.0,2019-09-28,0.6,105.0,125.0,800.0,693.0
6730473,Penthouse apartment w skylights,Karen,Western Addition/NOPA,37.77855,-122.43863999999999,1.0,1.0,,Apartment,Entire home/apt,1,20.0,30,13,73,348,74,91.0,2019-06-15,1.41,88.0,80.0,500.0,1364.8799999999999
6747672,"Quiet, Contemporary Castro 1BR",Jack,Haight-Ashbury,37.76719,-122.43668000000001,1.0,1.0,,Apartment,Entire home/apt,2,20.0,30,10,30,106,52,99.0,2019-07-13,0.99,219.0,95.0,200.0,2384.9100000000003
6748645,Sunny Art-filled Noe Valley Views!,Peggy,The Castro,37.75548,-122.42941,3.0,2.0,,House,Entire home/apt,1,0.0,4,0,9,274,49,99.0,2019-09-09,0.95,350.0,150.0,3000.0,3657.4999999999995
6749412,"Beautiful Potrero Hill Apt, Parking","Cris, Daniela, Olivia & Paloma",Potrero Hill,37.76034,-122.40525,1.0,1.0,,Apartment,Entire home/apt,2,50.0,1,1,17,289,198,94.0,2019-09-15,3.76,300.0,100.0,750.0,12408.0
6782479,Mediterranean Birds' Nest,Priya,Glen Park,37.734770000000005,-122.43194,1.0,1.0,,House,Entire home/apt,1,0.0,3,30,86,180,16,98.0,2019-08-12,0.31,300.0,140.0,500.0,1023.0
6822070,Cozy Home in Charming Neighborhood,Ausra,Bernal Heights,37.74096,-122.41656,1.0,1.0,,House,Entire home/apt,3,50.0,1,0,0,0,50,97.0,2019-08-18,0.97,159.0,80.0,150.0,1696.53
6822748,Nob Hill Gem with Balcony ( 30 Day Minimum ),Lana,Nob Hill,37.7919,-122.41893999999999,1.0,1.0,,Apartment,Entire home/apt,2,0.0,30,12,64,235,20,98.0,2019-10-04,0.84,260.0,60.0,0.0,2402.4
6835302,1 Bedroom Condo in North Beach,Angela,Telegraph Hill,37.80447,-122.40496999999999,1.0,1.0,,Apartment,Entire home/apt,1,0.0,30,0,12,287,1,100.0,2019-08-17,0.51,240.0,250.0,0.0,1346.4
6836411,SF Hotel Studio: Union Square (4),Jennifer,Downtown,37.78745,-122.41058999999998,0.0,1.0,,Condominium,Entire home/apt,1,0.0,1,26,86,361,15,99.0,2019-09-26,0.29,249.0,69.0,0.0,794.31
6836785,Studio Apartment on quiet street in The Mission,Erika,Mission District,37.75203,-122.42253999999998,0.0,1.0,,Apartment,Entire home/apt,2,25.0,1,7,52,52,247,92.0,2019-09-29,4.71,193.0,65.0,300.0,9999.33
6885422,Lovely bright home in best location,Irene,Noe Valley,37.75209,-122.42605,4.0,2.0,,House,Entire home/apt,1,0.0,4,0,30,30,23,97.0,2019-06-02,0.46,399.0,100.0,300.0,2018.9400000000003
6887081,Collingwood Hill,Tyson,The Castro,37.75544,-122.43524,2.0,1.0,,Condominium,Entire home/apt,1,0.0,3,20,33,33,69,98.0,2019-10-07,1.33,350.0,150.0,3000.0,5120.5
6911587,Convenient and Comfy Mission Pad,Todd,Mission District,37.7649,-122.4214,1.0,1.0,,Apartment,Private room,1,10.0,2,6,6,6,90,98.0,2019-09-27,1.82,100.0,35.0,0.0,2002.0
6913294,Sunny Room in Beautiful Victorian,Benjamin,Mission District,37.75598,-122.41525,1.0,1.0,,House,Private room,2,0.0,1,0,0,0,96,98.0,2019-07-28,1.83,90.0,85.0,250.0,1811.7000000000003
6915497,Lovely 3BR Mission Home with Garden,Rebecca,Mission District,37.75338,-122.40633000000001,3.0,1.5,,House,Entire home/apt,6,35.0,3,1,2,2,48,97.0,2019-08-02,0.94,400.0,175.0,2000.0,4136.0
6922612,Big VIEWS!  1-BR Central SAN FRANCISCO location,Georgie,Western Addition/NOPA,37.785270000000004,-122.42321000000001,1.0,1.0,,Condominium,Entire home/apt,1,0.0,5,0,0,0,27,97.0,2019-09-08,0.52,128.0,70.0,450.0,732.1600000000001
6926901,Victorian in the heart of Mission,Fred,Mission District,37.75642,-122.41285,2.0,2.0,,House,Entire home/apt,2,15.0,3,0,20,20,54,99.0,2019-09-20,1.03,300.0,100.0,500.0,3399.0
6934874,Beautiful SF 2BR w/ Ocean Views,Dan,Outer Sunset,37.75734,-122.50193999999999,2.0,1.0,,House,Entire home/apt,2,25.0,30,30,90,365,79,96.0,2019-08-10,1.52,157.0,300.0,2000.0,2625.04
6936417,"Modern Victorian on top of the hill, shared entry",Olga,Potrero Hill,37.76028,-122.39365,1.0,1.0,,House,Entire home/apt,1,195.0,3,5,9,9,62,98.0,2019-09-18,1.19,265.0,120.0,0.0,3468.85
6938818,Best Secret in Town,Harris,Richmond District,37.78066,-122.50563000000001,1.0,1.0,,House,Private room,2,35.0,3,0,30,156,113,94.0,2019-10-10,2.16,75.0,55.0,100.0,1782.0000000000002
6940354,Private Room in Beautiful SF Home,Ximena,Balboa Terrace,37.72428,-122.45723000000001,1.0,1.0,,House,Private room,1,100.0,3,26,86,105,5,96.0,2019-09-30,0.1,99.0,40.0,200.0,108.9
6940448,Guesthouse Private Quiet Room,Ximena,Balboa Terrace,37.72558,-122.45747,1.0,1.0,,House,Private room,1,0.0,3,17,17,17,10,82.0,2019-08-29,0.2,80.0,35.0,200.0,176.0
6957662,"Modern, private separate suite & garden.",Gary,Noe Valley,37.74858,-122.43581999999999,1.0,1.0,,Apartment,Entire home/apt,2,100.0,5,7,45,320,106,96.0,2019-09-03,2.03,225.0,175.0,400.0,5024.25
6968158,Relax on the Deck of a Bold Victorian Townhouse,Catherine,Alamo Square,37.77847,-122.43502,1.0,1.0,,Townhouse,Private room,2,75.0,3,12,39,305,198,98.0,2019-10-07,4.33,158.0,40.0,0.0,7525.54
6970746,Serene Space by Golden Gate Park,Rebecca And Laurie,Presidio Heights,37.781690000000005,-122.45628,1.0,1.0,,House,Private room,1,0.0,2,24,52,134,130,98.0,2019-10-06,2.51,140.0,65.0,0.0,3865.4
6973383,SUPERHOST Newly remodeled relaxing blue room,Jia,Sunnyside,37.73172,-122.44845,1.0,2.0,,House,Private room,1,0.0,5,24,84,84,15,99.0,2019-10-05,0.33,60.0,30.0,0.0,217.8
6973631,Clean and Central Classic in Duboce! (1BR),Jinsoo,Duboce Triangle,37.76809,-122.43153000000001,1.0,1.0,,Apartment,Private room,1,45.0,2,25,81,356,15,96.0,2019-09-20,0.3,197.0,60.0,0.0,650.0999999999999
6975064,Studio Apartment in the Heart of the City,Bilal,Western Addition/NOPA,37.78622,-122.42438,1.0,1.0,,Apartment,Entire home/apt,1,0.0,30,0,0,0,49,90.0,2019-05-30,0.94,100.0,80.0,0.0,1034.0
6985131,"Cozy, Garden Secure Private Entrance Room & Bath.",Grace,Ingleside,37.7195,-122.45674,1.0,1.0,,Guest suite,Entire home/apt,1,10.0,3,18,72,156,137,96.0,2019-10-05,2.65,95.0,55.0,100.0,2769.25
6993593,A Victorian Beauty on Nob Hill in San Francisco Ca,John,Nob Hill,37.79569,-122.41708,1.0,1.5,,House,Private room,2,35.0,1,2,33,198,222,99.0,2019-09-28,4.24,159.0,79.0,0.0,7415.76
7004802,"2 br sunny apartment, heart of SF",Thomas,Mission District,37.76999,-122.42268,2.0,1.0,,Apartment,Entire home/apt,1,0.0,3,0,0,0,41,96.0,2019-09-22,0.8,245.0,60.0,500.0,2156.0
7009654,Quiet Glen Park Room for Two People,Glenn,Glen Park,37.73632,-122.43691000000001,1.0,1.0,,House,Private room,1,0.0,2,10,36,257,130,97.0,2019-10-12,2.56,75.0,30.0,0.0,2112.0
7012313,Walkers' Paradise in Noe Valley LWR,Alex,Noe Valley,37.75073,-122.42647,1.0,1.0,,House,Private room,1,20.0,30,0,33,308,12,97.0,2019-05-08,0.23,93.0,150.0,150.0,235.29000000000002
7020637,Great Mission appartment with friendly cat,Birgit,Mission District,37.75369,-122.42261,1.0,1.0,,Condominium,Entire home/apt,1,0.0,1,3,7,11,47,96.0,2019-09-19,1.99,150.0,80.0,0.0,3283.5
7022309,Sunny Queen in a restored Edwardian,Beth,Western Addition/NOPA,37.77498,-122.44355,1.0,1.5,,Condominium,Private room,1,35.0,2,7,21,21,143,99.0,2019-09-13,2.79,88.0,45.0,0.0,2700.7200000000003
7026287,Separate Entrance/Private Bathroom in Noe Valley!,Melissa & Nicole,Noe Valley,37.749629999999996,-122.42995,1.0,1.0,,Guest suite,Private room,1,0.0,2,3,40,94,321,99.0,2019-10-03,6.4,125.0,40.0,150.0,8800.0
7027139,☆BEACHSIDE/PARKSIDE LUXURY SUITE☆,Vee,Outer Sunset,37.7638,-122.50731999999999,1.0,1.0,,Apartment,Private room,2,100.0,3,29,89,364,36,98.0,2019-10-08,0.71,190.0,60.0,0.0,1483.8999999999999
7034114,Spacious and Sunny Noe Valley Gem!,Barbara,Noe Valley,37.74736,-122.4249,1.0,1.5,,Condominium,Private room,1,0.0,3,17,32,32,57,100.0,2019-09-23,1.1,115.0,35.0,150.0,1391.5000000000002
7054235,Sunset Remodeled Bedroom,Benjamin,Outer Sunset,37.75853,-122.50506000000001,1.0,1.0,,House,Private room,1,10.0,3,12,72,72,100,93.0,2019-10-03,1.93,99.0,70.0,500.0,2101.77
7065335,Charming Family Crocker-Amazon Home,Katherine,Crocker Amazon,37.71062,-122.43531999999999,2.0,1.0,,House,Entire home/apt,6,10.0,2,0,13,13,12,97.0,2019-08-17,0.78,174.0,100.0,2000.0,1492.92
7065694,San Francisco Beach House - Surf SF,Paul,Outer Sunset,37.73806,-122.50623,2.0,1.0,,House,Entire home/apt,1,0.0,30,0,22,297,19,98.0,2019-09-10,0.4,350.0,0.0,0.0,1540.0000000000002
7068804,Cheerful spot in Ingleside Terraces,Sally,Ingleside,37.72677,-122.46831999999999,1.0,1.0,,House,Private room,1,0.0,2,4,40,55,184,99.0,2019-09-30,3.55,53.0,35.0,0.0,2069.6499999999996
7140740,"Quiet retreat + parking, great for longer visits",Skye,Bayview,37.73512,-122.39764,1.0,1.0,,House,Private room,2,50.0,3,0,0,0,4,95.0,2019-06-24,0.42,129.0,40.0,100.0,595.98
7146663,Studio Suite at The Donatello Hotel,David,Downtown,37.78832,-122.40982,0.0,1.0,,Condominium,Entire home/apt,1,0.0,3,0,0,0,3,93.0,2019-09-19,0.08,449.0,0.0,0.0,395.12
7162627,Great Hayes Valley 1 BR (#5),Michael,Hayes Valley,37.7769,-122.42613,1.0,1.0,,Apartment,Entire home/apt,1,0.0,30,13,73,348,15,99.0,2019-09-21,0.3,120.0,80.0,500.0,396.0
7178670,Beautiful Bedroom and Bath in Historic Victorian,Ryan,Western Addition/NOPA,37.77561,-122.4409,1.0,1.0,,Apartment,Private room,4,20.0,1,20,75,75,306,97.0,2019-10-08,6.2,239.0,79.0,0.0,16299.800000000001
7180020,"Near Moscone Center, Privacy with Style - the SoMa Loft",Vera,SoMa,37.77945,-122.40382,1.0,1.5,,Loft,Entire home/apt,2,95.0,4,4,25,26,220,100.0,2019-10-07,4.28,269.0,115.0,350.0,12664.520000000002
7181279,Cozy Studio Great for One Traveler,Kristin,Bernal Heights,37.73379,-122.41556000000001,0.0,1.0,,Guest suite,Entire home/apt,1,0.0,2,0,0,0,183,91.0,2019-09-19,3.67,125.0,95.0,250.0,5046.25
7182761,Suite in Stunning Potrero Hill,Brendan,Potrero Hill,37.757509999999996,-122.39627,1.0,1.0,,Apartment,Private room,1,0.0,3,24,84,359,189,99.0,2019-10-04,3.76,130.0,60.0,150.0,5376.8
7202063,Warehouse-Style Condominium on Mint Plaza,Dustin,SoMa,37.78407,-122.40706999999999,1.0,1.0,,Condominium,Entire home/apt,2,100.0,30,2,62,337,33,98.0,2019-09-27,0.64,249.0,200.0,3000.0,1752.96
7204761,Large 2 BR Mission/Castro + nursery,Iris,The Castro,37.76527,-122.42997,3.0,1.0,,Condominium,Entire home/apt,5,50.0,3,0,4,4,18,99.0,2019-08-10,0.36,320.0,150.0,500.0,1267.2
7217193,Colorful Garden Getaway in Mission Dolores,Stephanie,Mission District,37.76222,-122.42331999999999,1.0,1.0,,Apartment,Entire home/apt,2,20.0,2,10,25,25,154,98.0,2019-09-25,3.08,295.0,50.0,195.0,9994.6
7220035,Secret Street in the Center of the City,Mija,Nob Hill,37.794290000000004,-122.41557,1.0,1.0,,Apartment,Entire home/apt,2,15.0,2,0,2,2,95,91.0,2019-07-13,2.03,140.0,95.0,200.0,3126.2
7222704,Charming SF 1911 Studio,Dennis,Richmond District,37.78294,-122.48326000000002,1.0,1.0,,Guest suite,Entire home/apt,2,0.0,2,2,6,137,309,96.0,2019-10-12,6.0,109.0,75.0,150.0,7194.0
7226841,Charming Private Room in PRIME SF location!,Nadia,Nob Hill,37.79287,-122.41609,1.0,1.0,,Apartment,Private room,1,40.0,30,5,65,155,194,95.0,2019-09-27,3.79,116.0,75.0,100.0,4836.04
7227859,KING Room- Victorian Home,Sophia,Western Addition/NOPA,37.78611,-122.44018999999999,1.0,1.0,,House,Private room,2,40.0,30,0,0,42,156,95.0,2019-08-23,3.09,119.0,75.0,500.0,4044.8099999999995
7247351,One room cottage tucked away in SF,Shauna,Mission Terrace,37.73214,-122.43068000000001,1.0,1.0,,Guesthouse,Entire home/apt,3,15.0,2,10,66,156,167,97.0,2019-10-13,3.66,125.0,35.0,300.0,5032.500000000001
7247746,*Comfy 2 Twin Beds with Patio View (R2),Maite & Roger,Outer Sunset,37.76258,-122.50822,1.0,1.0,,House,Private room,1,25.0,2,9,60,120,92,88.0,2019-09-29,1.8,95.0,95.0,200.0,1881.0
7259606,*Nice Private Single Twin Bedroom (R3),Maite & Roger,Outer Sunset,37.760870000000004,-122.50591000000001,1.0,2.0,,House,Private room,1,0.0,2,19,63,123,60,92.0,2019-10-01,1.18,60.0,40.0,200.0,778.8
7259880,*Cozy 2 Twin Beds with Beach Nearby (R1),Maite & Roger,Outer Sunset,37.762029999999996,-122.50759,1.0,2.0,,House,Private room,1,25.0,2,19,70,130,94,92.0,2019-09-21,1.84,75.0,80.0,200.0,1518.0000000000002
7275084,Guest room & bath in Castro home,Meredith,The Castro,37.760740000000006,-122.44358999999999,1.0,1.0,,House,Private room,1,0.0,2,2,19,98,174,99.0,2019-08-30,3.5,115.0,0.0,0.0,4427.5
7290262,Lower Haight Victorian Rooms,Trevor,Lower Haight,37.76997,-122.42976999999999,1.0,1.5,,Condominium,Private room,1,50.0,2,2,36,308,237,98.0,2019-09-30,4.63,95.0,0.0,0.0,4838.35
7292878,Bernal Heights Nest -Top Location!-,Jane & Rob,Bernal Heights,37.74283,-122.41543,1.0,1.0,,House,Entire home/apt,2,10.0,1,1,3,3,92,96.0,2019-09-26,1.8,155.0,80.0,750.0,3069.0
