id,name,host_name,neighbourhood,latitude,longitude,bedrooms,bathrooms,square_feet,property_type,room_type,guests_included,extra_people,minimum_nights,availability_30,availability_90,availability_365,number_of_reviews,review_scores_rating,last_review,reviews_per_month,price,cleaning_fee,security_deposit,monthly_revenue
7302136,"Spacious Apt, Quiet Neighborhood, Sunset View",Janet,Haight-Ashbury,37.765159999999995,-122.44658000000001,1.0,1.0,,Apartment,Entire home/apt,2,25.0,28,0,0,0,13,100.0,2019-07-07,0.26,99.0,60.0,100.0,283.14000000000004
7309811,Loft tucked away in the heart of SF,Erik,Duboce Triangle,37.77131,-122.42523999999999,1.0,1.0,,Loft,Entire home/apt,2,40.0,2,0,4,4,14,94.0,2019-09-25,0.27,280.0,120.0,2000.0,831.6
7309852,Lovely and Well-Located 2BD Apt.,Maria,Outer Sunset,37.76404,-122.47941999999999,2.0,1.0,,Apartment,Entire home/apt,2,25.0,3,4,39,125,140,97.0,2019-10-12,2.78,179.0,120.0,500.0,5473.82
7327920,Contemporary Light Filled Apartment in Potrero Hill,Katie,Potrero Hill,37.75308,-122.40149,1.0,1.0,,Apartment,Entire home/apt,2,40.0,3,1,29,90,289,100.0,2019-10-09,5.8,238.0,80.0,450.0,15184.4
7329639,Old Charm Big House,Sophia,Western Addition/NOPA,37.78604,-122.43887,1.0,1.0,,House,Private room,1,15.0,30,0,0,42,159,95.0,2019-08-25,3.14,92.0,75.0,500.0,3177.68
7331464,2br-1ba private guest-suite in Noe Valley,Susan,Noe Valley,37.748979999999996,-122.43125,2.0,1.0,,Guest suite,Entire home/apt,4,50.0,2,3,34,293,179,97.0,2019-09-30,5.71,250.0,100.0,250.0,15702.5
7340055,Sunny queen-sized bedroom w patio,Jeff,The Castro,37.76102,-122.43248999999999,1.0,1.0,,Apartment,Private room,1,0.0,3,0,10,285,8,95.0,2019-05-10,0.16,200.0,111.0,300.0,352.0
7341076,The Bloomsbury Room,Annria,Excelsior,37.72683,-122.42962,1.0,1.0,,House,Private room,2,0.0,2,23,83,358,92,93.0,2019-10-01,1.81,90.0,20.0,250.0,1791.9
7342996,Mission/Noe Valley Painted Lady/Katz House Rm 1of3,Jack & Christina,Noe Valley,37.75123,-122.42367,1.0,1.0,,House,Private room,1,40.0,4,13,67,342,46,100.0,2019-09-28,0.93,210.0,0.0,500.0,2148.3
7343245,Elegant Victorian Italianate House in Pacific Heights,Susan,Western Addition/NOPA,37.78689,-122.43888999999999,4.0,2.0,,Townhouse,Entire home/apt,1,0.0,3,23,51,213,91,97.0,2019-09-17,1.78,900.0,200.0,500.0,17622.0
7344289,The Garden oasis by Golden Gate Park,Rita & Nathan,Richmond District,37.78118,-122.46633,2.0,1.0,,Apartment,Entire home/apt,6,35.0,1,0,0,0,204,96.0,2019-09-06,3.98,400.0,85.0,250.0,17512.0
7345170,Mission/Noe Valley Painted Lady/Katz House Rm 2of3,Jack & Christina,Noe Valley,37.75035,-122.42458,1.0,1.0,,House,Private room,1,40.0,4,16,72,347,41,100.0,2019-10-11,0.83,210.0,0.0,500.0,1917.2999999999997
7345468,"Brand New, Modern In-Law Unit in SF",Katie,Glen Park,37.7331,-122.43261000000001,0.0,1.0,,Guest suite,Entire home/apt,2,25.0,3,0,1,1,24,98.0,2019-08-23,0.59,220.0,50.0,500.0,1427.8
7348398,Unique Castro Neighborhood Rental,Michael,The Castro,37.75698,-122.43951000000001,1.0,1.0,,House,Private room,2,20.0,2,9,47,299,264,99.0,2019-10-06,5.16,125.0,40.0,0.0,7095.000000000001
7360699,Charming Home with Stunning Views,Jeanette,Potrero Hill,37.75843,-122.40111999999999,2.0,1.0,,House,Entire home/apt,3,15.0,30,13,73,93,86,95.0,2019-08-10,1.8,140.0,90.0,300.0,2772.0
7386838,LUXURY HUGE LOFT HOME W/VIEWS POTRO/DOGPTCH,Grace,Potrero Hill,37.75915,-122.39549,3.0,2.5,,Loft,Entire home/apt,3,50.0,2,12,17,57,56,96.0,2019-10-04,1.09,750.0,250.0,2500.0,8992.5
7389541,Ocean Beach & Golden Gate Park,Michelle,Outer Sunset,37.759440000000005,-122.50335,1.0,1.0,,House,Entire home/apt,2,25.0,2,13,49,319,133,97.0,2019-10-06,2.61,250.0,50.0,250.0,7177.499999999999
7393518,"Bright Modern Studio near Flower Mart, SoMa",Diego,SoMa,37.77512,-122.40243999999998,0.0,1.0,,Guest suite,Entire home/apt,2,20.0,2,18,58,58,14,87.0,2019-09-19,0.27,199.0,100.0,300.0,591.0300000000001
7404181,Gorgeous 3BR steps to Dolores Park,Sakina & Naveen,Mission District,37.76021,-122.4255,3.0,2.0,,Condominium,Entire home/apt,1,0.0,30,30,90,365,61,96.0,2019-04-30,1.18,475.0,130.0,500.0,6165.499999999999
7459197,Stylish Ashbury Heights Home with Stunning Views,Dana,Haight-Ashbury,37.76484,-122.44526,3.0,2.5,,House,Entire home/apt,6,100.0,2,0,0,10,11,100.0,2019-10-06,1.94,565.0,90.0,0.0,12057.1
7459988,★ Downtown Condo ★ City and Bay Views,Good Life Resorts,South Beach,37.78836,-122.39058999999999,2.0,1.0,,Condominium,Entire home/apt,4,0.0,30,0,35,215,8,100.0,2019-09-07,0.25,193.0,250.0,960.0,530.75
7478631,Most Cheerful in Cole Valley for Long Term Stays,Hadar,Cole Valley,37.76211,-122.45201999999999,0.0,1.0,,Guest suite,Entire home/apt,2,10.0,30,0,21,296,326,96.0,2019-07-01,6.51,95.0,140.0,400.0,6802.95
7483031,"Cozy 2BR Apt w/Parking-Excelsior, S.F.",Jean And Alfredo,Excelsior,37.722570000000005,-122.43297,2.0,1.0,,House,Entire home/apt,2,10.0,3,6,26,232,195,98.0,2019-10-11,3.85,148.0,100.0,200.0,6267.8
7493861,Great San Francisco Victorian,Angela,Pacific Heights,37.79425,-122.42816,1.0,1.0,,Apartment,Entire home/apt,1,0.0,30,13,20,295,9,96.0,2019-08-10,0.48,232.0,250.0,0.0,1224.9599999999998
7514742,Beautiful Charming Garden Hideaway,John,Bayview,37.73192,-122.38821000000002,1.0,1.0,,Guest suite,Private room,2,18.0,2,0,29,304,223,98.0,2019-09-28,4.4,114.0,50.0,125.0,5517.6
7547105,"SF Garden Studio ""A"" w/ensuite bathroom",Diana,Marina,37.80166,-122.44621000000001,1.0,1.0,,Condominium,Entire home/apt,1,0.0,3,3,46,126,166,97.0,2019-10-03,3.26,128.0,15.0,0.0,4590.08
7548762,The Bartlett QUEEN,The Bartlett,Downtown,37.78541,-122.40846,1.0,1.0,,Apartment,Private room,1,0.0,1,0,0,0,88,89.0,2019-09-19,1.79,110.0,25.0,0.0,2165.9
7549488,HUGE Comfy Condo w/ Stunning Views,Aliah,Potrero Hill,37.76024,-122.39899,4.0,2.5,,Condominium,Entire home/apt,1,0.0,2,0,4,4,40,98.0,2019-10-06,1.01,475.0,199.0,1000.0,5277.25
7562249,Upscale Oasis in Classic NoPa Victorian Grand Dame,Katherine,Western Addition/NOPA,37.7765,-122.43946000000001,1.0,1.0,,Apartment,Entire home/apt,1,0.0,30,19,49,324,67,96.0,2019-09-07,1.33,185.0,200.0,500.0,2706.55
7564371,Bright 2BR Flat in Russian Hill,Miranda,Russian Hill,37.79703,-122.41861000000002,2.0,1.0,,Apartment,Entire home/apt,2,25.0,3,2,2,3,21,99.0,2019-10-10,0.42,300.0,150.0,500.0,1386.0
7596529,"Modern Oasis, Heart of the Mission",Jonathan,Mission District,37.75124,-122.41046000000001,3.0,2.0,,House,Entire home/apt,5,50.0,3,0,8,16,50,98.0,2019-10-07,1.02,625.0,125.0,500.0,7012.5
7612118,Pacific Heights Chic Grand Studio Top Floor with Balcony,Springer,Pacific Heights,37.788940000000004,-122.44555,1.0,1.0,,House,Entire home/apt,2,65.0,3,5,37,280,59,99.0,2019-10-06,3.46,262.0,150.0,1000.0,9971.720000000001
7618833,"San Francisco Top Flat With Views, Garage",Monique,The Castro,37.76106,-122.44478000000001,2.0,1.0,,Apartment,Entire home/apt,3,40.0,30,0,0,108,9,100.0,2019-05-28,0.18,160.0,120.0,0.0,316.8
7665362,Stunning loft! Walk everywhere! ❤️,Jesse,SoMa,37.77682,-122.41465,2.0,2.5,,Loft,Entire home/apt,5,50.0,2,0,0,0,21,99.0,2019-09-02,0.47,700.0,75.0,200.0,3619.0
7680348,Private Room in Sunny Flat.,Alexis,Duboce Triangle,37.7671,-122.4325,1.0,1.0,,Apartment,Private room,1,0.0,2,11,61,61,41,100.0,2019-09-27,0.83,199.0,100.0,500.0,1816.87
7681228,Financial district walk everywhere!,Jacob,Financial District,37.79565,-122.3994,0.0,1.0,,Apartment,Entire home/apt,1,0.0,31,30,90,365,10,96.0,2019-10-05,0.22,150.0,150.0,200.0,363.0
7689528,Gorgeous Marina Condo Steps to Golden Gate Views!,Cindi,Marina,37.80185,-122.44081000000001,1.0,1.0,,Condominium,Private room,1,30.0,2,8,60,150,59,99.0,2019-10-07,1.18,188.0,80.0,250.0,2440.24
7695697,"Private entrance, bed, bath, 1 block to UCSF MB",Suraj,Dogpatch,37.76262,-122.38982,1.0,1.0,,Loft,Private room,1,25.0,30,10,10,99,11,100.0,2019-08-10,0.34,65.0,150.0,0.0,243.10000000000002
7697503,Wonderful Kingsize bed. 2 minutes to transport,Dayne,Parkside,37.74365,-122.47641999999999,1.0,2.0,,House,Private room,1,0.0,1,10,36,36,107,99.0,2019-09-26,2.11,80.0,30.0,0.0,1856.7999999999997
7699276,1 or 2 PRIVATE ROOMS & BATH IN HUGE FLAT,Matthew,The Castro,37.7617,-122.43923000000001,2.0,1.0,,Apartment,Private room,1,55.0,2,15,53,53,7,100.0,2019-10-04,0.53,175.0,75.0,200.0,1020.25
7701360,"Modern, Luxury San Francisco Escape",Jess,Glen Park,37.73529,-122.44081000000001,3.0,3.5,,House,Entire home/apt,6,50.0,3,0,6,6,35,100.0,2019-08-12,0.72,995.0,250.0,1500.0,7880.4
7715542,Cozy Studio Guest Suite,Michael,Russian Hill,37.80353,-122.4223,1.0,1.0,,Guest suite,Private room,2,15.0,1,4,28,175,311,94.0,2019-10-12,6.24,170.0,60.0,0.0,11668.8
7718075,"Big, sunny room in 5-bd Lower Haight Victorian",Christa,Lower Haight,37.77202,-122.43203999999999,1.0,2.0,,Apartment,Private room,1,25.0,2,0,0,0,9,98.0,2019-07-15,0.18,110.0,30.0,1000.0,217.8
7729217,Modern (Two Beds & Private Bath),Glenn,Twin Peaks,37.75737,-122.44295,1.0,1.0,,Condominium,Private room,3,0.0,1,1,9,9,220,98.0,2019-10-10,4.32,170.0,40.0,0.0,8078.400000000001
7764531,Clean and Central Classic in Duboce (2BR + Office),Jinsoo,Duboce Triangle,37.76879,-122.43158000000001,2.0,1.0,,Apartment,Entire home/apt,2,40.0,2,10,16,148,20,100.0,2019-09-15,0.5,397.0,110.0,0.0,2183.5
7785897,Sunnyside Bayview Heights Suite,Karla,Bayview,37.722409999999996,-122.39828999999999,1.0,1.0,,Guest suite,Entire home/apt,2,15.0,1,12,61,61,48,93.0,2019-09-22,5.02,95.0,50.0,300.0,5245.9
7788844,Beautifully remodeled 3 bedrooms in SF!,Gil,Bayview,37.731320000000004,-122.39138,3.0,2.0,,Apartment,Entire home/apt,4,22.0,2,3,28,105,243,93.0,2019-10-02,4.91,228.0,80.0,300.0,12314.28
7805578,Chic House & Garden in the Mission,Windy,Mission District,37.75674,-122.41108999999999,1.0,1.0,,House,Entire home/apt,1,0.0,5,0,0,0,7,100.0,2019-07-12,0.14,299.0,0.0,200.0,460.46000000000004
7808104,"Quiet Mission 2br flat, close to nightlife & BART",Nat,Mission District,37.76191,-122.42345,2.0,1.0,,Condominium,Entire home/apt,1,0.0,3,0,0,4,27,99.0,2019-09-09,0.83,220.0,100.0,0.0,2008.5999999999997
7823272,Spacious studio near Ocean Beach,Fiona,Richmond District,37.77615,-122.50717,1.0,1.0,,Apartment,Entire home/apt,4,10.0,2,0,0,0,130,96.0,2019-09-29,2.56,145.0,30.0,0.0,4083.2
7825894,Studio with beautiful garden,Holly,Russian Hill,37.7977,-122.42116999999999,0.0,1.0,,Apartment,Entire home/apt,2,0.0,30,0,43,43,92,96.0,2019-06-15,1.81,80.0,60.0,0.0,1592.8
7840831,jackson terrace,Sarah,Pacific Heights,37.79363,-122.44169,2.0,1.0,,Condominium,Entire home/apt,1,0.0,3,29,49,324,88,95.0,2019-09-28,1.78,550.0,100.0,600.0,10769.000000000002
7841744,"Elegant condo near parks, museums",Suzanne,Richmond District,37.78295,-122.47385,1.0,2.0,,Condominium,Entire home/apt,2,110.0,3,10,51,322,108,95.0,2019-09-30,2.18,265.0,100.0,500.0,6354.7
7854509,1887 Victorian with Two bedrooms for you to Enjoy,Penny,Bernal Heights,37.742779999999996,-122.4196,2.0,1.0,,Apartment,Entire home/apt,3,50.0,3,0,16,16,30,95.0,2019-09-21,0.61,175.0,110.0,500.0,1174.25
7856443,The Real San Francisco #2,Todd And Tatyana,Richmond District,37.78228,-122.49278000000001,3.0,2.5,,Apartment,Entire home/apt,1,0.0,3,0,0,0,72,99.0,2019-08-12,1.73,400.0,150.0,0.0,7612.0
7870535,Luxury Flat in Marina District,Candice,Marina,37.80225,-122.44211999999999,2.0,1.0,,Apartment,Entire home/apt,1,0.0,30,12,72,72,18,94.0,2019-09-04,0.36,210.0,150.0,0.0,831.6
7873804,Private Room in Mission District,Joanne,Mission District,37.76721,-122.41712,1.0,1.5,,Apartment,Private room,4,50.0,4,5,25,274,48,94.0,2019-09-23,0.97,400.0,0.0,0.0,4268.0
7884875,"2Bed/2Bath Market St Retreat, Castro w/ City Views",Jason,Twin Peaks,37.75777,-122.44346000000002,2.0,2.0,,House,Entire home/apt,4,100.0,5,0,22,146,35,98.0,2019-08-09,0.76,370.0,150.0,1000.0,3093.2
7886634,Blissful Studio in Heart of Castro,Becca,The Castro,37.7593,-122.43895,0.0,1.0,,Apartment,Entire home/apt,1,0.0,3,3,39,129,126,94.0,2019-09-30,3.06,125.0,0.0,150.0,4207.500000000001
7896925,Charming Condo with Garden Patio,Elaina,Mission District,37.75667,-122.41053000000001,1.0,1.0,,House,Entire home/apt,1,0.0,4,0,0,0,11,96.0,2019-07-03,0.22,400.0,100.0,300.0,968.0
7902505,Your Private Space in Potrero Hill,Sarah,Potrero Hill,37.755309999999994,-122.39975,0.0,1.0,,Guest suite,Entire home/apt,1,0.0,3,10,58,148,122,95.0,2019-09-28,2.49,150.0,110.0,100.0,4108.5
7902889,Couch in sunny Soma Loft,Michael,SoMa,37.785940000000004,-122.39408999999999,1.0,1.0,,Loft,Shared room,1,0.0,30,3,63,338,149,96.0,2019-09-30,3.0,90.0,10.0,0.0,2970.0
7922690,Spacious Room in Luxury Home,Emanuel,Visitacion Valley,37.71143,-122.40057,1.0,1.0,,House,Private room,2,35.0,2,10,66,153,252,97.0,2019-10-05,5.02,100.0,20.0,0.0,5522.0
7923146,Sunny 2b/1b with great Bay views!!!,Virginia,Telegraph Hill,37.803340000000006,-122.40801,2.0,1.0,,Apartment,Entire home/apt,3,0.0,2,6,36,120,79,98.0,2019-09-30,1.6,390.0,100.0,500.0,6864.000000000001
7930461,Modern suite with private entrance & bathroom,Justine,Inner Sunset,37.741170000000004,-122.4635,1.0,1.0,,Guest suite,Private room,1,0.0,2,5,30,30,190,96.0,2019-09-28,3.77,109.0,50.0,0.0,4520.23
7930685,Elle Decor Featured Row House,Kurt & Abby,Nob Hill,37.79466,-122.41152,2.0,1.0,,Townhouse,Entire home/apt,1,0.0,2,2,12,12,38,96.0,2019-08-23,0.86,250.0,125.0,0.0,2364.9999999999995
7933407,2 BR Upper Level Flat in the Mission!,Avram,Potrero Hill,37.76462,-122.40675,2.0,1.0,,House,Entire home/apt,1,0.0,2,0,0,0,79,96.0,2019-07-25,1.6,225.0,90.0,250.0,3960.0000000000005
7933558,UPSCALE MODERN PRIVATE ROOM IN PENTHOUSE MID,Solomon,Western Addition/NOPA,37.78443,-122.44355,1.0,1.0,,Apartment,Private room,1,19.0,30,0,29,50,107,97.0,2019-08-25,2.14,49.0,125.0,2000.0,1153.46
7933807,Like New 2 BR/2 private Bath/Free parking/Netflix,Paul,Outer Sunset,37.74758,-122.4907,2.0,2.0,,House,Private room,4,35.0,2,1,40,309,115,97.0,2019-10-03,2.49,200.0,99.0,300.0,5478.0
7939511,Spacious guestroom w/ en suite,Jaime,Bernal Heights,37.74576,-122.41543,1.0,1.0,,House,Private room,2,10.0,2,0,35,286,121,98.0,2019-09-20,2.41,95.0,70.0,0.0,2518.4500000000003
7949624,SAN FRANCISCO PARADISE W/EASY  FREE PARKING,Rania,Potrero Hill,37.75526,-122.39827,1.0,1.0,,House,Private room,2,99.0,1,24,81,171,298,95.0,2019-09-29,5.96,127.0,49.0,499.0,8326.12
7949668,"WELCOME TO YOUR HOME AWAY FROM HOME,FREE PARKING",Rania,Potrero Hill,37.75512,-122.40041000000001,1.0,1.0,,House,Private room,2,99.0,1,29,86,361,269,96.0,2019-09-29,5.39,132.0,49.0,499.0,7826.28
7963103,SF Hotel Studio: Union Square (7),Jennifer,Downtown,37.78837,-122.41091000000002,0.0,1.0,,Condominium,Entire home/apt,1,0.0,1,27,83,358,14,97.0,2019-05-13,0.28,269.0,69.0,0.0,828.52
7968598,Bright and Sunny Top Floor Flat,Alexis,Duboce Triangle,37.76684,-122.43435,1.0,1.0,,Apartment,Entire home/apt,1,0.0,3,4,12,12,8,97.0,2019-08-02,0.16,220.0,150.0,500.0,387.2
7968749,Penthouse for Business (Dreamforce) or Pleasure,David,Telegraph Hill,37.80332,-122.40782,2.0,1.5,,Apartment,Entire home/apt,2,40.0,2,23,72,98,48,100.0,2019-09-30,1.67,640.0,75.0,0.0,11756.8
7972067,Beautiful Backyard w-BBQ ⭐️ W/D ⭐️ Parking ⭐️ HBO,Kim + Rob,Richmond District,37.780559999999994,-122.44743999999999,1.0,1.0,,Apartment,Entire home/apt,2,25.0,2,8,48,313,158,95.0,2019-10-02,3.16,155.0,95.0,500.0,5387.800000000001
7973781,"Classic San Francisco Victorian, contact 4 shorter",Carl,Bernal Heights,37.7459,-122.42015,2.0,1.0,,House,Entire home/apt,2,20.0,30,5,65,155,59,95.0,2019-08-10,1.2,255.0,125.0,500.0,3366.0
7975011,Penthouse Master w/ private bath,Solomon,Western Addition/NOPA,37.78457,-122.44501000000001,1.0,1.0,,Apartment,Private room,2,19.0,30,10,70,345,1,100.0,2019-06-30,0.28,69.0,129.0,2000.0,212.52
7982082,"Gorgeous Home, Spectacular Views, Street Parking",Christina,Diamond Heights,37.746970000000005,-122.43817,2.0,1.0,,House,Entire home/apt,4,200.0,3,13,62,331,46,98.0,2019-10-08,0.93,450.0,140.0,500.0,4603.5
7989636,Top floor - Private bath & free parking,Lindy,Nob Hill,37.796170000000004,-122.41236,1.0,1.0,,Condominium,Private room,2,20.0,3,6,22,24,313,98.0,2019-10-07,6.21,140.0,55.0,1000.0,9563.4
7998215,Relax in a Historic House Located in the Heart of the Mission District,Stephanie & Tom,Mission District,37.75054,-122.41656,1.0,1.0,,House,Private room,2,35.0,1,10,16,16,117,100.0,2019-10-01,2.32,173.0,80.0,0.0,4414.96
8005452,Noe Valley 2 BR top floor Victorian,Eugene,Noe Valley,37.75114,-122.43233000000001,2.0,1.5,,Apartment,Entire home/apt,2,10.0,30,30,90,365,48,97.0,2019-09-29,0.97,165.0,175.0,1000.0,1760.55
8030646,Quiet Private Suite with Backyard in Modern Mission Home,Graham,Mission District,37.75032,-122.41668,1.0,2.0,,House,Private room,1,0.0,1,6,40,303,255,98.0,2019-09-30,5.17,99.0,70.0,500.0,5630.13
8035001,Charming Victorian w sunny yard,Amy,Noe Valley,37.743629999999996,-122.42478999999999,1.0,1.0,,House,Entire home/apt,1,0.0,1,0,0,0,4,100.0,2019-09-29,0.08,150.0,50.0,200.0,132.0
8041262,Super Castro location w/ stunning City views!,Eric,The Castro,37.75927,-122.43158000000001,4.0,2.0,,Condominium,Entire home/apt,1,0.0,3,0,3,8,10,100.0,2019-06-29,0.24,495.0,150.0,150.0,1306.8
8048653,Master Room in Luxury Apartment,Emanuel,Visitacion Valley,37.712990000000005,-122.40016999999999,1.0,1.0,,House,Private room,2,25.0,2,9,49,137,174,97.0,2019-09-29,3.48,120.0,20.0,0.0,4593.6
8049455,STUDIO POTRERO,Colleen,Potrero Hill,37.75909,-122.40056000000001,1.0,1.0,,Apartment,Entire home/apt,1,25.0,7,9,26,26,127,97.0,2019-09-29,2.55,175.0,100.0,300.0,4908.749999999999
8053481,"Spacious, sunny, 3 bdrm/3 bath home nr Valencia St",David & Barbara,Mission District,37.75417,-122.42153,3.0,3.0,,Condominium,Entire home/apt,2,25.0,2,0,0,0,38,98.0,2019-08-05,0.77,250.0,125.0,500.0,2117.5
8053887,Large Home w Garden nr Cole Vly/Castro- Easy Park,Louise,Twin Peaks,37.75967,-122.44688000000001,1.0,1.0,,Apartment,Entire home/apt,2,20.0,30,25,85,85,178,98.0,2019-08-06,3.57,185.0,120.0,200.0,7264.949999999999
8055632,Guest Room in Renovated Apartment,Emanuel,Visitacion Valley,37.71297,-122.40053,1.0,1.0,,Guest suite,Private room,3,25.0,2,9,38,126,186,96.0,2019-09-28,3.71,120.0,20.0,0.0,4897.200000000001
8068539,Modern 3Bd Edwardian Renovated Flat,Shelley,Mission District,37.7597,-122.42317,3.0,2.0,,Apartment,Entire home/apt,1,0.0,30,30,90,365,7,90.0,2019-08-17,0.14,199.0,395.0,1000.0,306.46
8082364,Upgraded 2BR nestled in Back Garden,Leo & Veronika,Telegraph Hill,37.79878,-122.40585,2.0,1.0,,Apartment,Entire home/apt,4,15.0,30,0,50,325,59,98.0,2019-10-05,1.19,170.0,100.0,1000.0,2225.3
8101297,Marina District One Bedroom,Anthony,Marina,37.80194,-122.44017,1.0,1.5,,Apartment,Private room,1,0.0,2,8,51,51,291,96.0,2019-10-09,5.88,149.0,10.0,0.0,9637.32
8101619,"Private, Garage, Deck, sleeps 6",Meghna,Noe Valley,37.74552,-122.43498999999998,3.0,2.0,,House,Entire home/apt,2,25.0,1,0,15,15,38,94.0,2019-08-11,0.77,250.0,200.0,1000.0,2117.5
8102262,Queen Bedroom w/ Best of Everything,Hal,Bayview,37.7302,-122.39827,1.0,1.0,,House,Private room,1,10.0,30,0,0,0,125,97.0,2019-10-04,2.49,56.0,25.0,0.0,1533.8400000000001
8105974,"Sunny&Quiet 2BDR loft, Top location",Lisa&Simone,Mission District,37.75842,-122.41196000000001,2.0,2.0,,Apartment,Entire home/apt,2,0.0,3,0,0,0,39,99.0,2019-08-29,0.78,358.0,130.0,1000.0,3071.64
8117667,Perfect Location! Private bathroom too!,Roberta,Inner Sunset,37.76421,-122.46433,1.0,1.0,,House,Private room,1,0.0,3,5,28,67,95,98.0,2019-10-08,1.91,139.0,40.0,0.0,2920.39
8151839,A quiet room w/ Queen bed in a Beautiful House -4,Nisha,Western Addition/NOPA,37.780809999999995,-122.43886,1.0,1.5,,House,Private room,1,10.0,30,12,72,92,1,100.0,2019-05-25,0.21,70.0,50.0,500.0,161.70000000000002
8151934,A room with 2 Twin beds in a beautiful house -3,Nisha,Western Addition/NOPA,37.78291,-122.44008000000001,1.0,1.5,,House,Private room,2,10.0,30,12,72,72,2,100.0,2019-07-27,0.42,75.0,50.0,500.0,346.5
8152867,Private room/bathroom w/parking,Carol,Richmond District,37.77745,-122.47989,1.0,1.0,,House,Private room,1,0.0,2,10,21,111,97,93.0,2019-08-23,2.18,99.0,75.0,0.0,2374.02
8155106,Ashbury Heights Elegant Flat,James,Haight-Ashbury,37.767309999999995,-122.4458,1.0,1.0,,Condominium,Private room,1,60.0,1,24,84,359,127,99.0,2019-10-07,2.54,175.0,40.0,0.0,4889.5
8155586,Big House with Beautiful City View / Parking,Kevin (Or Jose),Portola,37.72213,-122.40632,4.0,3.0,,House,Private room,6,15.0,3,10,40,52,99,98.0,2019-09-30,2.02,410.0,249.0,900.0,9110.199999999999
8167459,PRIVATE ENTRY - Garden Studio - Near Ocean Beach,Michelle,Richmond District,37.77812,-122.50262,1.0,1.0,,House,Private room,1,0.0,2,10,35,145,299,98.0,2019-10-07,6.04,133.0,30.0,400.0,8836.52
8172628,Quiet & Cozy Victorian-Alamo Square,Susan,Western Addition/NOPA,37.77856,-122.43633,1.0,1.5,,Apartment,Private room,1,15.0,3,0,0,0,52,98.0,2019-06-01,1.04,140.0,35.0,0.0,1601.6000000000001
8187584,"Private Entrance, Bath & Kitchenette",Edward,Noe Valley,37.74844,-122.4282,1.0,1.0,,Guest suite,Entire home/apt,1,20.0,1,16,64,244,361,96.0,2019-10-12,7.23,146.0,45.0,0.0,11611.380000000001
8192881,Delmar Street guest suite w/ panoramic city views,Meryl,Haight-Ashbury,37.769220000000004,-122.44698000000001,1.0,1.0,,Guest suite,Entire home/apt,1,0.0,2,8,28,28,251,96.0,2019-10-05,5.07,150.0,75.0,0.0,8365.5
8195090,Charming studio w kitchen and bath,Abby,Noe Valley,37.75377,-122.44197,0.0,1.0,,Other,Entire home/apt,1,0.0,2,11,46,132,257,98.0,2019-10-12,5.71,135.0,25.0,0.0,8479.35
8195144,Entire studio with private bath ÷ free street park,Elena,Twin Peaks,37.75135,-122.45383000000001,1.0,1.0,,House,Private room,2,50.0,2,13,69,344,206,93.0,2019-10-13,4.14,135.0,60.0,0.0,6147.9
8202578,SF Hotel Studio: Union Square (3),Jennifer,Downtown,37.78835,-122.4112,0.0,1.0,,Condominium,Entire home/apt,1,0.0,1,30,86,357,21,100.0,2019-09-17,0.43,249.0,69.0,0.0,1177.77
8207665,SF home-walk to Golden Gate Park. Free parking!,Carol,Richmond District,37.77785,-122.48011000000001,2.0,1.0,,House,Private room,4,50.0,2,0,0,0,131,94.0,2019-09-30,2.77,204.0,120.0,300.0,6215.88
8208052,Five Star Luxury Condo Civic Center/Hayes Valley,Linda,Western Addition/NOPA,37.783970000000004,-122.42253999999998,1.0,1.0,,Condominium,Entire home/apt,2,10.0,60,0,56,331,8,100.0,2019-07-18,0.16,129.0,250.0,500.0,227.04
8209055,Sunset Views from a Charming & Classic San Francisco Home,Chloe,Western Addition/NOPA,37.78835,-122.42833,0.0,1.0,,Apartment,Entire home/apt,1,20.0,3,0,0,0,53,97.0,2019-07-31,1.24,150.0,120.0,500.0,2046.0
