,Unnamed: 0,Address,City,Zip,Beds,Baths,Home size,Lot size,Year built,Garage,Price,Longitude,Latitude,Price per sqft,Price per lot sqft
3958,2229,3133 Withers Ave,Lafayette,94549,4,3.0,2500,0.46,1972,2,1398000,-122.0924764,37.93182168,559.2,69.76883459096896
3959,4209,1565 Queensland Ave,Manteca,95337,5,3.0,3200,0.174,2003,2,528000,-121.2063204,37.77898302,165.0,69.66213862765588
3960,2544,5904 Cardinet Dr,Clayton,94517,3,2.0,1954,0.29,1964,2,879900,-121.9412934,37.94727092,450.3070624360287,69.65422247553909
3961,3674,2238 Vintage Lane,Livermore,94550,5,4.5,4137,0.57,1994,4,1729000,-121.7615135,37.66283919,417.93570219966165,69.63575145393328
3962,4552,4827 Rivervale Dr,Soquel,95073,2,2.0,1488,0.297,1937,1,899999,-121.9517921,37.01677386,604.8380376344087,69.56610797290321
3963,40,1025 Matt Dr,Napa,94558,3,2.0,1951,0.211,1972,2,639000,-122.3114316,38.30119156,327.5243464889801,69.52332458579764
3964,3330,1025 Matt Dr,Napa,94558,3,2.0,1951,0.211,1972,2,639000,-122.3114316,38.30119156,327.5243464889801,69.52332458579764
3965,3816,1025 Matt Dr,Napa,94558,3,2.0,1951,0.211,1972,2,639000,-122.3114316,38.30119156,327.5243464889801,69.52332458579764
3966,3918,1025 Matt Dr,Napa,94558,3,2.0,1951,0.211,1972,2,639000,-122.3114316,38.30119156,327.5243464889801,69.52332458579764
3967,4059,1025 Matt Dr,Napa,94558,3,2.0,1951,0.211,1972,2,639000,-122.3114316,38.30119156,327.5243464889801,69.52332458579764
3968,3801,51 Carroll St,Vallejo,94590,3,2.0,1808,0.145,1936,1,439000,-122.2414412,38.11083443,242.80973451327438,69.5038155853203
3969,3982,51 Carroll St,Vallejo,94590,3,2.0,1808,0.145,1936,1,439000,-122.2414412,38.11083443,242.80973451327438,69.5038155853203
3970,4346,671 Kelcie Dr,Ripon,95366,5,3.0,4112,0.23,2004,2,695000,-121.15000890000002,37.73375399,169.01750972762645,69.36958517986186
3971,602,2117 Valente Cir,Martinez,94553,3,2.5,2024,0.232,1979,2,699900,-122.124846,38.011771,345.80039525691706,69.25643583167093
3972,1916,2117 Valente Cir,Martinez,94553,3,2.5,2024,0.232,1979,2,699900,-122.124846,38.011771,345.80039525691706,69.25643583167093
3973,4013,2117 Valente Cir,Martinez,94553,3,2.5,2024,0.232,1979,2,699900,-122.124846,38.011771,345.80039525691706,69.25643583167093
3974,2183,40 Glenhill Ct,Danville,94526,4,3.5,3186,0.51,1989,3,1538000,0.0,0.0,482.736974262398,69.23063072795692
3975,2219,861 Solana Drive,Lafayette,94549,3,2.0,2063,0.52,1947,3,1565000,-122.1165618,37.88378387,758.6039747939892,69.09126227308046
3976,2057,146 Norman Ave,Concord,94520,2,1.0,795,0.153,1918,0,460000,0.0,0.0,578.6163522012579,69.02056812930253
3977,429,126 Canada Vis,La Honda,94020,3,2.5,3080,0.474,1994,2,1425000,0.0,0.0,462.66233766233773,69.01581987888088
3978,2302,4240 Jana Vista Rd,El Sobrante,94803,3,2.0,1064,0.17800000000000002,1954,2,535000,-122.3056344,37.96396166,502.81954887218046,68.99949443361086
3979,2518,22 Amber Pl,Alamo,94507,4,3.0,2906,0.5,1980,3,1499000,-122.0385701,37.85899546,515.8293186510666,68.82460973370064
3980,2584,475 Alhambra Street,Crockett,94525,4,3.0,2040,0.25,1989,2,749000,0.0,0.0,367.156862745098,68.77869605142332
3981,1840,3504 Clayburn Rd,Antioch,94509,3,2.0,1224,0.149,1959,2,445900,-121.8088232,37.98566566,364.297385620915,68.70104338072612
3982,1404,476 Fleming Ave,San Jose,95127,2,1.0,924,0.254,1949,1,759500,-121.8090626,37.37045234,821.969696969697,68.64457025516438
3983,46,228 Camino Sobrante,Orinda,94563,3,2.0,1929,0.5,1954,1,1495000,-122.1832024,37.89323887,775.0129600829447,68.64095500459136
3984,2445,228 Camino Sobrante,Orinda,94563,3,2.0,1929,0.5,1954,1,1495000,-122.1832024,37.89323887,775.0129600829447,68.64095500459136
3985,1819,1216 Chelsea Ct,Antioch,94509,4,2.5,2332,0.184,1977,2,549950,-121.7884172,37.99207002,235.82761578044602,68.61475426198746
3986,2393,1389 Cornwall Court,Walnut Creek,94597,3,2.0,1990,0.4,1969,2,1194999,-122.0842879,37.91764229,600.5020100502512,68.58350550964187
3987,2648,1389 Cornwall Court,Walnut Creek,94597,3,2.0,1990,0.4,1969,2,1194999,-122.0842879,37.91764229,600.5020100502512,68.58350550964187
3988,2479,309 Sequoia Terrace,Walnut Creek,94595,5,3.0,3354,0.57,1999,3,1699888,0.0,0.0,506.8240906380442,68.46326099914617
3989,2517,22 Amber Pl,Alamo,94507,4,3.0,2906,0.503,1980,3,1499000,-122.0385701,37.85899546,515.8293186510666,68.41412498379786
3990,3966,451 O'farrell Dr,Benicia,94510,4,2.0,1735,0.21,1977,2,624900,-122.1723017,38.07298483,360.17291066282417,68.31300013118195
3991,1984,4568 Hidden Glen Dr,Antioch,94531,4,3.5,3364,0.201,2012,3,598000,-121.7568655,37.978899,177.76456599286564,68.29945771601129
3992,588,900 Bella Vista Ave,Martinez,94553,2,1.0,827,0.14300000000000002,1949,1,425000,0.0,0.0,513.9056831922612,68.22837401349797
3993,1902,900 Bella Vista Ave,Martinez,94553,2,1.0,827,0.14300000000000002,1949,1,425000,0.0,0.0,513.9056831922612,68.22837401349797
3994,3999,900 Bella Vista Ave,Martinez,94553,2,1.0,827,0.14300000000000002,1949,1,425000,0.0,0.0,513.9056831922612,68.22837401349797
3995,3680,2476 Normandy Cir,Livermore,94550,5,4.0,3032,0.52,1997,3,1545000,-121.7630942,37.65840875,509.56464379947226,68.20830684467047
3996,2595,1744 El Nido,Diablo,94528,5,4.0,3510,0.64,1974,2,1899000,-121.9563365,37.83722570000001,541.025641025641,68.1172520661157
3997,3347,200 Calistoga Dr,Pittsburg,94565,4,2.0,1058,0.135,1956,2,399888,-121.891882,38.005798,377.9659735349716,68.00122436486072
3998,3934,200 Calistoga Dr,Pittsburg,94565,4,2.0,1058,0.135,1956,2,399888,-121.891882,38.005798,377.9659735349716,68.00122436486072
3999,4076,200 Calistoga Dr,Pittsburg,94565,4,2.0,1058,0.135,1956,2,399888,-121.891882,38.005798,377.9659735349716,68.00122436486072
4000,1198,6998 Castlerock Dr,San Jose,95120,4,3.0,2850,0.81,1968,0,2395000,-121.8611024,37.20584734,840.3508771929825,67.8785611445544
4001,3760,329 W 21st Street,Tracy,95376,3,1.0,1154,0.127,1947,1,375000,-121.4304504,37.75164443,324.9566724436742,67.7859482440728
4002,4308,329 W 21st Street,Tracy,95376,3,1.0,1154,0.127,1947,1,375000,-121.4304504,37.75164443,324.9566724436742,67.7859482440728
4003,1833,2745 Barcelona Cir,Antioch,94509,3,2.0,1302,0.161,1968,2,474900,-121.8302193,37.99825864,364.7465437788018,67.71555190527523
4004,4195,1039 Janet Ln,Manteca,95337,2,1.5,1150,0.115,1979,2,339000,-121.2328698,37.78894306,294.7826086956522,67.67277518265661
4005,3348,1039 Ventura Dr,Pittsburg,94565,3,2.0,1469,0.156,1968,2,459000,-121.87916470000002,37.99909141,312.4574540503744,67.54609027336299
4006,3936,1039 Ventura Dr,Pittsburg,94565,3,2.0,1469,0.156,1968,2,459000,-121.87916470000002,37.99909141,312.4574540503744,67.54609027336299
4007,4078,1039 Ventura Dr,Pittsburg,94565,3,2.0,1469,0.156,1968,2,459000,-121.87916470000002,37.99909141,312.4574540503744,67.54609027336299
4008,2505,2027 Danville Blvd,Alamo,94507,3,2.0,1492,0.34,1942,0,999950,-122.0295325,37.845892,670.2077747989276,67.51674499000701
4009,4254,814 W Elm St,Stockton,95203,3,1.5,1810,0.115,1933,2,338000,0.0,0.0,186.74033149171268,67.47315047710303
4010,2180,299 Via Cima Ct,Danville,94526,4,2.0,1873,0.408,1970,2,1199000,-121.97079340000002,37.84406631,640.1494927923118,67.46385422856011
4011,2264,1008 Peppermill Ct,Concord,94518,3,3.5,2883,0.34,1987,2,999000,-122.0126897,37.95646427,346.51404786680536,67.45260087506078
4012,2526,1350 Sugarloaf Drive,Alamo,94507,4,3.5,3780,0.61,1987,3,1790000,-122.0339157,37.86535802,473.54497354497363,67.36515678393475
4013,43,111 Sleepy Hollow Lane,Orinda,94563,3,2.0,1932,0.51,1953,2,1495000,-122.195499,37.90752146,773.809523809524,67.29505392606997
4014,2442,111 Sleepy Hollow Lane,Orinda,94563,3,2.0,1932,0.51,1953,2,1495000,-122.195499,37.90752146,773.809523809524,67.29505392606997
4015,2738,132 San Marino,Vallejo,94589,3,1.5,1420,0.15,1951,2,439000,0.0,0.0,309.1549295774648,67.18702173247628
4016,3973,132 San Marino,Vallejo,94589,3,1.5,1420,0.15,1951,2,439000,0.0,0.0,309.1549295774648,67.18702173247628
4017,2179,299 Via Cima Ct,Danville,94526,4,2.0,1873,0.41,1970,2,1199000,-121.97079340000002,37.84406631,640.1494927923118,67.1347622567135
4018,2416,1622 Mccarl Lane,Concord,94519,2,1.0,821,0.19,1951,1,555000,-121.9989045,37.97228824,676.0048721071863,67.05814122082063
4019,2066,1917 Sherry Cir,Oakley,94561,3,2.0,1488,0.153,1980,2,446000,-121.7308078,37.99120518,299.73118279569894,66.91994214275854
4020,4024,1917 Sherry Cir,Oakley,94561,3,2.0,1488,0.153,1980,2,446000,-121.7308078,37.99120518,299.73118279569894,66.91994214275854
4021,2049,2957 Knoll Dr,Concord,94520,3,1.0,1290,0.172,1947,1,500000,-122.0411181,37.99240738,387.59689922480624,66.73500331005617
4022,4253,1200 W Harding Way,Stockton,95203,3,2.5,2016,0.131,1922,2,380500,-121.3117577,37.9642339,188.7400793650794,66.67998513938832
4023,604,2416 Yale,Martinez,94553,3,2.0,1181,0.131,1939,0,379900,-122.1198331,38.00310161,321.6765453005927,66.57483930211204
4024,1918,2416 Yale,Martinez,94553,3,2.0,1181,0.131,1939,0,379900,-122.1198331,38.00310161,321.6765453005927,66.57483930211204
4025,4015,2416 Yale,Martinez,94553,3,2.0,1181,0.131,1939,0,379900,-122.1198331,38.00310161,321.6765453005927,66.57483930211204
4026,2308,1031 Allview Ave,El Sobrante,94803,3,1.0,983,0.16399999999999998,1949,0,475000,-122.3050217,37.98634512,483.2146490335707,66.49085085892182
4027,3360,26 Water Street,Bay Point,94565,4,2.0,1468,0.138,1952,1,399000,-121.9592583,38.02589411,271.7983651226158,66.37521459655845
4028,3798,610 Sonoma Blvd,Vallejo,94590,3,2.0,1148,0.138,2003,2,399000,-122.2423549,38.08674108,347.5609756097561,66.37521459655845
4029,3948,26 Water Street,Bay Point,94565,4,2.0,1468,0.138,1952,1,399000,-121.9592583,38.02589411,271.7983651226158,66.37521459655845
4030,3979,610 Sonoma Blvd,Vallejo,94590,3,2.0,1148,0.138,2003,2,399000,-122.2423549,38.08674108,347.5609756097561,66.37521459655845
4031,4090,26 Water Street,Bay Point,94565,4,2.0,1468,0.138,1952,1,399000,-121.9592583,38.02589411,271.7983651226158,66.37521459655845
4032,3751,1120 Hepburn Ct,Tracy,95376,4,3.0,2651,0.192,1995,3,555000,-121.44036409999998,37.71107642,209.3549603923048,66.3596189164371
4033,4299,1120 Hepburn Ct,Tracy,95376,4,3.0,2651,0.192,1995,3,555000,-121.44036409999998,37.71107642,209.3549603923048,66.3596189164371
4034,4202,1125 Cabernet Ln,Manteca,95337,5,2.5,2352,0.159,1989,2,459000,-121.2227966,37.78736711,195.15306122448982,66.27163573990332
4035,2220,1322 Martino Rd,Lafayette,94549,3,2.0,1713,0.48,1959,2,1385000,-122.106815,37.908641,808.5230589608873,66.24005203550658
4036,1212,1161 Raposa Dr,San Jose,95121,4,3.0,1799,0.26,1980,2,750000,-121.8211242,37.29960765,416.8982768204558,66.22165713074804
4037,2742,316 Appian Way,Union City,94587,4,2.0,1496,0.33,1966,2,950000,-122.003271,37.596221,635.0267379679143,66.08787600523137
4038,166,1665 Goldenstar Ct,Hollister,95023,4,2.0,2003,0.243,2019,2,699310,0.0,0.0,349.1313030454319,66.06563200278127
4039,4809,1665 Goldenstar Ct,Hollister,95023,4,2.0,2003,0.243,2019,2,699310,0.0,0.0,349.1313030454319,66.06563200278127
4040,955,120 Drysdale Dr,Los Gatos,95032,5,4.0,3350,0.973,1970,3,2798000,-121.946666,37.22977075,835.2238805970151,66.0156644460111
4041,1653,13167 Colony Ave,San Martin,95046,4,3.0,3216,0.465,2019,3,1337000,-121.611973,37.08094483,415.7338308457712,66.00708946750002
4042,2523,31 Viejo Vista,Alamo,94507,4,3.0,3512,0.61,1988,3,1750000,-122.05065659999998,37.87219338,498.29157175398626,65.8597901518915
4043,2853,2008 84th Ave,Oakland,94621,2,1.0,1102,0.122,1924,2,350000,-122.1708739,37.75761804,317.60435571687833,65.8597901518915
4044,4056,372 Markham Ave,Vacaville,95688,4,3.0,1778,0.16,1961,2,459000,-121.9838494,38.3696615,258.1552305961755,65.85743801652892
4045,2739,2618 Tuolumne St.,Vallejo,94589,4,2.5,1701,0.15,1984,2,430000,-122.2458529,38.13676548,252.79247501469726,65.80961126415671
4046,3974,2618 Tuolumne St.,Vallejo,94589,4,2.5,1701,0.15,1984,2,430000,-122.2458529,38.13676548,252.79247501469726,65.80961126415671
4047,1960,2612 Carson Way,Antioch,94531,5,3.5,3402,0.209,2000,2,599000,-121.78694240000002,37.95652215,176.07289829512055,65.79496575146858
4048,4337,1838 Old Oak Dr,Stockton,95206,4,2.0,1981,0.134,2018,2,384000,-121.253705,37.92560229,193.84149419485112,65.78676863615807
4049,1977,4559 Deerfield Dr,Antioch,94531,5,3.0,2237,0.184,1988,3,527000,-121.7668546,37.97353183,235.58337058560573,65.7513873917036
4050,2144,19 William Henry Ct,Pleasant Hill,94523,3,2.0,1566,0.33,1958,2,945000,-122.0823571,37.95494211,603.4482758620691,65.74004507888803
4051,4141,642 Stetson Dr,Oakdale,95361,4,3.5,3990,0.175,2004,2,500000,-120.8592031,37.75317269,125.31328320802004,65.59097468188378
4052,2396,2093 Essenay Ave,Walnut Creek,94597,3,2.0,1612,0.35,1957,2,999900,-122.0811913,37.92106233,620.2853598014889,65.5844155844156
4053,2651,2093 Essenay Ave,Walnut Creek,94597,3,2.0,1612,0.35,1957,2,999900,-122.0811913,37.92106233,620.2853598014889,65.5844155844156
4054,3345,40 Riverside Court,Bay Point,94565,3,2.0,1206,0.149,1970,2,425000,-121.960945,38.02962728,352.40464344941955,65.48092271094102
4055,3933,40 Riverside Court,Bay Point,94565,3,2.0,1206,0.149,1970,2,425000,-121.960945,38.02962728,352.40464344941955,65.48092271094102
4056,4075,40 Riverside Court,Bay Point,94565,3,2.0,1206,0.149,1970,2,425000,-121.960945,38.02962728,352.40464344941955,65.48092271094102
4057,2672,2526 Ritchie St,Oakland,94605,2,1.0,881,0.105,1941,1,299000,-122.171857,37.76207144,339.38706015891034,65.37233809961083
4058,2356,8231 Terrace Dr,El Cerrito,94530,5,4.0,3547,0.49,1957,2,1395000,-122.29051509999998,37.9165065,393.29010431350434,65.35672120087705
4059,4054,1075 W B St,Dixon,95620,4,3.0,2620,0.2,1966,2,569000,-121.8358643,38.44634093,217.17557251908403,65.31221303948577
4060,3418,899 Oak Manor Way,Pleasanton,94566,4,4.5,5249,0.95,2003,3,2699000,0.0,0.0,514.1931796532673,65.2215939297279
4061,3825,3909 Danbury Way,Fairfield,94533,5,3.0,3048,0.222,2005,2,630000,-122.0138151,38.29400036,206.69291338582678,65.14779242051969
4062,4106,3909 Danbury Way,Fairfield,94533,5,3.0,3048,0.222,2005,2,630000,-122.0138151,38.29400036,206.69291338582678,65.14779242051969
4063,692,913 Paradise Blvd,Hayward,94541,2,1.0,808,0.185,1942,1,524950,0.0,0.0,649.690594059406,65.1415878688606
4064,3497,913 Paradise Blvd,Hayward,94541,2,1.0,808,0.185,1942,1,524950,0.0,0.0,649.690594059406,65.1415878688606
4065,4142,136 Woods Creek Dr,Oakdale,95361,2,2.0,1240,0.11,2004,2,312000,-120.8330791,37.76970449,251.61290322580646,65.11394941147007
4066,2417,3605 Wren Ave,Concord,94519,3,2.0,1566,0.21,1937,2,595000,-122.009415,37.98076729,379.94891443167313,65.0443832262014
4067,861,28040 Elena Rd,Los Altos Hills,94022,4,2.5,3095,1.236,1984,3,3500000,-122.1519135,37.38031672,1130.8562197092085,65.00723623406766
4068,1013,17471 Blue Jay Dr,Morgan Hill,95037,4,2.5,3098,0.461,1974,2,1305000,-121.6080445,37.1548026,421.239509360878,64.98628565282085
4069,3846,183 Oak Shadow Dr,Santa Rosa,95409,2,2.0,1665,0.248,1970,2,699500,-122.58750790000002,38.43560535,420.1201201201201,64.75125151811369
4070,4331,2675 Playa Del Sol Ave,Stockton,95206,4,2.0,1814,0.11,2006,2,310000,-121.2642163,37.92509805,170.8930540242558,64.69655229985807
4071,2234,3469 S Silver Springs Rd,Lafayette,94549,5,2.0,2204,0.63,1958,2,1775000,-122.115679,37.877938,805.3539019963703,64.67998892241317
4072,838,2410 Sunflower Cir,Gilroy,95020,6,4.5,4314,0.489,1999,3,1374985,-121.6209571,37.02019595,318.7262401483542,64.55074072196214
4073,4433,2410 Sunflower Cir,Gilroy,95020,6,4.5,4314,0.489,1999,3,1374985,-121.6209571,37.02019595,318.7262401483542,64.55074072196214
4074,4761,2410 Sunflower Cir,Gilroy,95020,6,4.5,4314,0.489,1999,3,1374985,-121.6209571,37.02019595,318.7262401483542,64.55074072196214
4075,1399,276 Mahoney Dr,San Jose,95127,2,1.0,1069,0.224,1949,0,629000,-121.8144457,37.37170796,588.400374181478,64.46362980453891
4076,2221,8 Townsend Pl,Lafayette,94549,5,4.5,4289,0.96,2019,3,2695000,0.0,0.0,628.3515971088833,64.44654882154883
4077,2311,5131 La Honda Rd,El Sobrante,94803,3,2.0,1566,0.217,1963,2,609000,-122.286374,37.964123,388.88888888888886,64.42726384075357
4078,1959,4633 Menona Court,Antioch,94531,4,2.0,2171,0.196,2002,2,550000,-121.75482209999998,37.98291471,253.33947489636108,64.41970727685013
4079,1844,2511 Cambridge Dr,Antioch,94509,5,3.0,2505,0.207,2001,3,579999,-121.8450719,37.97917219,231.53652694610776,64.32340533131047
4080,4194,1567 Terracina Cir,Manteca,95336,4,3.0,2998,0.225,2001,3,630000,-121.2502328,37.82112212,210.14009339559703,64.2791551882461
4081,4201,135 Catmint St,Manteca,95337,3,2.0,2084,0.168,2012,2,469900,-121.2146955,37.77745904,225.47984644913632,64.2108312562858
4082,1946,4208 Henning Dr,Concord,94521,3,2.0,1445,0.25,1961,2,699000,-121.9876568,37.97039666,483.73702422145334,64.18732782369146
4083,591,95 Colton Ln,Martinez,94553,4,3.0,2599,0.34,1992,3,949000,-122.105111,37.98215736,365.1404386302424,64.0765948252579
4084,1905,95 Colton Ln,Martinez,94553,4,3.0,2599,0.34,1992,3,949000,-122.105111,37.98215736,365.1404386302424,64.0765948252579
4085,4002,95 Colton Ln,Martinez,94553,4,3.0,2599,0.34,1992,3,949000,-122.105111,37.98215736,365.1404386302424,64.0765948252579
4086,4671,285 Brook Dr,Boulder Creek,95006,3,2.0,1752,0.242,1936,0,675000,0.0,0.0,385.2739726027397,64.03251144047537
4087,4269,1931 E Marsh St,Stockton,95205,2,1.0,776,0.079,1920,0,220000,-121.2641327,37.95292914,283.50515463917526,63.93044367727912
4088,1021,17440 Lakeview Dr,Morgan Hill,95037,6,3.5,3902,0.476,1977,2,1325000,0.0,0.0,339.56945156330085,63.902971656982345
4089,2404,7 Santa Rita Dr,Walnut Creek,94596,4,2.5,1895,0.53,1956,2,1475000,-122.0511047,37.8901522,778.3641160949867,63.88932203683489
4090,3950,", Bay Point",Bay Point,94565,2,1.0,742,0.115,1952,1,319950,0.0,0.0,431.19946091644204,63.869924541861295
4091,4092,", Bay Point",Bay Point,94565,2,1.0,742,0.115,1952,1,319950,0.0,0.0,431.19946091644204,63.869924541861295
4092,2432,516 Lopes Ct,Pinole,94564,4,3.5,1934,0.27,1990,2,750000,-122.2970256,38.00639453,387.79731127197516,63.769003162942546
4093,1023,16695 San Benito Dr,Morgan Hill,95037,4,3.0,2244,0.36,1989,3,999900,-121.6380336,37.1243179,445.5882352941177,63.76262626262628
4094,2600,4740 Discovery Pt,Discovery Bay,94505,3,2.0,1778,0.234,1981,2,649000,-121.6061257,37.91425557,365.0168728908886,63.67089700423035
4095,4110,4740 Discovery Pt,Discovery Bay,94505,3,2.0,1778,0.234,1981,2,649000,-121.6061257,37.91425557,365.0168728908886,63.67089700423035
4096,3342,175 Manor Dr,Bay Point,94565,2,1.0,918,0.119,1947,1,330000,-121.9485531,38.02527096,359.47712418300654,63.66182836771071
4097,3350,175 Manor Dr,Bay Point,94565,2,1.0,918,0.119,1947,1,330000,-121.9485531,38.02527096,359.47712418300654,63.66182836771071
4098,3930,175 Manor Dr,Bay Point,94565,2,1.0,918,0.119,1947,1,330000,-121.9485531,38.02527096,359.47712418300654,63.66182836771071
4099,3938,175 Manor Dr,Bay Point,94565,2,1.0,918,0.119,1947,1,330000,-121.9485531,38.02527096,359.47712418300654,63.66182836771071
4100,4072,175 Manor Dr,Bay Point,94565,2,1.0,918,0.119,1947,1,330000,-121.9485531,38.02527096,359.47712418300654,63.66182836771071
4101,4080,175 Manor Dr,Bay Point,94565,2,1.0,918,0.119,1947,1,330000,-121.9485531,38.02527096,359.47712418300654,63.66182836771071
4102,2062,1139 Lovell Ct,Concord,94520,5,2.0,1651,0.227,1956,2,629000,-122.0494533,37.95206794,380.9812235009085,63.61168756042606
4103,4535,4485 Fairway Dr,Soquel,95073,4,2.5,2282,0.379,1985,2,1050000,-121.9391115,37.00100187,460.12269938650314,63.6007472179216
4104,2786,3 Sky Castle Rd,Pleasanton,94588,3,4.0,4938,1.52,1928,4,4200000,0.0,0.0,850.5467800729041,63.43337683050602
4105,2578,910 Mariposa,Rodeo,94572,3,2.0,1348,0.172,1990,2,475000,-122.2632261,38.03702909,352.37388724035605,63.39825314455336
4106,4312,6347 Welch Ave,Stockton,95210,4,2.5,1890,0.125,1990,2,345000,-121.29303590000002,38.0130295,182.53968253968253,63.360881542699715
4107,2232,3143 Gloria Terrace,Lafayette,94549,4,3.0,2892,0.5,1966,2,1375000,0.0,0.0,475.4495159059474,63.131313131313135
4108,159,1225 Quail Ridge Way,Hollister,95023,4,2.5,2977,0.28,1999,3,769900,0.0,0.0,258.6160564326504,63.123114259477894
4109,4800,1225 Quail Ridge Way,Hollister,95023,4,2.5,2977,0.28,1999,3,769900,0.0,0.0,258.6160564326504,63.123114259477894
