,Unnamed: 0,Address,City,Zip,Beds,Baths,Home size,Lot size,Year built,Garage,Price,Longitude,Latitude,Price per sqft,Price per lot sqft
399,1512,788 Opie Ct,San Jose,95133,4,3.5,1835,0.062,2015,2,1068888,0.0,0.0,582.5002724795639,395.77890340353684
400,6,2355 46th Ave,San Francisco,94116,3,2.0,1550,0.069,1939,1,1188000,-122.5047841,37.74261629,766.4516129032259,395.2569169960474
401,4695,1552 Seascape Blvd,Aptos,95003,3,3.0,2366,0.058,1986,1,998000,-121.8771503,36.9519709,421.80896027049874,395.0159906272759
402,243,3170 Ross Rd,Palo Alto,94303,4,2.5,2550,0.203,1952,2,3488000,-122.1208293,37.4316774,1367.843137254902,394.45055119036317
403,809,10684 Carver Dr,Cupertino,95014,4,3.0,2030,0.132,2012,2,2268000,-122.0029376,37.3127733,1117.2413793103447,394.4402704733283
404,79,3057 Hillegass Ave,Berkeley,94705,4,2.5,2812,0.128,1908,1,2195000,-122.2548061,37.85460539,780.5832147937411,393.6739554637282
405,3044,3057 Hillegass Ave,Berkeley,94705,4,2.5,2812,0.128,1908,1,2195000,-122.2548061,37.85460539,780.5832147937411,393.6739554637282
406,729,175 Glen Aulin Ln,Burlingame,94010,4,4.5,4083,0.233,2018,2,3995000,0.0,0.0,978.4472201812393,393.61622467357927
407,2024,623 Thyme Way,San Ramon,94582,4,4.5,3325,0.078,2019,2,1336995,0.0,0.0,402.10375939849627,393.502331002331
408,3249,623 Thyme Way,San Ramon,94582,4,4.5,3325,0.078,2019,2,1336995,0.0,0.0,402.10375939849627,393.502331002331
409,1379,1893 Park Ave,San Jose,95126,3,2.5,2127,0.093,2005,2,1588000,-121.9277655,37.33691091,746.5914433474377,391.9942336364624
410,4172,1893 Park Ave,San Jose,95126,3,2.5,2127,0.093,2005,2,1588000,-121.9277655,37.33691091,746.5914433474377,391.9942336364624
411,476,1221 Miraflores Way,Los Altos,94024,3,2.5,2717,0.217,2012,2,3700000,-122.0885752,37.36109138,1361.7960986382038,391.4300101983386
412,891,1221 Miraflores Way,Los Altos,94024,3,2.5,2717,0.217,2012,2,3700000,-122.0885752,37.36109138,1361.7960986382038,391.4300101983386
413,2340,1999 Tioga Loop,Hercules,94547,4,4.0,2440,0.044,2019,2,750094,0.0,0.0,307.41557377049185,391.3588362968528
414,4444,528 Atlantic Ave,Santa Cruz,95062,2,2.5,1322,0.264,1927,2,4500000,-122.00453190000002,36.96454694,3403.93343419062,391.3097921362384
415,3019,352 Jerome Ave,Piedmont,94610,5,2.0,2381,0.103,1928,1,1750000,-122.2381544,37.82238585,734.9853002939941,390.0434174044059
416,1313,1312 Glenwood Ave,San Jose,95125,4,3.5,2674,0.118,2015,0,1999995,-121.90214740000002,37.2973191,747.9412864622287,389.0980296026521
417,542,87 Patricia Dr,Atherton,94027,5,6.5,6535,1.152,1999,2,19500000,-122.2133208,37.46112646,2983.9326702371845,388.5923630241812
418,2162,4 Hardy Ct,Danville,94526,3,2.5,1877,0.071,2005,2,1200000,0.0,0.0,639.3180607352158,388.0029488224111
419,400,257 Monaco Dr,Redwood Shores,94065,4,3.0,2430,0.14800000000000002,1996,2,2499942,-122.2430705,37.54230599,1028.7827160493828,387.7754820936639
420,2341,2009 Shasta Lane,Hercules,94547,4,4.0,2419,0.044,2019,2,742775,0.0,0.0,307.05870194295164,387.5401744719927
421,2929,416 Singleton Ave,Alameda,94501,4,3.5,2530,0.071,2016,2,1198000,-122.2828291,37.7870848,473.5177865612648,387.35627724104035
422,2329,1997 Shasta Lane,Hercules,94547,4,4.0,2440,0.044,2019,2,742288,0.0,0.0,304.216393442623,387.2860839802988
423,471,1289 Eureka Ave,Los Altos,94024,5,4.5,3007,0.237,2019,2,3998000,-122.0780992,37.35775200000001,1329.5643498503493,387.2635057905484
424,886,1289 Eureka Ave,Los Altos,94024,5,4.5,3007,0.237,2019,2,3998000,-122.0780992,37.35775200000001,1329.5643498503493,387.2635057905484
425,1049,1357 Villa St,Mountain View,94041,2,1.0,960,0.083,1950,1,1400000,-122.0851868,37.39619732,1458.333333333333,387.2238264352175
426,1774,215 Roosevelt Ave,Sunnyvale,94086,3,2.5,1750,0.112,1989,2,1888000,-122.022452,37.3808869,1078.857142857143,386.98675062311435
427,3658,105 Misty Cir,Livermore,94550,3,2.5,1640,0.046,2016,2,774900,-121.7168058,37.700905,472.5,386.72296083363284
428,565,385 Fletcher Dr,Atherton,94027,6,8.5,9742,0.889,2018,3,14900000,-122.2245771,37.43850886,1529.4600698008624,384.7659538425465
429,1112,4256 Manuela Ct,Palo Alto,94306,7,8.5,9165,0.6559999999999999,2008,3,10988000,-122.1334325,37.3936735,1198.908892525914,384.52708907254373
430,564,49 Fairview Ave,Atherton,94027,6,8.5,11250,1.046,2009,4,17500000,0.0,0.0,1555.5555555555554,384.07717010185286
431,1378,1893 Park Ave,San Jose,95126,3,2.5,2127,0.095,2005,2,1588000,-121.9277655,37.33691091,746.5914433474377,383.7417234546421
432,4171,1893 Park Ave,San Jose,95126,3,2.5,2127,0.095,2005,2,1588000,-121.9277655,37.33691091,746.5914433474377,383.7417234546421
433,2331,2008 Tioga Loop,Hercules,94547,4,4.0,2442,0.044,2017,2,735000,0.0,0.0,300.982800982801,383.48359629351364
434,17,1487 Underwood Ave,San Francisco,94124,5,2.0,1488,0.057,1932,1,950000,-122.3897169,37.72847659,638.4408602150538,382.6140189776554
435,1543,374 Via Primavera Dr,San Jose,95111,3,3.0,1594,0.057,1986,2,950000,-121.8124716,37.27112084,595.9849435382685,382.6140189776554
436,409,339 Frankfort St,Daly City,94014,5,3.0,1990,0.069,1989,2,1150000,-122.4487571,37.7047302,577.8894472361809,382.61401897765535
437,1804,1012 Pepper Ave,Sunnyvale,94087,6,4.0,3174,0.138,1963,2,2300000,-122.0480747,37.36125325,724.6376811594204,382.61401897765535
438,1766,356 E Washington Ave,Sunnyvale,94086,3,2.0,1350,0.096,1950,1,1599000,-122.0274741,37.3751946,1184.4444444444443,382.3748852157943
439,3298,39922 Waxwing Drive,Newark,94560,4,3.0,2299,0.083,2019,2,1382161,0.0,0.0,601.200956937799,382.2897651210904
440,814,1005 November Dr,Cupertino,95014,5,3.0,2822,0.138,1962,2,2298000,-122.0472329,37.3106316,814.3160878809355,382.28131113506606
441,2206,124 Bishop Ave,Richmond,94801,3,2.5,2302,0.069,1990,2,1149000,-122.3869048,37.92236539,499.131190269331,382.28131113506606
442,2925,1343 Caroline St,Alameda,94501,2,1.0,900,0.048,1928,1,799000,-122.2682759,37.77059472,887.7777777777777,382.13575145393327
443,3582,1551 Denton Ave,Hayward,94545,4,2.5,1693,0.052000000000000005,2017,2,865000,-122.1136523,37.64658667,510.9273479031305,381.87822278731363
444,727,223 Mariposa St,Brisbane,94005,3,2.0,1275,0.057,1934,1,948000,-122.4018253,37.68355527,743.5294117647059,381.80851577980764
445,549,48 Watkins Ave,Atherton,94027,3,2.0,1842,0.15,1957,2,2488000,-122.1947117,37.4607331,1350.7057546145495,380.77747168656265
446,747,926 Baileyana Rd,Hillsborough,94010,4,3.5,5275,0.35100000000000003,1935,1,5798000,-122.376422,37.57522901,1099.1469194312797,379.2130054756317
447,4472,495 Coastview Dr,Santa Cruz,95062,4,4.0,2983,0.145,2009,2,2395000,-121.9838972,36.96198802,802.8830036875629,379.1836863937178
448,1044,492 Calderon Ave,Mountain View,94041,3,1.0,1228,0.115,1947,2,1899000,-122.0740664,37.38785462,1546.4169381107492,379.0873158462091
449,233,1010 Pizarro Ln,Foster City,94404,4,3.0,2370,0.121,1974,2,1990000,-122.2678796,37.55300936,839.6624472573841,377.5546600490252
450,2689,2775 Shaner Dr,Alameda,94502,2,2.5,1198,0.048,1990,2,788000,-122.2502634,37.73531198,657.762938230384,376.8748086929905
451,3004,1 Jewel Ct,Oakland,94611,4,3.5,3677,0.122,2008,2,1995000,0.0,0.0,542.5618710905629,375.40080386578165
452,3904,1 Jewel Ct,Oakland,94611,4,3.5,3677,0.122,2008,2,1995000,0.0,0.0,542.5618710905629,375.40080386578165
453,340,19 Willow Glen Way,San Carlos,94070,3,2.0,1410,0.107,1959,2,1749000,-122.2782307,37.49972908,1240.4255319148936,375.24780515434713
454,4468,195 Moran Way,Santa Cruz,95062,3,3.0,2418,0.14400000000000002,1998,2,2350000,-121.9750588,36.95740726,971.8775847808107,374.6428935822875
455,1276,5592 Cedar Garden Ct,San Jose,95123,3,2.5,1539,0.049,2003,2,799000,-121.8347876,37.25156836,519.1682910981157,374.3370626487508
456,576,841 Clearfield Dr,Millbrae,94030,4,4.0,3157,0.172,2007,2,2799000,-122.4097291,37.59653096,886.6012036743746,373.58254852969435
457,733,1309 California Dr,Burlingame,94010,3,2.0,1610,0.091,1940,2,1480000,-122.3666378,37.58874412,919.2546583850932,373.3640097276461
458,371,150 Elwood St,Redwood City,94062,2,2.0,1839,0.11,1928,0,1788000,-122.2411089,37.48470795,972.2675367047307,373.15301778111694
459,3114,150 Elwood St,Redwood City,94062,2,2.0,1839,0.11,1928,0,1788000,-122.2411089,37.48470795,972.2675367047307,373.15301778111694
460,76,3005 Hillegass Ave,Berkeley,94705,3,1.5,2060,0.092,1908,1,1495000,-122.2549182,37.85562833,725.7281553398059,373.04866850321406
461,3041,3005 Hillegass Ave,Berkeley,94705,3,1.5,2060,0.092,1908,1,1495000,-122.2549182,37.85562833,725.7281553398059,373.04866850321406
462,499,1002 Middle,Menlo Park,94025,3,2.5,1610,0.165,2019,1,2680000,0.0,0.0,1664.5962732919254,372.8747530400423
463,2027,1110 Rosamund Dr,San Ramon,94582,4,4.5,3653,0.12,2017,2,1949000,0.0,0.0,533.5340815767862,372.85736149372514
464,3252,1110 Rosamund Dr,San Ramon,94582,4,4.5,3653,0.12,2017,2,1949000,0.0,0.0,533.5340815767862,372.85736149372514
465,2930,1802 Sakas St,Alameda,94501,4,3.0,2213,0.077,2016,2,1250000,-122.2563845,37.7769103,564.8441030275644,372.6759925107033
466,231,729 Tender Ln,Foster City,94404,4,3.0,2710,0.151,1987,2,2450000,-122.2571225,37.54230583,904.0590405904061,372.47854827626054
467,454,655 Santiago Ave,Half Moon Bay,94019,3,3.5,2180,0.111,1973,2,1795000,0.0,0.0,823.394495412844,371.239007602644
468,472,465 San Luis Ave,Los Altos,94024,4,3.0,2302,0.185,1952,2,2988888,-122.1030229,37.3747732,1298.3874891398787,370.8941999851091
469,887,465 San Luis Ave,Los Altos,94024,4,3.0,2302,0.185,1952,2,2988888,-122.1030229,37.3747732,1298.3874891398787,370.8941999851091
470,581,526 Anita Ln,Millbrae,94030,5,5.5,2030,0.13,1949,2,2100000,-122.4060776,37.59955358,1034.4827586206898,370.841279932189
471,83,6948 Norfolk Rd,Berkeley,94705,4,3.5,2944,0.105,2007,2,1695000,0.0,0.0,575.7472826086956,370.5890069526433
472,3048,6948 Norfolk Rd,Berkeley,94705,4,3.5,2944,0.105,2007,2,1695000,0.0,0.0,575.7472826086956,370.5890069526433
473,506,471 Oconnor St,Menlo Park,94025,4,3.5,1980,0.124,2012,1,1998000,-122.1455493,37.46079675,1009.0909090909092,369.90135963743006
474,815,7905 Spanish Oak Cir,Gilroy,95020,4,2.5,2133,0.046,2010,2,739999,-121.598296,37.01148241,346.9287388654477,369.30520621232085
475,4412,7905 Spanish Oak Cir,Gilroy,95020,4,2.5,2133,0.046,2010,2,739999,-121.598296,37.01148241,346.9287388654477,369.30520621232085
476,4740,7905 Spanish Oak Cir,Gilroy,95020,4,2.5,2133,0.046,2010,2,739999,-121.598296,37.01148241,346.9287388654477,369.30520621232085
477,458,207 Washington Blvd,Half Moon Bay,94019,5,3.0,2566,0.115,1973,0,1849000,-122.4537836,37.48901537,720.576773187841,369.1060805685311
478,3012,1033 Clarendon Cres,Oakland,94610,4,3.0,2315,0.093,1930,2,1495000,-122.2281191,37.81207987,645.7883369330452,369.03739249780295
479,966,367 Los Gatos Blvd,Los Gatos,95032,5,6.5,5422,0.336,1902,2,5395000,-121.9617309,37.2382642,995.0202877167096,368.6076129257947
480,334,1524 Greenwood Ave,San Carlos,94070,2,1.0,1130,0.086,1947,2,1380000,-122.25479640000002,37.49726868,1221.2389380530976,368.37721827151006
481,2858,2068 85th Ave,Oakland,94621,2,1.0,1027,0.024,1939,1,385000,-122.169857,37.75704088,374.8782862706913,368.26599326599325
482,750,2816 Easton Dr,Burlingame,94010,6,5.0,4592,0.272,1952,2,4358888,-122.3797359,37.57742954,949.2351916376308,367.8908064603251
483,384,662 Barbour Dr,Redwood City,94062,4,3.0,2310,0.131,1970,2,2099000,-122.2559243,37.47146735,908.6580086580086,367.83518740493065
484,3127,662 Barbour Dr,Redwood City,94062,4,3.0,2310,0.131,1970,2,2099000,-122.2559243,37.47146735,908.6580086580086,367.83518740493065
485,2125,2 Plum Tree Ln,San Ramon,94583,3,2.5,1675,0.059,1999,2,945000,-121.953571,37.738347,564.179104477612,367.69855722089926
486,1189,1559 Via Campagna,San Jose,95120,4,2.5,2341,0.106,1997,2,1688000,-121.9015598,37.22196546,721.0593763348996,365.5768664344994
487,2330,2054 Lewis St,Hercules,94547,3,2.5,1700,0.038,2005,2,604700,-122.2766308,38.0148164,355.7058823529412,365.3158378038761
488,2042,2043 Poinsettia St,San Ramon,94582,4,3.5,2217,0.069,2016,2,1098000,0.0,0.0,495.2638700947226,365.31321116301353
489,3267,2043 Poinsettia St,San Ramon,94582,4,3.5,2217,0.069,2016,2,1098000,0.0,0.0,495.2638700947226,365.31321116301353
490,1638,7358 Long Valley Ter,San Jose,95138,4,2.5,2386,0.077,2006,2,1225000,0.0,0.0,513.4115674769489,365.2224726604892
491,248,704 Seminole Way,Palo Alto,94303,3,2.0,1144,0.16899999999999998,1954,2,2688000,-122.1077507,37.4198904,2349.6503496503497,365.1360294716938
492,74,2618 Milvia St,Berkeley,94703,3,2.0,0,0.094,1922,0,1495000,-122.2699186,37.8642703,inf,365.1114627903796
493,3037,2618 Milvia St,Berkeley,94703,3,2.0,0,0.094,1922,0,1495000,-122.2699186,37.8642703,inf,365.1114627903796
494,3460,43452 Laurel Glen Cmn,Fremont,94539,4,3.0,2570,0.132,1998,2,2098000,0.0,0.0,816.3424124513617,364.8746417341459
495,1498,3378 Copper Leaf Dr,San Jose,95132,4,2.5,1835,0.075,1988,2,1188888,-121.8462905,37.40328254,647.8953678474113,363.9081726354452
496,483,1346 Arbor Ave,Los Altos,94024,6,7.0,4936,0.41,2019,2,6495000,0.0,0.0,1315.842787682334,363.66995901363975
497,898,1346 Arbor Ave,Los Altos,94024,6,7.0,4936,0.41,2019,2,6495000,0.0,0.0,1315.842787682334,363.66995901363975
498,3080,572 The Alameda,Berkeley,94707,3,2.5,2507,0.126,1925,1,1995000,-122.2816819,37.89841403,795.7718388512166,363.4833180287725
499,2020,1200 Trumpet Vine Lane,San Ramon,94582,4,3.5,2904,0.096,2019,2,1519995,0.0,0.0,523.4142561983471,363.48212235996317
500,3245,1200 Trumpet Vine Lane,San Ramon,94582,4,3.5,2904,0.096,2019,2,1519995,0.0,0.0,523.4142561983471,363.48212235996317
501,862,241 N Clark Ave,Los Altos,94022,4,3.5,3080,0.272,2003,2,4298000,-122.1009955,37.38577164,1395.4545454545455,362.75185005131533
502,503,179 Hedge Rd,Menlo Park,94025,3,2.5,1400,0.126,1947,2,1988000,-122.1757757,37.4784802,1420.0,362.2079379655137
503,3,546 Paris St,San Francisco,94112,2,1.0,1250,0.057,1925,2,899000,-122.43622859999998,37.7201312,719.2,362.07368743253915
504,238,546 Paris St,San Francisco,94112,2,1.0,1250,0.057,1925,2,899000,-122.43622859999998,37.7201312,719.2,362.07368743253915
505,1321,1679 Juanita Ave,San Jose,95125,4,4.5,3630,0.163,2002,2,2569000,-121.8897428,37.30058734,707.7134986225896,361.81671708721336
506,928,361 Pennsylvania Ave,Los Gatos,95030,4,3.0,2822,0.251,1992,2,3950000,-121.9907615,37.22619887,1399.7165131112686,361.272997998822
507,4657,361 Pennsylvania Ave,Los Gatos,95030,4,3.0,2822,0.251,1992,2,3950000,-121.9907615,37.22619887,1399.7165131112686,361.272997998822
508,3369,2957 Vittoria Loop,Dublin,94568,4,3.0,2120,0.068,2015,2,1069000,-121.860441,37.7132078,504.245283018868,360.8950467239237
509,354,195 Exeter Ave,San Carlos,94070,5,6.0,4650,0.242,1990,3,3799000,-122.2807052,37.50281183,816.989247311828,360.38446068498666
510,3130,1808 5th St,Berkeley,94710,3,2.5,3632,0.172,1878,0,2700000,-122.299728,37.870199,743.3920704845815,360.36901787430327
512,757,1032 Toyon Dr,Burlingame,94010,4,3.0,1850,0.115,1946,1,1799888,-122.3570071,37.5860518,972.9124324324324,359.3021120293847
513,437,203 Granelli Ave,Half Moon Bay,94019,4,3.5,3440,0.134,1989,2,2089000,-122.44061840000002,37.45933304,607.2674418604653,357.88687416909937
514,553,24 Adam Way,Atherton,94027,6,7.5,13480,1.02,2013,3,15900000,-122.207884,37.46334582,1179.5252225519291,357.85664127910115
515,663,558 Nimitz Ave,Redwood City,94061,3,2.0,1340,0.106,1950,2,1649950,-122.2239841,37.4580041,1231.3059701492537,357.33622676161275
516,75,1801 Ward St,Berkeley,94703,2,1.5,1296,0.064,1906,1,995000,-122.273249,37.85877,767.7469135802469,356.90713957759414
517,3038,1801 Ward St,Berkeley,94703,2,1.5,1296,0.064,1906,1,995000,-122.273249,37.85877,767.7469135802469,356.90713957759414
518,608,414 Parkway Drive,Martinez,94553,3,3.5,2208,0.045,2014,2,699000,-122.1137564,38.0039358,316.57608695652175,356.5962656871748
519,1922,414 Parkway Drive,Martinez,94553,3,3.5,2208,0.045,2014,2,699000,-122.1137564,38.0039358,316.57608695652175,356.5962656871748
520,4019,414 Parkway Drive,Martinez,94553,3,3.5,2208,0.045,2014,2,699000,-122.1137564,38.0039358,316.57608695652175,356.5962656871748
521,3300,39438 Humpback Whale,Newark,94560,4,4.0,3490,0.11,2019,3,1698000,0.0,0.0,486.53295128939834,354.3701477585775
522,959,201 Beethoven Ln,Los Gatos,95032,4,2.5,2116,0.107,2006,2,1649000,0.0,0.0,779.3005671077506,353.792813435974
523,827,7210 Holsclaw Rd,Gilroy,95020,3,1.0,1325,0.214,1950,1,3295000,-121.5388037,37.01198379,2486.7924528301887,353.47098856019835
524,4423,7210 Holsclaw Rd,Gilroy,95020,3,1.0,1325,0.214,1950,1,3295000,-121.5388037,37.01198379,2486.7924528301887,353.47098856019835
525,4751,7210 Holsclaw Rd,Gilroy,95020,3,1.0,1325,0.214,1950,1,3295000,-121.5388037,37.01198379,2486.7924528301887,353.47098856019835
527,189,844 Overlook Ct,San Mateo,94403,4,3.0,2660,0.17,1974,3,2599000,0.0,0.0,977.0676691729325,350.96958893750326
528,2823,844 Overlook Ct,San Mateo,94403,4,3.0,2660,0.17,1974,3,2599000,0.0,0.0,977.0676691729325,350.96958893750326
529,2034,1129 Rosamund Dr,San Ramon,94582,4,4.5,3653,0.121,2017,2,1848000,0.0,0.0,505.8855735012318,350.6135737540696
530,3259,1129 Rosamund Dr,San Ramon,94582,4,4.5,3653,0.121,2017,2,1848000,0.0,0.0,505.8855735012318,350.6135737540696
531,1787,873 Rubis Dr,Sunnyvale,94087,4,2.5,2178,0.146,1965,2,2225000,-122.040931,37.3635831,1021.5794306703398,349.8559694076506
532,422,47 Fairmont Dr,Daly City,94015,3,2.0,1910,0.078,1953,1,1188000,-122.4930611,37.70104986,621.9895287958116,349.65034965034965
533,867,169 E Portola Ave,Los Altos,94022,5,3.0,2660,0.223,1947,2,3388000,-122.1106074,37.39609683,1273.6842105263158,348.77927254608863
534,567,69 Tuscaloosa Ave,Atherton,94027,5,9.0,11155,1.714,2012,8,26000000,-122.2055241,37.45889186,2330.793366203496,348.236796735789
535,183,748 Pico Ave,San Mateo,94403,4,3.0,2510,0.145,1954,2,2199000,-122.3201352,37.53900377,876.0956175298803,348.15237009594375
536,2817,748 Pico Ave,San Mateo,94403,4,3.0,2510,0.145,1954,2,2199000,-122.3201352,37.53900377,876.0956175298803,348.15237009594375
537,4710,407 Beach Dr,Aptos,95003,3,2.5,1691,0.157,1935,0,2380000,-121.8990944,36.96527853,1407.4512123004142,348.0081650319056
538,803,7394 Wildflower Way,Cupertino,95014,5,3.5,3255,0.198,1993,3,2999888,-122.0340967,37.298085,921.6245775729648,347.8179406554062
539,1065,1639 Spring St,Mountain View,94043,4,2.5,2095,0.122,2017,1,1848000,-122.0828416,37.41295585,882.1002386634843,347.7396920019872
540,738,160 Pepper Ave,Burlingame,94010,3,3.0,1520,0.165,1921,2,2498000,-122.3516055,37.57200178,1643.421052631579,347.5526616022484
541,3020,350 Santa Clara Ave,Oakland,94610,4,2.5,1836,0.099,1915,2,1498000,-122.2486678,37.81453609,815.9041394335512,347.36715177486525
542,2811,6027 Buena Vista Avenue,Oakland,94618,4,3.0,2800,0.129,1927,1,1950000,-122.2338071,37.84603717,696.4285714285713,347.0220172122921
543,517,1115 Trinity Dr,Menlo Park,94025,4,3.5,4017,0.378,1967,2,5699000,-122.2147432,37.42726629999999,1418.7204381379138,346.1138562148664
544,2748,105 Cascades Cir,Union City,94587,5,3.5,2320,0.083,1999,2,1250000,-122.0044127,37.59016452,538.7931034482758,345.73555931715845
545,2934,381 Robert Louis Stevenson,Alameda,94501,3,3.0,2805,0.08800000000000001,2006,2,1325000,0.0,0.0,472.3707664884136,345.6569830536772
546,3313,6024 Allium Pl,Newark,94560,4,2.5,1929,0.081,2016,2,1218800,0.0,0.0,631.8299637117677,345.4296046888639
547,802,10349 Denison Ave,Cupertino,95014,4,3.0,2398,0.172,1960,2,2588000,-122.0180582,37.32806035,1079.232693911593,345.4203771328507
548,680,18 Alverno Ct,Redwood City,94061,2,2.5,2800,0.113,1983,2,1698000,-122.2614288,37.45228141,606.4285714285714,344.96209073843835
549,1060,879 Linda Vista Ave,Mountain View,94043,5,4.0,1811,0.153,1962,2,2299000,-122.0755606,37.405942,1269.4643843180565,344.9527959331881
550,188,3041 Beverly St,San Mateo,94403,3,3.0,1976,0.119,1948,1,1788000,-122.3150794,37.53344029,904.8582995951416,344.9313609741417
551,2822,3041 Beverly St,San Mateo,94403,3,3.0,1976,0.119,1948,1,1788000,-122.3150794,37.53344029,904.8582995951416,344.9313609741417
552,347,447 Hillcrest Rd,San Carlos,94070,3,2.0,2610,0.133,1927,2,1998000,-122.2695778,37.5050898,765.5172413793103,344.87044056422036
553,2382,143 Birchbark Pl,Danville,94506,4,3.5,3062,0.119,1986,2,1785000,0.0,0.0,582.9523187459178,344.35261707988985
554,2691,42 Britt Ct,Alameda,94502,4,2.5,1769,0.07200000000000001,1997,2,1080000,-122.2536866,37.73638197,610.5144149236856,344.35261707988985
555,974,807 Folsom Cir,Milpitas,95035,2,2.5,1350,0.062,1983,2,929000,-121.9043011,37.43872883,688.1481481481482,343.9823454486211
556,2870,807 Folsom Cir,Milpitas,95035,2,2.5,1350,0.062,1983,2,929000,-121.9043011,37.43872883,688.1481481481482,343.9823454486211
557,2688,2 Millington Ct,Alameda,94502,2,2.0,1035,0.052000000000000005,1989,2,775000,-122.250828,37.73731,748.7922705314011,342.1452285088648
558,1039,1175 Solana Dr,Mountain View,94040,3,2.0,1322,0.151,1951,0,2250000,-122.1034685,37.38943249,1701.96671709531,342.072136172076
559,3535,29773 Cantera Dr,Hayward,94544,4,3.0,2997,0.084,2019,2,1249778,-122.0463429,37.6391826,417.00967634300974,341.5589881498972
560,1311,2384 Richland Ave,San Jose,95125,6,5.5,4410,0.222,2019,2,3298000,-121.88891940000002,37.28622026,747.8458049886623,341.0435228617047
561,2915,5772 Ayala Ave,Oakland,94609,2,1.0,1170,0.066,1913,1,980000,-122.2582862,37.84373142,837.6068376068376,340.87430781645656
562,2921,737 44th Street,Oakland,94609,4,3.0,1788,0.064,1900,0,949900,-122.2693994,37.83307901,531.2639821029081,340.7297405876951
563,3322,39740 Potrero Dr,Newark,94560,3,2.5,1766,0.064,1994,1,948888,-121.9944725,37.51741647,537.3091732729332,340.36673553719004
564,2747,34325 Sandburg Dr,Union City,94587,5,3.5,2320,0.081,2000,2,1199000,-122.0060992,37.58852397,516.8103448275862,339.81793241052503
565,652,912 Palm Ave,Redwood City,94061,3,3.5,2456,0.108,1974,2,1598000,-122.22796409999998,37.46847620000001,650.6514657980457,339.67622351460733
566,1346,3559 Corsica Ct,San Jose,95148,5,4.5,4089,0.149,2004,3,2198000,-121.7664306,37.31891656,537.5397407679139,338.6519249850549
567,141,4324 Leach Ave,Oakland,94602,3,2.0,1920,0.101,1912,2,1488000,-122.2226222,37.80868454,775.0,338.2156397457928
568,2709,4324 Leach Ave,Oakland,94602,3,2.0,1920,0.101,1912,2,1488000,-122.2226222,37.80868454,775.0,338.2156397457928
569,1459,6966 Calabazas Creek Cir,San Jose,95129,4,3.0,3108,0.173,1993,3,2548000,-122.0283568,37.2980501,819.8198198198198,338.1157874063812
570,3195,6966 Calabazas Creek Cir,San Jose,95129,4,3.0,3108,0.173,1993,3,2548000,-122.0283568,37.2980501,819.8198198198198,338.1157874063812
571,678,785 Castle Hill Rd,Redwood City,94061,5,4.0,2810,0.177,1956,2,2599000,-122.2521079,37.4606944,924.9110320284697,337.0894357026868
572,623,615 Kelmore St,Moss Beach,94038,4,2.5,2100,0.085,1975,2,1248000,-122.514191,37.53101998,594.2857142857142,337.06044401231566
573,645,339 Inverness Dr,Pacifica,94044,5,3.0,2910,0.092,1964,1,1350000,-122.4788621,37.65322103,463.91752577319596,336.86669062163134
574,4392,5 Bird Hill Ln,Santa Cruz,95060,3,3.5,3624,0.225,2004,2,3295000,-122.02461509999998,36.99927121,909.2163355408388,336.1901846750332
575,218,107 Grand Blvd,San Mateo,94401,2,1.0,1060,0.08199999999999999,1918,1,1198000,-122.3374605,37.57269419,1130.188679245283,335.39384980626664
576,3035,1500 Sacramento St,Berkeley,94702,6,3.5,2655,0.102,1961,2,1490000,-122.2825691,37.8788905,561.2052730696798,335.3499342804156
577,228,1199 Marlin Ave,Foster City,94404,3,2.0,1890,0.125,1966,2,1825000,-122.253433,37.560052,965.6084656084656,335.16988062442607
578,229,1199 Marlin Ave,Foster City,94404,3,2.0,1890,0.125,1966,2,1825000,-122.253433,37.560052,965.6084656084656,335.16988062442607
579,1788,807 Ticonderoga Dr,Sunnyvale,94087,4,2.0,2171,0.17800000000000002,1961,2,2595000,-122.0464103,37.35524745,1195.3017042837405,334.6797907574209
580,1329,2815 Rubino Cir,San Jose,95125,3,2.5,1889,0.083,1999,2,1210000,-121.8754306,37.281301,640.5505558496559,334.6720214190093
581,3013,1030 Winsor Ave,Oakland,94610,4,3.0,3311,0.096,1921,2,1399000,-122.2371951,37.81699882,422.53095741467837,334.5481328435874
582,1515,817 Fountain Palm Ct,San Jose,95133,4,2.5,1797,0.07,1996,2,1020000,-121.8536421,37.37886392,567.6126878130218,334.5139708776072
583,3384,4311 Sunset View Dr,Dublin,94568,4,3.5,1979,0.07400000000000001,2016,2,1078000,-121.8457001,37.712538,544.7195553309754,334.42533442533437
584,198,2629 Monterey St,San Mateo,94403,5,3.5,2490,0.158,1959,2,2300000,-122.320572,37.53593157,923.6947791164657,334.1818646766863
585,419,196 Castillejo Dr,Daly City,94015,4,3.0,1520,0.079,1961,2,1150000,-122.4811353,37.66923944,756.578947368421,334.1818646766863
586,2832,2629 Monterey St,San Mateo,94403,5,3.5,2490,0.158,1959,2,2300000,-122.320572,37.53593157,923.6947791164657,334.1818646766863
587,1761,731 Manzanita Ave,Sunnyvale,94085,4,3.0,1825,0.103,1954,2,1499000,-122.0244808,37.3951227,821.3698630136986,334.100047250974
588,497,888 Berkeley Ave,Menlo Park,94025,6,6.5,6154,0.516,2019,2,7498000,-122.1637366,37.46893937,1218.3945401364965,333.58603654586744
