,Address,City,Zip,Beds,Baths,Home size,Lot size,Year built,Garage,Home type,Price
4,3403 Lime Tree Ct,Walnut Creek,94598,4,2,1866,0.211,1967,2,Single Family Residence,988000
5,704 Cascade Ct,Walnut Creek,94598,4,3,2439,0.25,1964,2,Single Family Residence,1275000
6,2310 English Ct.,Walnut Creek,94598,5,2.5,2562,0.232,1971,2,Single Family Residence,1280000
7,6 Sellings Court,Walnut Creek,94598,6,4.5,3700,0.46,2018,3,Single Family Residence,1900000
8,3042 Naranja Dr,Walnut Creek,94598,4,2.5,2429,0.37,1957,2,Single Family Residence,1275000
9,710 Comanche Ct,Walnut Creek,94598,5,2.5,3408,0.27,1989,3,Single Family Residence,1589000
10,3114 Peachwillow Ln,Walnut Creek,94598,6,2.5,2399,0.216,1965,3,Single Family Residence,1080000
11,1735 Carriage Dr,Walnut Creek,94598,3,2,1817,0.215,1963,2,Single Family Residence,924980
12,678 Whippoorwill Court,Walnut Creek,94598,4,2.5,1837,0.084,1978,2,Single Family Residence,950000
13,123 Brodia Way,Walnut Creek,94598,5,4.5,4664,1.14,1995,3,Single Family Residence,2598000
14,701 North Gate Road,Walnut Creek,94598,4,2,2058,1,1947,2,Single Family Residence,1199000
15,724 Wimbledon Rd,Walnut Creek,94598,3,2.5,2630,0.25,1973,2,Single Family Residence,1249950
16,2071 Trestle Glen Rd,Walnut Creek,94598,5,2.5,3130,0.29,1976,3,Single Family Residence,1199000
17,3685 Vista Charonoaks,Walnut Creek,94598,6,3,3502,0.31,1984,2,Single Family Residence,1647000
18,1502 Wicklow Ct,Walnut Creek,94598,4,2.5,2601,0.227,1968,2,Single Family Residence,999800
19,798 Windchime Ct,Walnut Creek,94598,4,3,3742,0.36,1991,3,Single Family Residence,1875000
20,35 Tierra Verde Court,Walnut Creek,94598,5,5.5,5000,0.97,1986,3,Single Family Residence,2498000
21,102 Kelobra Ct,Walnut Creek,94598,3,2,2121,0.358,1965,2,Single Family Residence,939000
22,102 Kelobra Ct,Walnut Creek,94598,3,2,2121,0.36,1965,2,Single Family Residence,939000
23,1004 Hacienda Dr,Walnut Creek,94598,3,3,1877,0.37,1955,2,Single Family Residence,1195000
24,2625 Chinook Dr,Walnut Creek,94598,4,2.5,2344,0.28,1972,2,Single Family Residence,1270000
25,2020 Gill Port Ln,Walnut Creek,94598,4,2,1763,0.25,1967,2,Single Family Residence,900000
26,519 Banyan Cir,Walnut Creek,94598,4,3,2335,0.195,1972,3,Single Family Residence,1145000
27,2261 Deer Valley Lane,Walnut Creek,94598,5,2.5,3752,1.75,1982,3,Single Family Residence,1998000
28,1178 Calder Lane,Walnut Creek,94598,5,3.5,3331,0.189,1983,3,Single Family Residence,1559000
29,1550 Castle Rock Rd,Walnut Creek,94598,2,1,639,9.68,2018,0,Single Family Residence,4950000
30,1095 Bancroft,Walnut Creek,94598,7,5,2940,0.227,1979,1,Single Family Residence,1350000
0,4240 Jana Vista Rd,El Sobrante,94803,3,2,1064,0.178,1954,2,Single Family Residence,535000
1,10 Overlook Ln,Richmond,94803,3,2,1214,0.083,1972,2,Single Family Residence,398000
2,3857 Linden Ln,El Sobrante,94803,3,2,1124,0.116,1949,0,Single Family Residence,499950
3,4469 Whitecliff Way,Richmond,94803,3,2,1326,0.138,1958,2,Single Family Residence,599000
4,4458 Meadowbrook Dr,Richmond,94803,3,2,1545,0.209,1965,2,Single Family Residence,475000
5,254 N Rancho Pl,El Sobrante,94803,5,4.5,3987,0.67,2001,2,Single Family Residence,900000
6,1031 Allview Ave,El Sobrante,94803,3,1,983,0.164,1949,0,Single Family Residence,475000
7,5270 Heavenly Ridge Ln,Richmond,94803,3,2.5,2131,0.207,1979,2,Single Family Residence,699000
8,5410 Brookwood Ln,Richmond,94803,4,3,2591,0.18,1990,3,Single Family Residence,749000
9,5131 La Honda Rd,El Sobrante,94803,3,2,1566,0.217,1963,2,Single Family Residence,609000
10,5506 San Pablo Dam Rd,El Sobrante,94803,3,2,2037,0.193,1984,2,Single Family Residence,719000
11,6171 Hillside Dr,El Sobrante,94803,3,2,1884,0.46,1964,2,Single Family Residence,649000
12,2919 Salvino Ct,Richmond,94803,3,2.5,2464,0.58,1990,3,Single Family Residence,879000
13,657 Donna Mae Ct,El Sobrante,94803,3,1.5,1080,0.138,1954,2,Single Family Residence,495000
14,5514 Olinda Rd,El Sobrante,94803,4,5.5,3482,0.36,2001,4,Single Family Residence,1290000
15,213 N Rancho Pl,Pinole,94803,3,2.5,1949,0.29,2007,2,Single Family Residence,699000
16,300 Ponderosa Ct,Richmond,94803,4,2,1809,0.217,1980,2,Single Family Residence,729900
17,416 Colina Way,El Sobrante,94803,3,2.5,2131,0,2019,2,Single Family Residence,646000
18,442 Colina Way,El Sobrante,94803,3,2.5,2033,0,2019,2,Single Family Residence,679000
19,5089 Buckboard Way,Richmond,94803,4,3,2052,0.141,1985,2,Single Family Residence,699000
20,4626 Winsor Way,Richmond,94803,2,1,1026,0.149,1955,0,Single Family Residence,499950
21,4653 Canyon Rd,El Sobrante,94803,3,1,1009,0.115,1949,1,Single Family Residence,495000
22,519 Rincon Rd,El Sobrante,94803,4,3,1741,0.5,1958,0,Single Family Residence,679000
23,3146 Deseret Dr,Richmond,94803,4,2,1522,0.161,1957,2,Single Family Residence,575000
24,5777 Sherwood Forest Drive,El Sobrante,94803,4,2,1592,0.138,1955,2,Single Family Residence,485000
0,190 Mandalay Ave,Hercules,94547,5,3,2603,0.126,1990,3,Single Family Residence,749000
1,157 Driftwood Cv,Hercules,94547,4,3,2274,0.111,2004,2,Single Family Residence,735000
2,1997 Shasta Lane,Hercules,94547,4,4,2440,0.044,2019,2,Single Family Residence,742288
3,2054 Lewis St,Hercules,94547,3,2.5,1700,0.038,2005,2,Single Family Residence,604700
4,2008 Tioga Loop,Hercules,94547,4,4,2442,0.044,2017,2,Single Family Residence,735000
5,100 Kensington Cir,Hercules,94547,4,2.5,2259,0.091,2001,2,Single Family Residence,709000
6,1836 Lupine Rd,Hercules,94547,3,2,1216,0.189,1977,2,Single Family Residence,599999
7,346 Lilac Cir,Hercules,94547,4,2,1868,0.25,1979,2,Single Family Residence,639000
8,2021 De Anza Ln,Hercules,94547,4,2.5,2006,0.058,2005,2,Single Family Residence,679000
9,1111 N Shelter Bay,Hercules,94547,5,4.5,4022,0.199,2003,3,Single Family Residence,1188000
10,1786 Yosemite Place,Hercules,94547,4,3.5,2599,0.078,2017,2,Single Family Residence,796270
11,", Hercules",Hercules,94547,6,5,3373,0.149,2003,2,Single Family Residence,949000
12,127 Maritime Ter,Hercules,94547,5,4.5,3489,0.133,2003,3,Single Family Residence,899000
13,1999 Tioga Loop,Hercules,94547,4,4,2440,0.044,2019,2,Single Family Residence,750094
14,2009 Shasta Lane,Hercules,94547,4,4,2419,0.044,2019,2,Single Family Residence,742775
0,123 Behrens St,El Cerrito,94530,2,1,966,0.15,1948,1,Single Family Residence,699000
1,1146 King Dr,El Cerrito,94530,3,3,2422,0.183,1964,1,Single Family Residence,1175000
2,129 San Carlos Ave,El Cerrito,94530,2,1.5,1404,0.092,1939,1,Single Family Residence,895000
3,1038 Everett St,El Cerrito,94530,3,1,1008,0.112,1944,0,Single Family Residence,759000
4,2625 Carquinez,El Cerrito,94530,3,2,1673,0.145,1948,2,Single Family Residence,879000
5,6438 Hagen Blvd,El Cerrito,94530,1,1,845,0.107,1952,0,Single Family Residence,599000
6,923 Leneve Pl,El Cerrito,94530,5,3,3024,0.182,1962,2,Single Family Residence,1295000
7,1641 Arlington Boulevard,El Cerrito,94530,4,4,3590,0.204,2019,2,Single Family Residence,1790000
8,5424 Hillside Ave,El Cerrito,94530,4,3.5,3047,0.1,1928,2,Single Family Residence,1099000
9,1306 Navellier St,El Cerrito,94530,5,3.5,2454,0.172,1953,2,Single Family Residence,895000
10,5611 Central Ave,El Cerrito,94530,2,1,520,0.041,1942,1,Single Family Residence,450000
11,2218 Humboldt Ave,El Cerrito,94530,2,1,878,0.057,1952,1,Single Family Residence,649000
12,7829 Terrace Dr,El Cerrito,94530,3,2,2016,0.115,1929,2,Single Family Residence,1025000
13,6417 Alta Vista Dr,El Cerrito,94530,2,1,1066,0.103,1948,2,Single Family Residence,739400
14,8231 Terrace Dr,El Cerrito,94530,5,4,3547,0.49,1957,2,Single Family Residence,1395000
15,5427 Hillside Ave,El Cerrito,94530,5,2,2390,0.158,1925,1,Single Family Residence,1195000
0,4 Ashland Way,Danville,94506,4,2.5,2488,0.142,1988,2,Single Family Residence,1099000
1,132 Oakridge Dr,Danville,94506,3,2,2313,0.231,1980,3,Single Family Residence,1298000
2,3364 Deer Hollow Dr,Danville,94506,5,3.5,4644,0.88,1989,3,Single Family Residence,2349000
3,5402 Belarus St,Danville,94506,4,4,2804,0.187,2011,2,Single Family Residence,1450000
4,300 Cottswald Ct,Danville,94506,5,5.5,3611,0.217,2008,2,Single Family Residence,1529800
5,3247 Blackhawk Meadow Dr,Danville,94506,4,3,3306,0.209,1985,3,Single Family Residence,1753898
6,310 Sun Stream Ct,Danville,94506,4,2,2660,0.178,1991,3,Single Family Residence,1299900
7,3571 Shadow Creek Dr,Danville,94506,4,3,3237,0.18,1990,2,Single Family Residence,1329000
8,25 Hidden Crest Ct.,Danville,94506,5,4,3976,0.32,1990,4,Single Family Residence,2198000
9,3440 Quail Walk Court,Danville,94506,6,6.5,5880,0.82,1990,4,Single Family Residence,2799800
10,115 Mrack Rd.,Danville,94506,5,3,3406,0.236,1996,3,Single Family Residence,1495000
11,27 Woodranch Cir,Danville,94506,4,3.5,3136,0.33,1988,3,Single Family Residence,1750000
12,263 Stetson Dr,Danville,94506,5,3,2349,0.11,1995,3,Single Family Residence,1100000
13,5445 Belarus Street,Danville,94506,4,4,2804,0.1,2013,2,Single Family Residence,1318800
14,11 Brightwood Cir,Danville,94506,5,6,5324,0.47,1997,4,Single Family Residence,2699000
15,928 Spring Water St,Danville,94506,4,3,3278,0.21,1991,3,Single Family Residence,1299000
16,2012 Blue Oak Ct,Danville,94506,6,4,4385,0.55,1979,3,Single Family Residence,2195000
17,5022 Blackhawk Dr,Danville,94506,5,4,3865,0.96,1982,3,Single Family Residence,1928000
18,35 Trish Ln,Danville,94506,4,3,3571,0.48,1997,3,Single Family Residence,1499000
19,3332 Green Meadow Dr,Danville,94506,4,3,3278,0.202,1991,3,Single Family Residence,1300000
20,1219 Whispering Oaks Dr,Danville,94506,5,3,3453,0.27,1986,2,Single Family Residence,1579000
21,545 Buttonwood Dr,Danville,94506,4,3,2526,0.218,1985,3,Single Family Residence,1248000
22,5387 Blackhawk Dr,Danville,94506,4,3.5,3395,0.42,1988,3,Single Family Residence,1849000
23,2076 Drysdale St,Danville,94506,5,6.5,5177,0.177,2016,3,Single Family Residence,1999000
24,143 Birchbark Pl,Danville,94506,4,3.5,3062,0.119,1986,2,Single Family Residence,1785000
25,100 Rimini Ct,Danville,94506,5,4.5,3668,0.166,2006,3,Single Family Residence,1490000
26,385 Squirrel Ridge Way,Danville,94506,5,3,2456,0.178,1997,3,Single Family Residence,1210000
27,4075 Westminster Pl,Danville,94506,4,3,3349,0.25,1992,3,Single Family Residence,1499800
28,2160 Canyon Oak Ln,Danville,94506,5,3,4019,0.51,1982,3,Single Family Residence,1998800
29,2987 Deer Meadow Drive,Danville,94506,5,3.5,5217,0.41,1987,3,Single Family Residence,2399000
30,301 Sequoia Terrace,Danville,94506,3,2.5,2663,0.14,1984,2,Single Family Residence,1250000
0,51 Hillcroft Way,Walnut Creek,94597,4,3,3062,0.66,1997,2,Single Family Residence,1750000
1,2860 Buena Vista Ave,Walnut Creek,94597,5,3,2331,0.23,1956,2,Single Family Residence,1060000
2,101 Galen Dr,Walnut Creek,94597,4,3.5,2458,0.33,1958,2,Single Family Residence,1185000
3,2473 Encinal Dr.,Walnut Creek,94597,6,3,3176,0.26,1951,2,Single Family Residence,1099000
4,1389 Cornwall Court,Walnut Creek,94597,3,2,1990,0.4,1969,2,Single Family Residence,1194999
5,525 Jones Pl,Walnut Creek,94597,3,1.5,1124,0.041,1973,0,Single Family Residence,580000
6,1430 Springbrook Rd,Walnut Creek,94597,1,1,529,0.15,1930,1,Single Family Residence,600000
7,2093 Essenay Ave,Walnut Creek,94597,3,2,1612,0.35,1957,2,Single Family Residence,999900
8,721 Pagosa Ct,Walnut Creek,94597,4,3,2501,0.239,2006,4,Single Family Residence,1249600
9,2162 Overlook Dr,Walnut Creek,94597,3,3,2203,0.051,2016,1,Single Family Residence,1399000
10,1600 Mendota Ct,Walnut Creek,94597,4,3,2103,0.25,1962,2,Single Family Residence,1575000
11,147 Calle Nogales,Walnut Creek,94597,7,4,3189,0.252,1965,0,Single Family Residence,1350000
12,1846 Lynvale Ln,Walnut Creek,94597,4,4,2985,0.27,2019,2,Single Family Residence,1698800
0,606 Chives Way,Walnut Creek,94596,3,2.5,2011,0,2018,2,Single Family Residence,1199000
1,1181 Scots Ln,Walnut Creek,94596,3,2,2220,0.48,1960,0,Single Family Residence,1250000
2,7 Santa Rita Dr,Walnut Creek,94596,4,2.5,1895,0.53,1956,2,Single Family Residence,1475000
3,2064 Celeste Ave,Walnut Creek,94596,4,3,3263,0.4,1952,2,Single Family Residence,1789000
4,628 Sugarloaf Ct,Walnut Creek,94596,5,3.5,3898,1.16,2000,3,Single Family Residence,2095000
5,2102 Stewart Ave,Walnut Creek,94596,3,3,2256,0.36,1958,2,Single Family Residence,1195000
6,2803 Dapplegray Ln,Walnut Creek,94596,3,2,1400,0.236,1968,3,Single Family Residence,1100000
7,11 Serena Grdns,Walnut Creek,94596,3,2,2213,0.58,1954,2,Single Family Residence,1500000
8,2365 Benham Ct,Walnut Creek,94596,4,2,2347,0.202,1980,3,Single Family Residence,1299000
9,385 Shady Glen Rd,Walnut Creek,94596,5,5.5,3519,0.51,2005,3,Single Family Residence,1875000
10,55 Amigo Ln,Walnut Creek,94596,4,2.5,2707,1.08,1974,2,Single Family Residence,1950000
0,2820 Euclid Ave,Concord,94519,1,1.5,560,0.161,1931,0,Single Family Residence,600000
1,1895 Granada Dr,Concord,94519,3,2,1149,0.172,1949,1,Single Family Residence,559950
2,3611 Los Flores Ave,Concord,94519,3,1,1003,0.207,1949,1,Single Family Residence,490000
3,1622 Mccarl Lane,Concord,94519,2,1,821,0.19,1951,1,Single Family Residence,555000
4,3605 Wren Ave,Concord,94519,3,2,1566,0.21,1937,2,Single Family Residence,595000
5,1735 6th St,Concord,94519,2,1,902,0.201,1949,1,Single Family Residence,535000
6,Chestnut Grove Way,Concord,94519,4,2.5,2570,0.154,2017,2,Single Family Residence,875000
7,1621 Enid Dr,Concord,94519,3,1,1012,0.24,1956,0,Single Family Residence,575000
8,3460 Esperanza Dr,Concord,94519,3,2,1238,0.138,1963,2,Single Family Residence,595000
9,3175 Willow Pass Rd,Concord,94519,3,1,1199,0.12,1981,1,Single Family Residence,450000
10,3628 Walnut Ave,Concord,94519,5,3,2398,0.193,1963,0,Single Family Residence,739000
11,3185 Willow Pass Rd,Concord,94519,3,1.5,1200,0.12,1947,1,Single Family Residence,479000
12,3524 Clayton Rd,Concord,94519,2,1,900,0.56,1953,0,Single Family Residence,699000
0,924 E Meadow Ave.,Pinole,94564,4,2,1592,0.138,1953,1,Single Family Residence,629900
1,2050 Sarah Dr,Pinole,94564,3,2,1650,0.26,1981,2,Single Family Residence,564000
2,2808 Appaloosa Ct,Pinole,94564,4,3,2342,0.202,1989,3,Single Family Residence,829000
3,1150 Willow Street,Pinole,94564,3,1,971,0.201,1955,1,Single Family Residence,508000
4,2832 Poulos Ct,Pinole,94564,5,3,2543,0.5,1989,3,Single Family Residence,899000
5,910 3rd Ave,Pinole,94564,3,2,1231,0.111,1962,2,Single Family Residence,599000
6,516 Lopes Ct,Pinole,94564,4,3.5,1934,0.27,1990,2,Single Family Residence,750000
7,2682 Alice Way,Pinole,94564,3,2,1355,0.145,1976,2,Single Family Residence,595000
8,2641 Shady Draw,Pinole,94564,3,2,1295,0.87,1971,2,Single Family Residence,650000
9,2674 Alice Way,Pinole,94564,3,2,1355,0.138,1976,2,Single Family Residence,575000
10,2979 Higuera Ave,Pinole,94564,3,2,1103,0.254,1958,2,Single Family Residence,575000
11,2979 Higuera Ave,Pinole,94564,3,2,1103,0.25,1958,2,Single Family Residence,575000
12,2629 Tamalpais Dr,Pinole,94564,4,2,2132,0.31,1969,2,Single Family Residence,789000
13,517 Dohrmann Ln,Pinole,94564,3,2.5,1549,0.06,1989,2,Single Family Residence,599000
14,2365 Martinez Ct,Pinole,94564,3,2,1597,0.149,1985,2,Single Family Residence,630000
0,32 Tarabrook Dr,Orinda,94563,3,2,1404,0.278,1961,2,Single Family Residence,1095000
1,111 Sleepy Hollow Lane,Orinda,94563,3,2,1932,0.51,1953,2,Single Family Residence,1495000
2,18 Via Hermosa,Orinda,94563,4,3,2411,0.42,1947,2,Single Family Residence,2495000
3,9 La Senda,Orinda,94563,6,4.5,5744,0.49,1963,2,Single Family Residence,1850000
4,228 Camino Sobrante,Orinda,94563,3,2,1929,0.5,1954,1,Single Family Residence,1495000
5,12 Lind Ct,Orinda,94563,3,2,2240,0.52,1961,1,Single Family Residence,1680000
6,10 Broadview Ter,Orinda,94563,4,3,2500,0.65,1951,2,Single Family Residence,1750000
7,19 Donald Dr,Orinda,94563,3,3,3294,0.48,1959,2,Single Family Residence,1795000
8,5 Loma Linda Ct,Orinda,94563,3,2,1728,0.29,1948,2,Single Family Residence,1165000
9,46 Zander Ct,Orinda,94563,4,3,2932,0.93,1967,2,Single Family Residence,1649000
10,14 Ramona Drive,Orinda,94563,4,4,3994,0.33,2006,2,Single Family Residence,1998000
11,29 Canyon View,Orinda,94563,5,4,4000,0.94,1974,3,Single Family Residence,2295000
12,200 Hall Dr,Orinda,94563,5,3.5,4400,5.07,2010,6,Single Family Residence,3180000
13,325 Miller Ct,Orinda,94563,5,4,3939,1.01,2014,2,Single Family Residence,2698000
14,8 Hidden Ln,Orinda,94563,5,3.5,4562,1.31,1973,2,Single Family Residence,1895000
15,537 The Glade,Orinda,94563,3,2,2127,0.132,1985,2,Single Family Residence,1399000
16,51 Charles Hill Rd,Orinda,94563,5,5,3430,0.62,1948,2,Single Family Residence,1925000
17,1 Sycamore Road,Orinda,94563,5,4.5,3977,1.24,1941,2,Single Family Residence,3250000
18,18 Daisy Ln,Orinda,94563,4,2.5,2614,0.77,1966,2,Single Family Residence,1430000
19,96 Claremont Ave,Orinda,94563,2,2,1672,0.112,1974,0,Single Family Residence,849000
20,25 Rustic Way,Orinda,94563,6,5.5,8514,8.14,1986,6,Single Family Residence,4250000
21,9 Parklane Dr,Orinda,94563,4,3,2683,0.64,1956,2,Single Family Residence,1450000
22,60 La Espiral Road,Orinda,94563,5,4,3914,0.61,2006,2,Single Family Residence,2238000
23,60 La Espiral Rd,Orinda,94563,5,4,3914,0.61,2006,2,Single Family Residence,2238000
24,3 Lucille Way,Orinda,94563,5,3,2628,0.234,1970,2,Single Family Residence,1385000
25,516 Moraga Way,Orinda,94563,4,3,2552,0.99,1959,2,Single Family Residence,1650000
26,8 Santa Lucia Rd,Orinda,94563,5,5,3917,0.41,1934,2,Single Family Residence,1895000
27,66 Heather Ln,Orinda,94563,4,4,3130,0.7,1961,2,Single Family Residence,1799000
28,32 Tarabrook Dr,Orinda,94563,3,2,1404,0.28,1961,2,Single Family Residence,1095000
29,383 Miner Rd,Orinda,94563,5,4,4023,1.32,1954,2,Single Family Residence,2695000
30,55 Berkeley Avenue,Orinda,94563,4,4,2606,0.57,1961,2,Single Family Residence,1193000
0,15 Grandview Place,Walnut Creek,94595,3,2,1601,0.36,1948,2,Single Family Residence,1250000
1,11 Boulevard Court,Walnut Creek,94595,3,2,1215,0.17,1925,1,Single Family Residence,899950
2,2368 Warren Road,Walnut Creek,94595,6,3.5,2484,0.27,1956,2,Single Family Residence,1275000
3,1274 Laurel Oak Ln,Walnut Creek,94595,4,2,2443,0.19,1999,2,Single Family Residence,1279000
4,70 Panoramic Way,Walnut Creek,94595,4,3,2657,0.19,2006,2,Single Family Residence,1450000
5,108 Chives Way,Walnut Creek,94595,3,2.5,2232,0.046,2019,2,Single Family Residence,1239990
6,2129 Magnolia Way,Walnut Creek,94595,4,1.5,1892,0.25,1955,2,Single Family Residence,849900
7,309 Sequoia Terrace,Walnut Creek,94595,5,3,3354,0.57,1999,3,Single Family Residence,1699888
8,303 Chives Way,Walnut Creek,94595,4,2.5,2232,0.044,2019,2,Single Family Residence,1236990
0,140 Sandringham Drive S,Moraga,94556,4,2,2122,0.28,1973,2,Single Family Residence,1450000
1,1 Magee Ct,Moraga,94556,4,2.5,3304,0.33,1984,3,Single Family Residence,1995000
2,1267 Bollinger Canyon Road,Moraga,94556,3,2,1600,12.15,2001,6,Single Family Residence,1395000
3,182 Fernwood Dr,Moraga,94556,4,3.5,2955,0.38,1970,2,Single Family Residence,1698000
4,33 Corliss Dr,Moraga,94556,4,2.5,2233,0.25,1962,2,Single Family Residence,1450000
5,302 Claudia Court,Moraga,94556,5,2.5,2908,0.71,1978,2,Single Family Residence,1695000
6,139 Donald Dr,Moraga,94556,3,2,1822,0.32,1960,2,Single Family Residence,1398000
7,1828 Saint Andrews Drive,Moraga,94556,3,2,1962,0.161,1980,2,Single Family Residence,1095000
8,218 Fronteras Drive,Moraga,94556,4,3.5,3131,0.24,2019,2,Single Family Residence,2198000
9,228 Fronteras Drive,Moraga,94556,5,4.5,4721,0.48,2019,3,Single Family Residence,2528000
10,218 Willowbrook Ln,Moraga,94556,4,4.5,3372,0.206,2018,2,Single Family Residence,2195000
11,1893 School St,Moraga,94556,4,3,3065,0.25,1970,2,Single Family Residence,1695000
12,341 Tharp Drive,Moraga,94556,4,2.5,2360,0.23,1966,2,Single Family Residence,1399000
13,200 Fronteras Drive,Moraga,94556,4,3.5,3315,0.226,2019,2,Single Family Residence,2098000
14,209 Sonora Road,Moraga,94556,4,6.5,3662,0.5,2019,2,Single Family Residence,2458000
15,225 Sonora Road,Moraga,94556,4,3.5,4076,0.49,2019,3,Single Family Residence,2548000
16,192 Cypress Point Way,Moraga,94556,3,2,1644,0.34,1973,2,Single Family Residence,1095000
17,1084 Bollinger Canyon Rd.,Moraga,94556,4,2.5,3497,6.45,1980,2,Single Family Residence,1430000
18,168 Draeger,Moraga,94556,5,4.5,5554,5.17,1980,3,Single Family Residence,3390000
19,259 Lakefield Pl,Moraga,94556,5,4.5,4643,1.72,1977,3,Single Family Residence,1895000
20,1 Peralta Court,Moraga,94556,4,2,2825,0.211,1988,2,Single Family Residence,1349000
0,417 Crest Ave,Alamo,94507,3,3,2343,0.52,1980,3,Single Family Residence,899000
1,3180 Roundhill Rd,Alamo,94507,4,2.5,2510,0.39,1966,2,Single Family Residence,1899000
2,137 Romero Cir,Alamo,94507,4,2.5,2580,0.5,1965,2,Single Family Residence,1750000
3,2027 Danville Blvd,Alamo,94507,3,2,1492,0.34,1942,0,Single Family Residence,999950
4,30 Viejo Vista,Alamo,94507,5,3,3208,0.53,1987,3,Single Family Residence,1660000
5,25 Wood Ct,Alamo,94507,3,2.5,2453,0.51,1952,2,Single Family Residence,1550000
6,1340 Sugarloaf Dr,Alamo,94507,4,2.5,3262,0.78,1987,3,Single Family Residence,1811000
7,2394 Heritage Oaks Dr,Alamo,94507,4,2.5,3238,0.46,1983,3,Single Family Residence,1770000
8,380 Bryan Dr,Alamo,94507,4,3,3075,0.32,1984,3,Single Family Residence,1699000
9,133 Crest Ave,Alamo,94507,5,2.5,2983,0.57,1974,2,Single Family Residence,1750000
10,336 Castle Crest Rd,Alamo,94507,6,3,4200,1.49,1968,4,Single Family Residence,1950000
11,397 James Bowie Ct,Alamo,94507,4,2.5,2509,0.46,1978,3,Single Family Residence,1698000
12,3070 Stonegate Dr,Alamo,94507,4,4.5,4224,0.32,1994,3,Single Family Residence,1993000
13,3076 Stonegate Drive,Alamo,94507,5,4,4323,0.52,1991,3,Single Family Residence,2168800
14,2545 Rolling Hills Court,Alamo,94507,4,3.5,3988,0.34,1979,3,Single Family Residence,2200000
15,22 Amber Pl,Alamo,94507,4,3,2906,0.503,1980,3,Single Family Residence,1499000
16,22 Amber Pl,Alamo,94507,4,3,2906,0.5,1980,3,Single Family Residence,1499000
17,32 N Jackson Way,Alamo,94507,4,2.5,2678,1,1967,2,Single Family Residence,1749000
18,200 Shantilly Ct,Alamo,94507,5,3,2596,0.37,1977,3,Single Family Residence,1650000
19,3060 Stonegate Dr,Alamo,94507,5,3.5,4085,0.38,1991,3,Single Family Residence,2246750
20,3123 Roundhill Rd,Alamo,94507,5,5,4119,0.59,1978,3,Single Family Residence,1998000
21,31 Viejo Vista,Alamo,94507,4,3,3512,0.61,1988,3,Single Family Residence,1750000
22,1449 Emmons Canyon Drive,Alamo,94507,4,3,2798,0.38,1981,3,Single Family Residence,1700000
23,80 Sugarloaf Ln,Alamo,94507,4,3.5,3318,0.78,1988,3,Single Family Residence,1825000
24,1350 Sugarloaf Drive,Alamo,94507,4,3.5,3780,0.61,1987,3,Single Family Residence,1790000
25,2378 Hagen Oaks Dr,Alamo,94507,4,3,2979,0.41,1988,3,Single Family Residence,1549900
26,211 Las Quebradas,Alamo,94507,4,3,3002,0.5,1977,3,Single Family Residence,1995000
27,35 Shandelin Ln,Alamo,94507,5,5.5,4629,0.68,2000,3,Single Family Residence,2680000
28,380 Vernal Dr,Alamo,94507,5,4.5,4409,1.38,1981,3,Single Family Residence,1988000
29,4050 Stone Valley Oaks Dr,Alamo,94507,4,4.5,4206,0.71,2001,4,Single Family Residence,2798000
30,181 Alamo Ranch Rd,Alamo,94507,5,3.5,5028,1.3,1980,5,Single Family Residence,2875000
0,Laurel Ave,Richmond,94805,3,2,1518,0.08,1963,2,Single Family Residence,628000
1,6415 Arlington Blvd,Richmond,94805,2,1,967,0.092,1951,1,Single Family Residence,699950
2,610 Kern St,Richmond,94805,3,2,1416,0.146,1958,2,Single Family Residence,778000
3,5411 Garvin Ave,Richmond,94805,2,2,1491,0.11,1942,1,Single Family Residence,565000
4,616 38th St,Richmond,94805,3,2,1784,0.115,1952,2,Single Family Residence,649000
5,6212 Bernhard Ave,Richmond,94805,2,1,857,0.084,1953,1,Single Family Residence,475000
6,6441 Arlington Blvd,Richmond,94805,2,1.5,1262,0.161,1942,1,Single Family Residence,680000
7,951 Kern St,Richmond,94805,5,3,2107,0.138,1946,1,Single Family Residence,749000
8,924 Wilson Ave,Richmond,94805,3,2,1281,0.057,1983,1,Single Family Residence,514995
9,860 Yuba St,Richmond,94805,3,1.5,1382,0.132,1952,1,Single Family Residence,724999
10,3615 Chanslor Ave.,Richmond,94805,3,2,1319,0.115,1949,0,Single Family Residence,475000
0,5904 Cardinet Dr,Clayton,94517,3,2,1954,0.29,1964,2,Single Family Residence,879900
1,11 Mt Teton Pl,Clayton,94517,4,2,1740,0.236,1972,2,Single Family Residence,799000
2,5608 Ohman Pl,Clayton,94517,4,2.5,2398,0.221,1983,2,Single Family Residence,888000
3,9008 Elk Dr,Clayton,94517,4,3,2836,0.22,1996,3,Single Family Residence,949950
4,82 Bear Pl,Clayton,94517,4,3,2843,0.52,1997,3,Single Family Residence,988000
5,4291 Morgan Territory Rd,Clayton,94517,3,2.5,2120,1.26,1971,3,Single Family Residence,1025000
6,242 Stranahan Cir,Clayton,94517,2,2.5,1715,0.104,1995,2,Single Family Residence,725000
7,41 Mt Emory Ct,Clayton,94517,4,2,1858,0.4,1971,2,Single Family Residence,815000
8,13580 Marsh Creek Rd,Clayton,94517,4,2.5,3390,2.97,1966,2,Single Family Residence,989888
9,21 El Portal Dr,Clayton,94517,3,2,1648,0.194,1976,2,Single Family Residence,719000
