,Address,City,Zip,Beds,Baths,Home size,Lot size,Year built,Garage,Home type,Price
25,3126 4th St,Clearlake,95422,3,2,1152,0.118,2007,2,Single Family Residence,179000
26,14475 Robinson Ave,Clearlake,95422,2,1,1101,0.11,1958,0,Single Family Residence,165000
27,16945 Dam Rd,Clearlake,95422,4,2,1918,0.343,1969,1,Single Family Residence,300000
28,3432 11th St,Clearlake,95422,2,1,768,0.066,1940,0,Single Family Residence,70000
29,15182 Grant Dr,Clearlake,95422,2,2,1302,0.181,1978,2,Single Family Residence,160000
30,3705 Evans Ave,Clearlake,95422,3,2,1692,0.119,2006,2,Single Family Residence,239000
0,2369 Thackeray Dr,Oakland,94611,4,3,2708,0.169,1956,2,Single Family Residence,1078000
1,128 Sunnyside Ave.,Piedmont,94611,2,2,1460,0.089,1922,1,Single Family Residence,1049000
2,6020 Bullard Dr,Oakland,94611,5,3.5,3485,0.26,1938,0,Single Family Residence,2100000
3,6647 Forestland Way,Oakland,94611,4,3,2560,0.207,1964,2,Single Family Residence,1150000
4,5901 Balboa Dr,Oakland,94611,2,1,1081,0.178,1952,2,Single Family Residence,599000
5,5969 Sherwood Dr,Oakland,94611,3,2,1709,0.138,1939,1,Single Family Residence,899000
6,6340 Melville Dr,Oakland,94611,3,2,1448,0.177,1965,2,Single Family Residence,925000
7,1832 Gouldin Rd,Oakland,94611,2,1,1063,0.31,1930,0,Single Family Residence,699000
8,6988 Pinehaven Rd,Oakland,94611,5,4,4260,0.172,1992,2,Single Family Residence,1485000
9,4160 Howe Street,Oakland,94611,4,3,2610,0.1,1905,0,Single Family Residence,1795000
10,6102 Ruthland Rd,Oakland,94611,4,3,2793,0.145,1998,2,Single Family Residence,1395000
11,4486 Montgomery,Oakland,94611,3,2.5,2040,0.074,2019,1,Single Family Residence,1695000
12,2245 Tunnel Rd,Oakland,94611,4,3.5,3268,0.28,1994,2,Single Family Residence,1525000
13,6067 Aspinwall Rd,Oakland,94611,3,2.5,1830,0.45,1932,2,Single Family Residence,1095000
14,115 Monticello Ave,Piedmont,94611,4,3,2774,0.115,1925,2,Single Family Residence,2395000
15,6951 Thornhill Dr,Oakland,94611,3,2,2082,0.157,1940,2,Single Family Residence,1289000
16,1 Moyer Pl,Oakland,94611,4,2.5,2902,0.34,1954,2,Single Family Residence,1799000
17,6525 Snake Rd,Oakland,94611,4,4.5,4248,0.26,2019,2,Single Family Residence,2948000
18,6215 Wood Drive,Oakland,94611,4,3.5,2734,0.153,1961,2,Single Family Residence,1488000
19,6605 Ascot Dr,Oakland,94611,3,2.5,2308,0.192,1959,2,Single Family Residence,849900
20,6742 Snake Rd,Oakland,94611,3,2,1200,0.34,1970,2,Single Family Residence,880000
21,6344 Ascot Dr,Oakland,94611,4,3,3004,0.242,1934,2,Single Family Residence,1650000
22,201 Sandringham Road,Piedmont,94611,4,3.5,4081,0.18,1936,2,Single Family Residence,3450000
23,1 Jewel Ct,Oakland,94611,4,3.5,3677,0.122,2008,2,Single Family Residence,1995000
24,130 Somerset Rd,Piedmont,94611,5,4.5,4175,0.196,1938,2,Single Family Residence,3400000
25,140 Somerset Rd,Piedmont,94611,3,3.5,3063,0.166,1950,2,Single Family Residence,1890909
26,6033 Skyline Blvd,Oakland,94611,5,3,3675,0.34,2000,2,Single Family Residence,2690000
27,523 Fairmount Ave,Oakland,94611,4,3,2063,0.096,1912,0,Single Family Residence,1279000
28,6137 Valley View Rd,Oakland,94611,2,1,1248,0.27,1936,1,Single Family Residence,849000
29,57 Crest Rd,Piedmont,94611,5,5.5,6712,0.75,1927,2,Single Family Residence,6800000
30,2731 Chelsea Dr,Oakland,94611,4,2.5,3128,0.44,1958,2,Single Family Residence,1899000
0,3933 Green Valley School Road,Sebastopol,95472,3,3.5,4149,2.2,1988,3,Single Family Residence,1800000
0,18800 Melvin Ave,Sonoma,95476,3,1.5,1105,0.165,1956,0,Single Family Residence,674888
0,24951 Highway 116,–,95462,4,2,3500,0.71,1890,0,Single Family Residence,985500
0,41330 W Wind,–,95497,3,3,4104,0.476,1992,2,Single Family Residence,759900
0,19 Haven Way,Napa,94558,4,3.5,3587,0.149,2004,3,Single Family Residence,1065000
1,3260 Redwood Rd,Napa,94558,3,3,3544,3.22,1953,2,Single Family Residence,2300000
2,1025 Matt Dr,Napa,94558,3,2,1951,0.211,1972,2,Single Family Residence,639000
3,1771 Wooden Valley,Napa,94558,2,1,763,0.88,1930,0,Single Family Residence,475000
0,1801 Kingsly Dr,Pittsburg,94565,3,2,1387,0.179,1974,2,Single Family Residence,435000
1,59 Linscheid Dr,Pittsburg,94565,3,2,1849,0.115,1941,0,Single Family Residence,424900
2,2789 Rio Seco Drive,Pittsburg,94565,4,2.5,2410,0.087,2019,2,Single Family Residence,649900
3,2820 Rio Seco Drive,Pittsburg,94565,5,3,2806,0.101,2019,2,Single Family Residence,690000
4,2801 Rio Seco Drive,Pittsburg,94565,5,3,2384,0.083,2019,2,Single Family Residence,649900
5,809 Azores Cir,Bay Point,94565,3,2.5,1495,0.126,1986,2,Single Family Residence,475000
6,461 Pamela Dr,Bay Point,94565,3,2,1359,0.138,1983,2,Single Family Residence,459999
7,2447 Vernal Dr,Pittsburg,94565,5,3.5,3580,0.133,2014,3,Single Family Residence,739000
8,1072 Ashbridge Bay Dr,Pittsburg,94565,4,2.5,2506,0.101,2010,2,Single Family Residence,629888
9,2051 Newport Dr,Pittsburg,94565,3,1.5,1028,0.215,1984,2,Single Family Residence,420000
10,175 Manor Dr,Bay Point,94565,2,1,918,0.119,1947,1,Single Family Residence,330000
11,1032 Stoneman Ave,Pittsburg,94565,3,2,1386,0.138,1977,2,Single Family Residence,419950
12,4346 San Miguel Cir,Pittsburg,94565,3,1,1166,0.157,1972,2,Single Family Residence,374999
13,40 Riverside Court,Bay Point,94565,3,2,1206,0.149,1970,2,Single Family Residence,425000
14,200 Calistoga Dr,Pittsburg,94565,4,2,1058,0.135,1956,2,Single Family Residence,399888
15,2054 Tomales Bay Dr,Bay Point,94565,4,2.5,2506,0.128,2012,2,Single Family Residence,638500
16,1039 Ventura Dr,Pittsburg,94565,3,2,1469,0.156,1968,2,Single Family Residence,459000
17,1135 Santa Lucia Dr,Pittsburg,94565,5,3,2654,0.119,2004,2,Single Family Residence,650000
18,175 Manor Dr,Bay Point,94565,2,1,918,0.119,1947,1,Single Family Residence,330000
19,", Pittsburg",Pittsburg,94565,4,2,1548,0.126,1956,0,Single Family Residence,399950
20,2200 Lynbrook Dr,Pittsburg,94565,4,2,1518,0.149,1979,2,Single Family Residence,399000
21,121 Sharon Place,Bay Point,94565,4,2,1500,0.138,1980,2,Single Family Residence,489500
22,139 Macarthur,Pittsburg,94565,2,1,800,0.104,1943,1,Single Family Residence,364999
23,985 Ventura Dr,Pittsburg,94565,3,2,1351,0.146,1968,2,Single Family Residence,369200
24,3902 Brookside,Pittsburg,94565,3,2,1622,0.141,1955,0,Single Family Residence,459900
25,2203 Westgate Dr,Pittsburg,94565,3,2,1246,0.091,1980,2,Single Family Residence,399999
26,352 Rosebrook Dr,Bay Point,94565,4,3,2226,0.154,2002,2,Single Family Residence,599000
27,663 Central Ave,Pittsburg,94565,3,2,1867,0.104,1937,0,Single Family Residence,425000
28,26 Water Street,Bay Point,94565,4,2,1468,0.138,1952,1,Single Family Residence,399000
29,128 W 7th St,Pittsburg,94565,3,2,1577,0.121,2000,2,Single Family Residence,434000
30,", Bay Point",Bay Point,94565,2,1,742,0.115,1952,1,Single Family Residence,319950
0,18302 Millbrook Ave,Lathrop,95330,3,2.5,1886,0.101,2016,2,Single Family Residence,450000
1,967 Berkshire Ct,Lathrop,95330,4,3,2590,0.207,2014,2,Single Family Residence,535800
2,906 River Bend,Lathrop,95330,5,3,2800,0.128,2015,3,Single Family Residence,534000
3,16846 Shady Mill Way,Lathrop,95330,4,3,2658,0.124,2007,2,Single Family Residence,479000
4,263 Craftsman Ct,Lathrop,95330,3,2.5,2879,0.185,2007,2,Single Family Residence,475000
5,15957 Rocky Harbor Rd,Lathrop,95330,3,2.5,2593,0.207,2005,3,Single Family Residence,515000
6,17440 Stone Celler Way,Lathrop,95330,3,2.5,1653,0.073,2005,2,Single Family Residence,405000
7,1945 Outrigger Lane,Lathrop,95330,5,4.5,4006,0.162,2018,3,Single Family Residence,648880
8,291 Warren Ave,Lathrop,95330,3,2,1740,1,1953,2,Single Family Residence,550000
9,1895 Balsam Ct,Lathrop,95330,3,2.5,2129,0.133,2017,2,Single Family Residence,489000
10,18631 Back Bay Dr,Lathrop,95330,5,4.5,3131,0.142,2015,3,Single Family Residence,549000
0,2961 Sweet Grass Lane,Santa Rosa,95407,4,3,2376,0.13,2002,2,Single Family Residence,622900
0,1455 Valley Ford Freestone Rd,Valley Ford,94972,4,4,4360,9,2007,3,Single Family Residence,2685000
0,1126 Hopi,Santa Rosa,95404,3,2.5,1682,6.84,1977,2,Single Family Residence,825000
0,1457 Ohare Drive,Benicia,94510,3,2,1482,0.09,1959,1,Single Family Residence,625000
1,451 O'farrell Dr,Benicia,94510,4,2,1735,0.21,1977,2,Single Family Residence,624900
2,1150 Church St,Benicia,94510,4,3,2785,0.126,1968,2,Single Family Residence,995000
3,102 Mountview Terrace,Benicia,94510,5,4,3247,0.176,2004,3,Single Family Residence,1199000
4,17 Carolina Dr,Benicia,94510,3,1,1058,0.14,1954,1,Single Family Residence,524900
5,516 W J St,Benicia,94510,3,2.5,1673,0.085,2005,2,Single Family Residence,599000
0,161 Springhill Dr,Rio Vista,94571,2,2,1154,0.105,2005,2,Single Family Residence,330000
1,232 Harvest Hills Ln,Rio Vista,94571,2,2,1853,0.114,2016,2,Single Family Residence,425000
0,132 San Marino,Vallejo,94589,3,1.5,1420,0.15,1951,2,Single Family Residence,439000
1,2618 Tuolumne St.,Vallejo,94589,4,2.5,1701,0.15,1984,2,Single Family Residence,430000
2,167 Cotta Way,Vallejo,94589,3,2.5,1614,0.115,1990,2,Single Family Residence,465000
0,1626 Illinois St,Vallejo,94590,3,1,2188,0.19,1935,1,Single Family Residence,499000
1,1225 Ohio,Vallejo,94590,5,3,3118,0.5,1914,2,Single Family Residence,629800
2,618 Lemon St,Vallejo,94590,8,3.5,3948,0.165,1990,12,Single Family Residence,788000
3,610 Sonoma Blvd,Vallejo,94590,3,2,1148,0.138,2003,2,Single Family Residence,399000
4,547 Jade Cir,Vallejo,94590,3,2.5,1533,0.075,2000,2,Single Family Residence,498000
5,306 Phelan Ave,Vallejo,94590,1,1,889,0.06,1940,1,Single Family Residence,279000
6,51 Carroll St,Vallejo,94590,3,2,1808,0.145,1936,1,Single Family Residence,439000
0,819 Greenhead Way,Suisun City,94585,3,2,1320,0.13,1976,2,Single Family Residence,407000
1,905 Anderson,Suisun City,94585,4,3.5,2023,0.046,1990,2,Single Family Residence,440000
0,4265 Morse Ln,Winters,95694,3,2,1496,20.61,2001,2,Single Family Residence,1650000
0,159 Suncliff Pl,Vallejo,94591,4,3,1863,0.098,1995,2,Single Family Residence,575000
1,3384 Shadeland Ct,Concord,94591,3,2,2250,0.38,1953,2,Single Family Residence,739000
2,95 Del Sur St,Vallejo,94591,3,3,1507,0.07,1992,2,Single Family Residence,460000
3,184 Chesapeake Dr,Vallejo,94591,4,3,2589,0.51,1988,2,Single Family Residence,687999
4,9043 Cambridge Cir,Vallejo,94591,6,3,2829,0.082,2005,2,Single Family Residence,599950
5,247 Jordan Street,Vallejo,94591,5,4,2109,0.22,1953,0,Single Family Residence,385000
6,100 Zamora Ct,Vallejo,94591,3,2,1283,0.22,1973,2,Single Family Residence,449950
7,1407 Eucalyptus Dr,Vallejo,94591,5,2.5,2491,0.073,2011,3,Single Family Residence,574950
8,151 Shady Ln,Vallejo,94591,4,2.5,2230,0.13,1981,2,Single Family Residence,479950
0,100 Northpark Ct,Martinez,94553,3,2.5,1687,0.05,2015,2,Single Family Residence,635000
1,Blum Rd,Martinez,94553,2,2,1636,0.18,1953,2,Single Family Residence,580000
2,2203 Boulder Creek Ct,Martinez,94553,4,2.5,1789,0.08,1986,2,Single Family Residence,685000
3,715 E Street,Martinez,94553,3,2,1140,0.092,1956,2,Single Family Residence,499000
4,900 Bella Vista Ave,Martinez,94553,2,1,827,0.143,1949,1,Single Family Residence,425000
5,958 Morello Ave,Martinez,94553,3,2.5,2055,0.31,1978,2,Single Family Residence,769000
6,100 St. Laurent Court,Martinez,94553,4,2.5,2747,0.122,2000,2,Single Family Residence,899000
7,95 Colton Ln,Martinez,94553,4,3,2599,0.34,1992,3,Single Family Residence,949000
8,105 Kevin Pl,Martinez,94553,5,3,2460,0.142,1999,2,Single Family Residence,865000
9,1123 Temple Dr,Pacheco,94553,3,2,1225,0.138,1955,2,Single Family Residence,529999
10,1113 Morello Park Dr.,Martinez,94553,4,3,2161,0.15,2000,2,Single Family Residence,755000
11,1101 Grandview Drive,Martinez,94553,4,3,1863,0.138,1916,1,Single Family Residence,659950
12,2300 Yale,Martinez,94553,2,1,600,0.14,1942,0,Single Family Residence,430000
13,614 Green St,Martinez,94553,4,3,2250,0.101,1991,4,Single Family Residence,720000
14,337 Macalvey Dr,Martinez,94553,4,2.5,2143,0.159,1986,2,Single Family Residence,844500
15,704 Falling Star Dr,Martinez,94553,3,2.5,1726,0.049,2008,2,Single Family Residence,589000
16,114 Stonehurst Ct,Martinez,94553,5,3.5,5402,1.45,1998,4,Single Family Residence,2895000
17,2230 Pomona Ave,Martinez,94553,4,2,1280,0.244,1937,0,Single Family Residence,585000
18,2117 Valente Cir,Martinez,94553,3,2.5,2024,0.232,1979,2,Single Family Residence,699900
19,320 Klamath Court,Martinez,94553,4,2,1631,0.25,1976,2,Single Family Residence,679900
20,2416 Yale,Martinez,94553,3,2,1181,0.131,1939,0,Single Family Residence,379900
21,2231 Castro St,Martinez,94553,3,2,1624,0.171,1939,2,Single Family Residence,585000
22,2071 Marazzani Dr,Martinez,94553,5,3.5,2945,0.184,2001,3,Single Family Residence,949000
23,1635 Willow St,Martinez,94553,4,1.5,1264,0.063,1912,0,Single Family Residence,520950
24,414 Parkway Drive,Martinez,94553,3,3.5,2208,0.045,2014,2,Single Family Residence,699000
25,5343 Stonehurst Dr,Martinez,94553,6,4.5,6704,1.46,1992,3,Single Family Residence,2595000
26,35 Ladybug,Martinez,94553,4,3,2256,0.068,2015,2,Single Family Residence,639000
27,5675 Likins Ave,Martinez,94553,3,2.5,1631,0.184,1957,4,Single Family Residence,749946
0,1760 Domaine Way,Oakley,94561,3,2,1492,0.205,1988,2,Single Family Residence,478000
1,1917 Sherry Cir,Oakley,94561,3,2,1488,0.153,1980,2,Single Family Residence,446000
2,110 Bridalveil Way,Oakley,94561,5,3.5,3505,0.149,2016,3,Single Family Residence,659950
3,5428 Sandmound Blvd,Oakley,94561,4,2,2445,0.201,1965,0,Single Family Residence,499000
4,5330 Sellers Ave,Knightsen,94561,3,2.5,1449,5.65,1977,2,Single Family Residence,799000
5,4244 Gold Run Dr,Oakley,94561,4,2,2836,0.34,2004,3,Single Family Residence,759950
6,441 Almondtree Cir,Oakley,94561,2,2.5,1411,0.087,1984,2,Single Family Residence,399950
7,140 Davisco Drive,Oakley,94561,3,2.5,1818,0.083,2019,2,Single Family Residence,514325
8,148 Davisco Drive,Oakley,94561,4,3,2261,0.083,2019,2,Single Family Residence,558910
9,962 Walnut Dr,Oakley,94561,3,1,1251,0.138,1979,2,Single Family Residence,360000
10,2221 Truman Ln,Oakley,94561,5,5,4365,0.165,2009,4,Single Family Residence,695000
11,4620 Salvador Ln,Oakley,94561,4,2.5,2680,0.126,2002,2,Single Family Residence,509000
12,245 Amberwind Cir,Oakley,94561,4,3.5,2723,0.09,2016,2,Single Family Residence,595000
13,2543 Talaria Dr,Oakley,94561,5,3.5,2802,0.142,2014,2,Single Family Residence,608000
14,472 Susie St,Oakley,94561,4,2.5,2535,0.159,2002,3,Single Family Residence,584900
15,1740 Walnut Meadows Dr,Oakley,94561,3,2.5,1480,0.069,1988,2,Single Family Residence,439900
16,111 Celsia Way,Oakley,94561,5,3.5,3747,0.193,2006,4,Single Family Residence,706000
17,1040 Morning Glory Way,Oakley,94561,5,3.5,3340,0.102,2006,2,Single Family Residence,645000
18,2806 Stirrup Dr,Oakley,94561,6,3,3157,3.28,1977,2,Single Family Residence,1089900
19,348 Coolcrest Dr,Oakley,94561,3,2.5,1930,0.089,2016,2,Single Family Residence,528000
20,4181 Freesia,Oakley,94561,4,3,1991,0.161,2007,2,Single Family Residence,519000
21,3077 Frandoras Cir,Oakley,94561,8,5,4672,1.02,1991,4,Single Family Residence,1100000
22,178 Coral Bell Way,Oakley,94561,5,4,3502,0.08,2006,3,Single Family Residence,649000
23,2193 Megan Dr,Oakley,94561,3,2,1109,0.195,1993,2,Single Family Residence,430000
24,617 Poplar Ct,Oakley,94561,4,4,2713,0.153,2012,2,Single Family Residence,539000
25,617 Poplar Ct,Oakley,94561,4,4,2713,0.153,2012,2,Single Family Residence,539000
26,1816 Santa Fe St,Oakley,94561,3,2,1330,0.083,1988,2,Single Family Residence,449900
27,5345 Meadow Wood Ln,Oakley,94561,4,2.5,1480,0.069,1988,2,Single Family Residence,439900
28,178 Coral Bell Way,Oakley,94561,5,4,3502,0.176,2006,3,Single Family Residence,649000
29,571 Mockingbird Ln,Oakley,94561,4,2.5,1763,0.101,1990,2,Single Family Residence,485000
30,34 Pato Court,Oakley,94561,4,3,2348,0.126,2019,2,Single Family Residence,589620
0,1075 W B St,Dixon,95620,4,3,2620,0.2,1966,2,Single Family Residence,569000
1,391 W Broadway St,Dixon,95620,4,2,1832,0.532,1915,2,Single Family Residence,575000
0,372 Markham Ave,Vacaville,95688,4,3,1778,0.16,1961,2,Single Family Residence,459000
0,19 Haven Way,Napa,94558,4,3.5,3587,0.149,2004,3,Single Family Residence,1065000
1,3260 Redwood Rd,Napa,94558,3,3,3544,3.22,1953,2,Single Family Residence,2300000
2,1025 Matt Dr,Napa,94558,3,2,1951,0.211,1972,2,Single Family Residence,639000
3,1771 Wooden Valley,Napa,94558,2,1,763,0.88,1930,0,Single Family Residence,475000
0,251 Somerville Dr,Vacaville,95687,3,2.5,1516,0.104,1994,2,Single Family Residence,399900
0,1801 Kingsly Dr,Pittsburg,94565,3,2,1387,0.179,1974,2,Single Family Residence,435000
1,59 Linscheid Dr,Pittsburg,94565,3,2,1849,0.115,1941,0,Single Family Residence,424900
2,2789 Rio Seco Drive,Pittsburg,94565,4,2.5,2410,0.087,2019,2,Single Family Residence,649900
3,2820 Rio Seco Drive,Pittsburg,94565,5,3,2806,0.101,2019,2,Single Family Residence,690000
4,2801 Rio Seco Drive,Pittsburg,94565,5,3,2384,0.083,2019,2,Single Family Residence,649900
5,809 Azores Cir,Bay Point,94565,3,2.5,1495,0.126,1986,2,Single Family Residence,475000
6,461 Pamela Dr,Bay Point,94565,3,2,1359,0.138,1983,2,Single Family Residence,459999
7,2447 Vernal Dr,Pittsburg,94565,5,3.5,3580,0.133,2014,3,Single Family Residence,739000
8,1072 Ashbridge Bay Dr,Pittsburg,94565,4,2.5,2506,0.101,2010,2,Single Family Residence,629888
9,2051 Newport Dr,Pittsburg,94565,3,1.5,1028,0.215,1984,2,Single Family Residence,420000
10,175 Manor Dr,Bay Point,94565,2,1,918,0.119,1947,1,Single Family Residence,330000
11,1032 Stoneman Ave,Pittsburg,94565,3,2,1386,0.138,1977,2,Single Family Residence,419950
12,4346 San Miguel Cir,Pittsburg,94565,3,1,1166,0.157,1972,2,Single Family Residence,374999
13,40 Riverside Court,Bay Point,94565,3,2,1206,0.149,1970,2,Single Family Residence,425000
14,200 Calistoga Dr,Pittsburg,94565,4,2,1058,0.135,1956,2,Single Family Residence,399888
15,2054 Tomales Bay Dr,Bay Point,94565,4,2.5,2506,0.128,2012,2,Single Family Residence,638500
16,1039 Ventura Dr,Pittsburg,94565,3,2,1469,0.156,1968,2,Single Family Residence,459000
17,1135 Santa Lucia Dr,Pittsburg,94565,5,3,2654,0.119,2004,2,Single Family Residence,650000
18,175 Manor Dr,Bay Point,94565,2,1,918,0.119,1947,1,Single Family Residence,330000
19,", Pittsburg",Pittsburg,94565,4,2,1548,0.126,1956,0,Single Family Residence,399950
20,2200 Lynbrook Dr,Pittsburg,94565,4,2,1518,0.149,1979,2,Single Family Residence,399000
21,121 Sharon Place,Bay Point,94565,4,2,1500,0.138,1980,2,Single Family Residence,489500
22,139 Macarthur,Pittsburg,94565,2,1,800,0.104,1943,1,Single Family Residence,364999
23,985 Ventura Dr,Pittsburg,94565,3,2,1351,0.146,1968,2,Single Family Residence,369200
24,3902 Brookside,Pittsburg,94565,3,2,1622,0.141,1955,0,Single Family Residence,459900
25,2203 Westgate Dr,Pittsburg,94565,3,2,1246,0.091,1980,2,Single Family Residence,399999
26,352 Rosebrook Dr,Bay Point,94565,4,3,2226,0.154,2002,2,Single Family Residence,599000
27,663 Central Ave,Pittsburg,94565,3,2,1867,0.104,1937,0,Single Family Residence,425000
28,26 Water Street,Bay Point,94565,4,2,1468,0.138,1952,1,Single Family Residence,399000
29,128 W 7th St,Pittsburg,94565,3,2,1577,0.121,2000,2,Single Family Residence,434000
30,", Bay Point",Bay Point,94565,2,1,742,0.115,1952,1,Single Family Residence,319950
0,14237 Winchester Dr,Mojave,93501,2,2.5,1248,0.094,1988,2,Single Family Residence,165000
0,612 Via De Bella,Fairfield,94534,5,4.5,4034,0.175,2007,3,Single Family Residence,929999
1,4672 Branding Iron Dr,Fairfield,94534,5,3,3071,0.093,2014,2,Single Family Residence,678888
2,2051 Winston Dr,Fairfield,94534,3,2,1614,0.13,1968,2,Single Family Residence,405000
3,637 Novara Ln,Fairfield,94534,4,2.5,2264,0.091,2003,2,Single Family Residence,565000
4,5336 Boulder Ridge Ct,Fairfield,94534,4,4.5,5634,1.18,2008,4,Single Family Residence,2295000
0,2121 Beaujolais Ct,Fairfield,94533,3,2,1680,0.13,2001,2,Single Family Residence,399000
1,1713 Daniel Ct,Fairfield,94533,4,3.5,1560,0.98,1984,2,Single Family Residence,429000
2,2287 Cambridge Dr,Fairfield,94533,4,2,1647,0.14,1970,2,Single Family Residence,350000
