,Address,City,State,Zip,Price,Beds,Baths,Home size,Lot size,Latitude,Longitude
9,"
                  468 Dewey Blvd,
                  ",San Francisco,CA,94116,"$1,595,000",3,1.5,"1,620","3,920",37.746335,-122.460852
10,"
                  1934 21st Ave,
                  ",San Francisco,CA,94116,"$1,919,000",5,4,"2,084","3,049",37.751589,-122.478106
11,"
                  2195 42nd Ave,
                  ",San Francisco,CA,94116,"$1,249,000",5,5,"1,687","1,742",37.745827,-122.50085
12,"
                  3015 Ulloa St,
                  ",San Francisco,CA,94116,"$1,389,000",5,2.5,"1,881","3,049",37.740353,-122.488774
13,"
                  2611 20th Ave,
                  ",San Francisco,CA,94116,"$995,000",2,1,"1,048","2,178",37.738985,-122.476745
14,"
                  70 Santa Rita Ave,
                  ",San Francisco,CA,94116,"$2,389,000",3,2.5,"2,520","3,485",37.747358,-122.464733
15,"
                  2275 26th Ave,
                  ",San Francisco,CA,94116,"$1,595,000",3,1,"1,600","3,049",37.745059,-122.483685
16,"
                  2210 45th Ave,
                  ",San Francisco,CA,94116,"$898,000",2,1,973,"2,178",37.745272,-122.503514
17,"
                  2531 Pacheco St,
                  ",San Francisco,CA,94116,"$925,000",2,1,"1,175","2,614",37.749765,-122.487487
18,"
                  3326 Vicente St,
                  ",San Francisco,CA,94116,"$1,095,000",3,2,"1,549","2,614",37.738368,-122.502768
19,"
                  2059 47th Ave,
                  ",San Francisco,CA,94116,"$1,699,000",6,3,"3,470","3,049",37.748066,-122.506468
20,"
                  2695 23rd Ave,
                  ",San Francisco,CA,94116,"$1,700,000",4,3,"1,525","2,614",37.737406,-122.479877
21,"
                  2631 Ulloa St,
                  ",San Francisco,CA,94116,"$1,498,000",4,4,"2,087","1,307",37.740636,-122.484763
22,"
                  2783 41st Ave,
                  ",San Francisco,CA,94116,"$995,000",2,1,"1,012","1,307",37.734884,-122.499072
23,"
                  2740 38th Ave,
                  ",San Francisco,CA,94116,"$1,798,000",6,4,"2,990","3,049",37.735739,-122.495276
24,"
                  2180 Funston Ave,
                  ",San Francisco,CA,94116,"$1,889,000",4,3,"2,600","3,049",37.747501,-122.469123
25,"
                  2260 15th Ave,
                  ",San Francisco,CA,94116,"$1,598,888",3,2,"1,550","2,614",37.74587,-122.471061
26,"
                  2230 31st Ave,
                  ",San Francisco,CA,94116,"$1,385,000",3,4,"1,455","3,049",37.745606,-122.488436
27,"
                  2127 42nd Ave,
                  ",San Francisco,CA,94116,"$788,000",2,1,"1,162","3,049",37.746989,-122.501017
28,"
                  2111 21st Ave,
                  ",San Francisco,CA,94116,"$1,095,000",2,1.5,"1,800","2,178",37.74826,-122.478488
29,"
                  2214 34th Ave,
                  ",San Francisco,CA,94116,"$1,549,000",5,3,"2,575","2,614",37.745735,-122.49171
