School Code,Score,Zip Code,School Name
6030936,67.86875,92886,Mabel M. Paine Elementary
119404,69.13,92886,Yorba Linda High
6068621,69.66666667,92886,Bernardo Yorba Middle
6030027,72.283,92886,Glenknoll Elementary
109678,73.5525,92886,Lakeview Elementary
6030951,74.32125,92886,Rose Drive Elementary
6095160,77.73875,92886,Linda Vista Elementary
6071146,86.143,92886,Fairmont Elementary
6106009,70.23071429,92887,Travis Ranch
6109102,76.3025,92887,Bryant Ranch Elementary
6056212,27.51625,93001,Sheridan Way Elementary
5637822,35.37,93001,Ventura High
6056113,41.44875,93001,Lincoln Elementary
6056063,41.49625,93001,E. P. Foster Elementary
6062152,41.6825,93001,De Anza Academy Of Technology And The Arts
6060388,60.1375,93001,Cabrillo Middle
112417,61.76357143,93001,Ventura Charter School Of Arts And Global Educatio
6056170,62.19125,93001,Pierpont Elementary
5630272,5.66,93003,Pacific High
6056055,28.29,93003,Blanche Reynolds Elementary
6056238,31.47625,93003,Will Rogers Elementary
6056089,33.60125,93003,Elmhurst Elementary
6115687,36.605,93003,Homestead (Alternative)
5630793,36.96,93003,Buena High
6062145,41.3075,93003,Anacapa Middle
6056147,41.32875,93003,Montalvo Elementary
5630363,44.585,93003,Golden Valley Charter
6060370,50.71625,93003,Balboa Middle
6056188,56.58375,93003,Poinsettia Elementary
5630348,57.175,93003,Foothill Technology High
6056121,63.35375,93003,Loma Vista Elementary
6097034,68.92875,93003,Portola Elementary
6056154,76.39875,93003,Mound Elementary
6116040,52.76125,93004,Citrus Glen Elementary
6056204,54.67875,93004,Academy Of Technology & Leadership At Saticoy
6056097,57.51,93004,Juanamaria Elementary
6056105,59.2325,93004,Junipero Serra Elementary
5637780,3.33,93010,Mary B. Perry High
5630066,3.38,93010,Frontier High
135780,8.1275,93010,Phoenix
120634,41.17,93010,"Architecture, Construction & Engineering Charter H"
6055404,41.765,93010,Dos Caminos Elementary
6120620,42.71285714,93010,University Preparation Charter School At Csu Chann
6055412,45.90285714,93010,Pleasant Valley School Of Engineering And Arts
6055461,45.98625,93010,Monte Vista Middle
6055438,47.06,93010,Las Posas Elementary
6055396,50.33875,93010,Camarillo Heights Elementary
6096838,62.01714286,93010,Los Primeros School Of Sciences & Arts
131698,75.895,93010,Rancho Campana High
115105,80.87571429,93010,Camarillo Academy Of Progressive Education
135798,9.375,93012,Triton Academy
101378,55.38125,93012,Las Colinas Middle
110502,57.9525,93012,Rancho Rosal Elementary
5631619,58.405,93012,Adolfo Camarillo High
6112171,62.805,93012,Tierra Linda Elementary
6120117,72.67875,93012,La Mariposa
6055990,78.17357143,93012,Santa Rosa Technology Magnet
6045306,35.7225,93013,Canalino Elementary
6060008,37.05375,93013,Carpinteria Middle
4230587,38.21,93013,Carpinteria Senior High
6045298,54.465,93013,Aliso Elementary
102129,70.29125,93013,Carpinteria Family
5630173,16.67,93015,Sierra High
109520,21.03,93015,Mountain Vista
5632021,35.42,93015,Fillmore Senior High
6054993,17.02,93016,San Cayetano Elementary
6055008,20.66875,93016,Rio Vista Elementary
6060321,23.725,93016,Fillmore Middle
6102230,44.53625,93021,Chaparral Middle
5633250,48.885,93021,Moorpark High
121426,50.7575,93021,Ivytech Charter
6055131,53.4875,93021,Flory Academy Of Sciences And Technology
6106439,56.42571429,93021,Campus Canyon Elementary
6112189,58.24125,93021,Mesa Verde Middle
6109847,58.59125,93021,Arroyo West Elementary
6055149,63.315,93021,Peach Hill Academy
6106447,65.09,93021,Mountain Meadows Elementary
5630371,67.84,93021,The High School At Moorpark College
6115430,70.88875,93021,Walnut Canyon Elementary
6056030,51.70142857,93022,Sunset Elementary
5631817,11.76,93023,Chaparral High
5630405,22.06,93023,Valley Oak Charter
6055198,31.774,93023,Meiners Oaks Elementary
6055230,37.3075,93023,Summit Elementary
6060339,38.32666667,93023,Matilija Junior High
6055222,40.073,93023,San Antonio Elementary
6055206,40.161,93023,Mira Monte Elementary
6055248,42.65,93023,Topa Topa Elementary
5634076,44.7,93023,Nordhoff High
5630298,63.095,93023,El Camino High
125674,11.435,93030,Condor High
109900,14.78,93030,Vista Real Charter High
6055263,15.57857143,93030,Curren Elementary
6055271,15.88857143,93030,Driffill Elementary
6055321,16.84928571,93030,Cesar E. Chavez Elementary
6055362,17.1475,93030,Ramona Elementary
6055370,17.4125,93030,Rose Avenue Elementary
6055313,18.20125,93030,Fremont Academy Of Environmental Science & Innovat
6111850,20.965,93030,R.J. Frank Academy Of Marine Science & Engineering
6110738,21.1175,93030,Emilie Ritchen Elementary
6114029,27.8675,93030,Norman R. Brekke Elementary
5634761,30.02,93030,Rio Mesa High
6118061,38.39875,93030,Rio Rosales
6055024,11.4525,93033,Art Haycox Elementary
6055354,12.55875,93033,Mckinna Elementary
6055172,14.11,93033,Mar Vista Elementary
6055305,15.04125,93033,Haydock Academy Of Arts & Sciences
6055289,16.6325,93033,Elm Street Elementary
6055016,17.93,93033,Ansgar Larsen Elementary
6055180,18.7175,93033,Tierra Vista Elementary
6100333,19.485,93033,Lemonwood Elementary
6055297,20.335,93033,Harrington Elementary
6055040,20.35125,93033,E. O. Green Junior High
6055339,21.19642857,93033,Kamala Elementary
6055081,22.4875,93033,Julien Hathaway Elementary
6055032,22.8525,93033,Charles Blackstock Junior High
5632849,25.29,93033,Hueneme High
6055164,26.4175,93033,Laguna Vista Elementary
6084891,27.14875,93033,Ocean View Junior High
5631742,27.865,93033,Channel Islands High
6055057,28.86,93033,Fred L. Williams Elementary
6055347,17.4775,93035,Marina West Elementary
6107551,25.52,93035,Christa Mcauliffe Elementary
119412,34.53428571,93035,Juan Lagunas Soria Elementary
6055065,50.97,93035,Hollywood Beach Elementary
6055388,14.46875,93036,Sierra Linda Elementary
6055511,21.31375,93036,Rio Plaza Elementary
113977,26.0175,93036,Rio Vista Middle
6119242,29.1625,93036,Rio Del Norte
6055495,29.53125,93036,Rio Del Valle Middle
6055529,29.54571429,93036,Rio Real Elementary
5630389,30.36,93036,Pacifica High
5634548,32.005,93036,Oxnard High
6055503,32.235,93036,Rio Lindo Elementary
100362,35.505,93036,Thurgood Marshall Elementary
112631,43.1725,93036,Rio Del Mar
6054985,29.34375,93040,Piru Elementary
6055099,20.44,93041,Parkview Elementary
6055107,25.8725,93041,Richard Bard Elementary
6055115,29.505,93041,Sunkist Elementary
6055073,29.91625,93041,Hueneme Elementary
5636170,9.805,93060,Renaissance High
6055552,20.2775,93060,Blanchard Elementary
6055594,22.5475,93060,Isbell Middle
6055602,23.01375,93060,Mckevett Elementary
6055545,32.6225,93060,Barbara Webster Elementary
5635776,32.905,93060,Santa Paula High
6055578,33.165,93060,Glen City Elementary
6054969,36.958,93060,Briggs Elementary
6054977,39.94166667,93060,Olivelands Elementary
6055586,42.33125,93060,Grace S. Thille Elementary
6055610,45.5775,93060,Thelma B. Bedell Elementary
6055156,48.36142857,93060,Mupu Elementary
6055537,62.905,93060,Santa Clara Elementary
6055776,24.233,93063,Santa Susana Elementary
6055727,39.489,93063,Knolls Elementary
6055719,40.681,93063,Katherine Elementary
6055800,42.408,93063,Township Elementary
6055693,48.233,93063,Garden Grove Elementary
6060362,48.43875,93063,Valley View Middle
5636188,48.835,93063,Simi Valley High
6067292,54.08,93063,White Oak Elementary
6055669,66.265,93063,Big Springs Elementary
5630322,66.97,93063,Santa Susana High
5634993,8.3,93065,Apollo High
133116,11.515,93065,Insight @ San Joaquin
125401,12.67,93065,Insight @ San Diego
127209,14.29,93065,Insight School Of California
112698,21.05357143,93065,California Virtual Academy At Kings
6055768,21.676,93065,Park View Elementary
127183,22.976875,93065,California Virtual Academy @ Maricopa
107284,24.361875,93065,California Virtual Academy @ Sonoma
6055651,26.254,93065,Berylwood Elementary
6055685,26.5,93065,Crestview Elementary
6055636,26.541,93065,Arroyo Elementary
127191,27.12125,93065,California Virtual Academy @ San Joaquin
6120893,27.469375,93065,California Virtual Academy @ San Diego
112706,27.805625,93065,California Virtual Academy @ Los Angeles
129007,27.82625,93065,California Virtual Academy At Sutter
127175,28.194375,93065,California Virtual Academy At Fresno
5630249,29.41625,93065,Monte Vista
120600,30.165,93065,Iq Academy California-Los Angeles
6055750,35.3,93065,Mountain View Elementary
112284,37.436875,93065,California Virtual Academy San Mateo
6055792,45.585,93065,Sycamore Elementary
6055743,46.663,93065,Madera Elementary
6060354,47.4325,93065,Sinaloa Middle
5635008,48.705,93065,Royal High
6084925,53.33125,93065,Hillside Middle
6115653,60.28875,93065,Wood Ranch Elementary
6084917,63.701,93065,Atherwood Elementary
6055701,67.128,93065,Hollow Hills Elementary
6055818,74.105,93065,Vista Elementary
6055834,37.975,93066,Somis Elementary
6055123,54.59142857,93066,Mesa Elementary
6045322,76.92,93067,Summerland Elementary
4232690,7.69,93101,La Cuesta Continuation High
6045850,27.635,93101,Harding University Partnership
6116875,31.061,93101,Santa Barbara Community Academy
120402,39.96,93101,Alta Vista Alternative High
6060040,44.87333333,93101,La Cumbre Junior High
6045926,48.741,93101,Roosevelt Elementary
6045827,20.01,93103,Cleveland Elementary
6118202,23.193,93103,Adelante Charter
4235727,44.37,93103,Santa Barbara Senior High
6060057,45.625,93103,Santa Barbara Junior High
6045835,50.803,93103,Franklin Elementary
6045819,52.7,93105,Adams Elementary
6045918,53.937,93105,Peabody Charter
6045728,88.253,93108,Montecito Union
6045348,91.419,93108,Cold Spring Elementary
6045884,16.839,93109,Mckinley Elementary
6045892,27.052,93109,Monroe Elementary
6045934,71.602,93109,Washington Elementary
4230157,9.11,93110,Santa Barbara County Juvenile Court
6095962,23.525,93110,Open Alternative
6069223,26.47,93110,Santa Barbara County Special Education
4235230,49.74,93110,San Marcos Senior High
6045553,61.659,93110,Vieja Valley Elementary
6045538,64.727,93110,Hope Elementary
6062095,65.5,93110,La Colina Junior High
6045546,66.062,93110,Monte Vista Elementary
6045405,41.648,93111,El Camino Elementary
6045462,51.27,93111,Hollister Elementary
6045447,77.079,93111,Foothill Elementary
6045504,78.794,93111,Mountain View Elementary
6045496,42.326,93117,La Patera Elementary
6045421,54.13,93117,Ellwood Elementary
6060032,55.49333333,93117,Goleta Valley Junior High
6111603,56.043,93117,Santa Barbara Charter
6046080,57.27,93117,Vista De Las Cruces
6067110,58.384,93117,Brandon Elementary
6045470,60.34,93117,Isla Vista Elementary
4231726,60.355,93117,Dos Pueblos Senior High
6045488,70.957,93117,Kellogg Elementary
6053847,17.781,93201,Alpaugh Elementary
5430301,18.13285714,93201,Alpaugh -Senior High
112458,37.54875,93201,California Connections Academy@Central
6010284,24.045,93202,Parkview Middle
6010276,45.20666667,93202,Armona Elementary
6009419,19.08,93203,Di Giorgio Elementary
6110464,22.723,93203,Bear Mountain Elementary
6008833,23.707,93203,Sierra Vista Elementary
6008817,26.55,93203,Haven Drive Middle
124040,32.68785714,93203,Grimmway Academy
1530252,34.02,93203,Arvin High
113027,35.59,93203,El Camino Real Elementary
6118566,14.035,93204,Tamarack Elementary
6109888,16.8375,93204,Reef Sunset Middle
1630953,19.285,93204,Avenal High
6010565,22.79375,93204,Avenal Elementary
6009278,15.16357143,93206,Buttonwillow Elementary
6054100,27.27,93207,Hot Springs Elementary
1030113,10.71,93210,Cambridge High
6057269,20.68125,93210,Coalinga Middle
6005979,21.23166667,93210,Sunset Elementary
6110225,27.685,93210,Nell Dawson Elementary
1031376,33.3725,93210,Coalinga High
122820,9.09,93212,Mission Community Day
1632140,10,93212,Kings Lake Education Center
6010359,21.4075,93212,John Muir Middle
6010342,24.685,93212,John C. Fremont Elementary
6010367,29.64833333,93212,Mark Twain Elementary
1632207,40.23,93212,Corcoran High
1531656,4.48,93215,Valley High
6009351,26.135,93215,Cecil Avenue Math And Science Academy
6115471,26.74375,93215,Almond Tree Middle
6009369,27.35,93215,Del Vista Math And Science Academy
127712,30.395,93215,Pioneer
6009393,31.8075,93215,Terrace Elementary
120139,32.54625,93215,Nueva Vista Language Academy
6009344,32.585,93215,Albany Park Elementary
6111355,32.67,93215,Princeton Street Elementary
6009377,34.29,93215,Fremont Elementary
106575,36.22625,93215,Harvest Elementary
119669,38.501,93215,Wonderful College Prep Academy
112185,40.03,93215,La Vina Middle
116384,47.375,93215,Robert F. Kennedy High
6117915,49.03,93215,Morningside
1531672,55.08,93215,Delano High
100529,55.53,93215,Cesar E. Chavez High
6053896,65.90642857,93215,Columbine Elementary
6054019,19.62222222,93218,Ducor Union Elementary
5430335,23.2225,93219,Alila
6054035,23.88,93219,Earlimart Middle
6054027,24.27875,93219,Earlimart Elementary
6053839,26.585,93219,Allensworth Elementary
5431614,9.405,93221,Kaweah High
6110290,34.12,93221,Wilson Middle
5431598,42.265,93221,Exeter Union High
6054050,43.135,93221,Rocky Hill Elementary
6054043,43.6275,93221,Lincoln Elementary
128504,53.4775,93222,Peak To Peak Mountain Charter
6100275,11.17333333,93223,Farmersville Junior High
106021,14.97625,93223,Freedom Elementary
6054076,28.84,93223,George L. Snowden Elementary
5430210,33.69,93223,Farmersville High
6009781,58.873,93224,Midway Elementary
6009724,14.29,93226,Linns Valley-Poso Flat Elementary
6069298,4.76,93230,Kings County Special Education
6118459,6.25,93230,Hanford Elementary Community Day
1634245,8.33,93230,Earl F. Johnson High (Continuation)
101717,14.132,93230,Crossroads Charter
1630102,20,93230,J. C. Montgomery
6010433,28.108,93230,Roosevelt Elementary
6010417,28.599,93230,Lincoln Elementary
6010409,30.414,93230,Lee Richmond Elementary
6010482,30.50214286,93230,Kit Carson Elementary
6010508,31.11714286,93230,Lakeside Elementary
1630169,35.11,93230,Hanford West High
6113120,36.36,93230,Mid Valley Alternative Charter
110981,39.532,93230,Hamilton Elementary
6113609,42.516,93230,Martin Luther King Jr. Elementary
6010458,43.11,93230,Woodrow Wilson Junior High
1634401,44.73,93230,Hanford High
6110233,45.805,93230,Pioneer Middle
118919,46.31,93230,Sierra Pacific High
6010425,47.336,93230,Monroe Elementary
6010557,53.9025,93230,Pioneer Elementary
6118798,58.061,93230,Joseph M. Simas
6010474,66.52071429,93230,Kings River-Hardwick Elementary
116699,66.6325,93230,Frontier Elementary
6010391,73.20714286,93230,Jefferson Charter Academy
6108815,33.954,93232,George Washington Elementary
6112379,35.40166667,93232,John F. Kennedy Junior High
6113849,10.56,93234,Huron Middle
6005961,16.3525,93234,Huron Elementary
6054639,27.77928571,93235,Ivanhoe Elementary
6009641,29.08571429,93238,Kernville Elementary
6010573,27.05785714,93239,Kettleman City Elementary
6044531,42.95125,93239,John F. Kennedy Middle
122887,17.92375,93240,Woodrow Wallace Middle
1533538,23.77,93240,Kern Valley High
6009658,23.835,93240,Woodrow W. Wallace Elementary
1530047,1.89,93241,Nueva Continuation High
6009682,22.91,93241,Lamont Elementary
6009674,23.226,93241,Alicante Avenue Elementary
6009708,31.98875,93241,Myrtle Avenue Elementary
6006894,13.7875,93242,Conejo Middle
1033950,14.705,93242,Laton High
6006902,18.5125,93242,Laton Elementary
6013940,27.8825,93243,Gorman Elementary
6009476,31.21333333,93243,Frazier Park Elementary
6009468,35.431,93243,El Tejon Elementary
1530401,45.225,93243,Frazier Mountain High
6054340,52.22666667,93244,Sequoia Elementary Charter
134973,58.62,93244,Sequoia Union Elementary
1630011,2.44,93245,Jamison (Donald C.) High (Continuation)
6010300,30.50846154,93245,Central Elementary
6010532,30.646,93245,Meadow Lane Elementary
6069140,36.76,93245,Lemoore Elementary
1635606,38.04,93245,Lemoore High
100156,40.878,93245,Lemoore University Elementary Charter
6066666,41.057,93245,P. W. Engvall Elementary
6118590,43.917,93245,Cinnamon Elementary
6111934,49.98666667,93245,Liberty Middle
6010466,56.46071429,93245,Island Elementary
6010292,58.56857143,93245,Akers Elementary
6010318,60.28625,93245,R. J. Neutra
110205,62.295,93245,Lemoore Middle College High
5430194,6.9,93247,John J. Cairns Continuation
6107262,25.40214286,93247,Lincoln Elementary
123646,26.59928571,93247,Roosevelt Elementary
123653,28.11428571,93247,Kennedy Elementary
6054142,32.41714286,93247,Jefferson Elementary
123661,34.605,93247,Reagan Elementary
5432414,39.845,93247,Lindsay Senior High
6054159,41.48357143,93247,Washington Elementary
6102792,16.50875,93249,A. M. Thomas Middle
6060420,19.79125,93249,Lost Hills Elementary
6009757,13.15,93250,Browning Road Steam Academy
6106306,24.5575,93250,Mcfarland Middle
6009765,25.9875,93250,Kern Avenue Elementary
1534155,32.675,93250,Mcfarland High
133504,34.82125,93250,Horizon Elementary
6009245,42.31,93251,Belridge Elementary
6009773,65,93251,Mckittrick Elementary
1533843,10.53,93252,Maricopa High
122853,12.91833333,93252,Maricopa Middle
6009740,16.78285714,93252,Maricopa Elementary
134312,26.035,93252,Inspire Charter School - Kern
132894,19.40083333,93254,Olive Grove Charter
6045389,30.97727273,93254,Cuyama Elementary
114165,12.73125,93256,Pixley Middle
6054209,20.43,93256,Pixley Elementary
114348,9.015,93257,Butterfield Charter High
6053854,14.59357143,93257,Alta Vista Elementary
6054217,14.60571429,93257,Pleasant View Elementary
5430350,15.4775,93257,Prospect Education Center
6054779,17.00642857,93257,Woodville Elementary
6100267,19.36333333,93257,Burton Middle
6054225,20.96333333,93257,Bartlett Middle
6054233,23.1,93257,Belleview Elementary
6054092,26.485,93257,Hope Elementary
6114193,26.974,93257,Monte Vista Elementary
6054290,27.858,93257,West Putnam Elementary
6054266,28.25375,93257,Pioneer Middle
6120232,29.923,93257,Jim Maples Academy
5430251,30.625,93257,Granite Hills High
6107379,31.206,93257,Los Robles Elementary
6114078,31.338,93257,William R. Buckley Elementary
6053870,32.405,93257,Burton Elementary
122705,34.16666667,93257,Burton Horizon Academy
6054324,35.05142857,93257,Rockford Elementary
6054282,36.585,93257,Vandalia Elementary
110692,36.68166667,93257,Sequoia Middle
6054274,36.704,93257,Roche Elementary
6054258,37.961,93257,Olive Street Elementary
109009,39.9175,93257,Summit Charter Academy
6105506,40.18,93257,Oak Grove Elementary
5432786,43.515,93257,Monache High
6054308,44.651,93257,Westfield Elementary
6054241,44.697,93257,John J. Doyle Elementary
5434113,45.755,93257,Porterville High
102574,57.62,93257,Santa Fe Elementary
6114672,17.06153846,93261,Richgrove Elementary
1530021,3.85,93263,Central Valley High (Continuation)
6009989,20.854,93263,Redwood Elementary
1535087,23.85,93263,Shafter High
6010003,25.06,93263,Richland Junior High
135186,29.03,93263,Grimmway Academy Shafter
6009732,29.51142857,93263,Maple Elementary
107771,31.04,93263,Sequoia Elementary
6090591,37.465,93263,Golden Oak Elementary
6054365,44.795,93265,Springville Elementary
6010326,39.42642857,93266,Stratford Elementary
6054407,15.7,93267,Sunnyside Elementary
114595,27.43285714,93267,Strathmore Elementary
5434931,31.23,93267,Strathmore High
116590,72.125,93267,Harmony Magnet Academy
1530138,16.13,93268,Buena Vista High (Continuation)
6010136,28.44125,93268,Lincoln Junior High
1535905,28.63,93268,Taft Union High
6010151,28.87833333,93268,Roosevelt Elementary
6010169,38,93268,Taft Primary
6010128,43.745,93268,Jefferson Elementary
6010144,46.525,93268,Parkview Elementary
6010110,50.705,93268,Conley Elementary
6054415,27.22375,93270,Terra Bella Elementary
6112510,28.8925,93270,Carl Smith Middle
6054332,45.9775,93270,Saucelito Elementary
6054423,49.96,93271,Three Rivers Elementary
6054431,31.78928571,93272,Tipton Elementary
133793,4.55,93274,Accelerated Charter High
6054522,13.41875,93274,Wilson Elementary
6054498,17.245,93274,Lincoln Elementary
6054506,18.89,93274,Maple Elementary
6054514,18.90833333,93274,Roosevelt Elementary
6114656,19.695,93274,Heritage Elementary
6054456,20.026,93274,Mulcahy Middle
6054464,22.57875,93274,Cherry Avenue Middle
6054472,22.913,93274,Frank Kohn Elementary
100495,23.03625,93274,Los Tules Middle
6105381,31.189,93274,Cypress Elementary
6106553,31.97125,93274,Pleasant Elementary
6054191,32.99714286,93274,Palo Verde Elementary
130708,34.095,93274,Sierra Vista Charter High
127621,34.94714286,93274,Alpine Vista
6054480,35.846,93274,Garden Elementary
6108385,38.505,93274,Live Oak Middle
6054134,39.09714286,93274,Liberty Elementary
6053862,39.21571429,93274,Buena Vista Elementary
116368,39.325,93274,Mission Oak High
6054753,40.055,93274,Waukena Joint Union Elementary
5435466,42.825,93274,Tulare Western High
6054175,43.46571429,93274,Oak Valley Elementary
113639,44.61,93274,Mission Valley Elementary
5435409,48.4,93274,Tulare Union High
6054399,53.69428571,93274,Sundale Elementary
6009450,17.09714286,93276,Elk Hills Elementary
5430343,4,93277,Tulare County Community
5430061,9.71,93277,Tulare County Court
6054720,19.464,93277,Washington Elementary
6116909,22.97,93277,Charter Home School Academy
6054712,25.068,93277,Veva Blunt Elementary
6054670,30.808,93277,Royal Oaks Elementary
6054555,33.775,93277,Divisadero Middle
6054688,35.88,93277,Crestwood Elementary
120659,37.01,93277,Visalia Technical Early College
6054530,37.382,93277,Conyer Elementary
110940,38.764,93277,Cottonwood Creek Elementary
6054654,39.465,93277,Mountain View Elementary
124057,41.27071429,93277,Valley Life Charter
5432828,41.675,93277,Mt. Whitney High
6112049,46.38,93277,La Joya Middle
125542,48.07571429,93277,Sycamore Valley Academy
5430368,49.715,93277,El Diamante High
6092795,56.874,93277,Linwood Elementary
119602,79.805,93277,University Preparatory High
136556,7.975,93280,Kings Valley Academy Ii
1530351,12.82,93280,Wasco Independence High
6010037,15.08285714,93280,Semitropic Elementary
6010268,19.40166667,93280,Thomas Jefferson Middle
6010243,20.995,93280,Karl F. Clemens Elementary
113167,24.816,93280,Teresa Burke Elementary
6010250,28.89,93280,Palm Avenue Elementary
6110340,35.413,93280,John L. Prueitt Elementary
6009963,40.29428571,93280,Pond Elementary
1536440,42.25,93280,Wasco High
6010060,31.93857143,93283,South Fork Elementary
6108286,28.01,93286,Castle Rock Elementary
6054761,28.2,93286,Woodlake Valley Middle
5436282,31.595,93286,Woodlake High
5435839,1.63,93291,Sequoia High
123273,14.22,93291,Crescent Valley Public Charter
6054597,17.407,93291,Goshen Elementary
6054621,17.732,93291,Houston Elementary
6054613,22.161,93291,Highland Elementary
109751,25.1075,93291,Visalia Charter Independent Study
6054746,26.57428571,93291,Willow Glen Elementary
105783,27.025,93291,Four Creeks Elementary
6054548,29.405,93291,Crowley Elementary
135863,30.297,93291,Global Learning Charter
6054589,38.489,93291,Riverway Elementary
5434527,40.14,93291,Redwood High
6054605,42.70666667,93291,Green Acres Middle
133819,55.84666667,93291,Ridgeview Middle
116517,58.405,93291,Manuel F. Hernandez
125708,58.656,93291,Shannon Ranch Elementary
6110902,63.985,93291,Hurley Elementary
101857,73.39142857,93291,Oak Grove Elementary
5430269,5.56,93292,Charter Alternatives Academy
5430327,8.158333333,93292,La Sierra High
6054373,10.75571429,93292,Stone Corral Elementary
6107536,30.529,93292,Pinkham Elementary
6106249,31.614,93292,Golden Oak Elementary
6092373,33.675,93292,Valley Oak Middle
6054183,34.04,93292,Outside Creek Elementary
6054704,34.228,93292,Annie R. Mitchell
6054647,35.189,93292,Mineral King Elementary
6119291,37.33642857,93292,Eleanor Roosevelt Community Learning Center
5430046,38.285,93292,Golden West High
6054563,43.498,93292,Elbow Creek Elementary
1530302,2.3,93301,Kern County Juvenile Court
1530310,4.425714286,93301,Kern County Community
6069496,10.574,93301,Kern County Special Education
6109060,14.0575,93301,Stella I. Hills Elementary
1530492,30.826875,93301,Valley Oaks Charter
1530708,36.585,93301,Bakersfield High
6008932,60.585,93301,Franklin Elementary
6114284,71.115,93301,Downtown Elementary
1536325,1.01,93304,Vista Continuation High
128694,4.55,93304,Rafer Johnson
6008916,15.9475,93304,Emerson Middle
6009047,22.61375,93304,Leo G. Pauly Elementary
6008957,24.03875,93304,Sequoia Middle
6009070,24.703,93304,Mckinley Elementary
6008874,26.42375,93304,Evergreen Elementary
6009922,27.231,93304,Amy B. Seibert Elementary
6009146,31.32375,93304,Roosevelt Elementary
1535392,34.565,93304,South High
6009195,36.965,93304,William Penn Elementary
6009583,37.01875,93304,Plantation Elementary
6008924,39.5825,93304,Frank West Elementary
6009591,46.04,93304,Planz Elementary
6108468,65.71375,93304,W. A. Kendrick Elementary
6009062,11.6,93305,Longfellow Elementary
6008882,20.561,93305,College Heights Elementary
6009104,22.8975,93305,Myra A. Noble Elementary
6009179,23.27625,93305,Washington Middle
6009013,25.93625,93305,Jefferson Elementary
6009203,29.38,93305,Williams Elementary
6116719,36.1275,93305,Bessie E. Owens Intermediate
6009153,19.35125,93306,Sierra Middle
6109052,20.25625,93306,Ramon Garza Elementary
6009021,20.54,93306,Compton Junior High
6008999,23.9525,93306,Hort Elementary
6111264,25.14875,93306,Walter Stiern Middle
6009120,27.747,93306,Pioneer Drive Elementary
6008981,28.75625,93306,Horace Mann Elementary
1532290,29.345,93306,East Bakersfield High
6009161,29.496,93306,Voorhies Elementary
1532605,30.56,93306,Foothill High
6008841,31.77666667,93306,Chipman Junior High
6009443,34.60666667,93306,Orangewood Elementary
6008890,37.846,93306,Colonel Howard Nichols Elementary
1533330,39.58,93306,Highland High
129189,40.1575,93306,Paul L. Cato Middle
6109078,42.707,93306,Dr. Juliet Thorner Elementary
6008973,44.582,93306,Henry Eissler Elementary
6008965,47.084,93306,Harding Elementary
129171,52.49125,93306,Dr. Douglas K. Fletcher Elementary
6111900,63.538,93306,Cesar E. Chavez Elementary
120865,11.658,93307,Greenfield Community
6008866,14.4125,93307,Casa Loma Elementary
6010227,18.121,93307,Sunset
6008940,20.564,93307,Fremont Elementary
107987,21.32333333,93307,Fairfax Jr. High
6009500,21.576,93307,Virginia Avenue Elementary
6009088,22.29,93307,Mt. Vernon Elementary
6010235,22.56166667,93307,Vineland Elementary
116400,23.165,93307,Mira Monte High
6009690,23.53166667,93307,Mountain View Middle
106690,24.665,93307,Shirley Lane Elementary
6009187,25.32375,93307,Wayside Elementary
6009435,29.191,93307,Edison Middle
129130,29.571,93307,Zephyr Lane Elementary
100198,32.2,93307,Golden Valley High
101014,32.90875,93307,Mckee Middle
110767,35.6075,93307,Horizon Elementary
6009567,36.77,93307,Greenfield Middle
100685,38.07625,93307,Valle Verde Elementary
6009138,39.675,93307,Bessie E. Owens Primary
6009559,41.6025,93307,Fairview Elementary
6112270,45.62875,93307,Leon H. Ollivier Middle
6111157,46.9125,93307,Raffaello Palla Elementary
1530112,6.98,93308,Vista West Continuation High
6009211,12.822,93308,Beardsley Elementary
6009237,17.636,93308,North Beardsley Elementary
6010094,17.93375,93308,Standard Middle
6010086,21.4975,93308,Standard Elementary
6010102,25.69,93308,Wingland Elementary
6009229,30.17,93308,Beardsley Junior High
1534775,30.175,93308,North High
6010078,34.1025,93308,Highland Elementary
108589,40.483,93308,San Lauren Elementary
6109987,52.214,93308,Discovery Elementary
6108575,52.341,93308,Olive Drive Elementary
1530435,3.5,93309,Kern Workforce 2000 Academy
6009955,22.764,93309,Stine Elementary
6009005,24.855,93309,Curran Middle
6066674,27.715,93309,Wayne Van Horn Elementary
6009930,28.72,93309,Fred L. Thompson Junior High
6008858,29.2,93309,Caroline Harris Elementary
1536606,29.43,93309,West High
6009096,29.83,93309,Munsey Elementary
6095012,30.527,93309,Charles H. Castle Elementary
6099436,32.634,93309,Louise Sandrini Elementary
6099428,37.28166667,93309,O. J. Actis Junior High
6105423,42.971,93309,Laurelglen Elementary
6101588,45.558,93309,Quailwood Elementary
6096986,60.472,93309,Stockdale Elementary
6009666,37.26714286,93311,Lakeside
116392,38.16,93311,Independence High
6107619,39.81666667,93311,Tevis Junior High
6107627,44.743,93311,Leo B. Hart Elementary
6009260,47.911,93311,Buena Vista Elementary
113951,47.979,93311,Old River Elementary
6110001,49.657,93311,Christa Mcauliffe Elementary
6104632,50.057,93311,Sing Lum Elementary
1530344,56.09,93311,Stockdale High
6112262,58.66833333,93311,Earl Warren Junior High
6115257,69.522,93311,Ronald Reagan Elementary
6112783,46.318,93312,Columbia Elementary
1530369,52.55,93312,Centennial High
